ID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,weight,height,bats,throws,salary
2012blantjo01,1,PHI,NL,8,9,21,20,2,1,0,400,141,68,22,18,115,0.266,4.59,2.0,4,3.0,0,560.0,1,74,6.0,3.0,5.0,225.0,75.0,R,R,10500000.0
2012blantjo01,2,LAN,NL,2,4,10,10,0,0,0,173,66,32,7,16,51,0.291,4.99,3.0,1,0.0,0,246.0,0,32,2.0,1.0,5.0,225.0,75.0,R,R,10500000.0
2012blevije01,1,OAK,AL,5,1,63,0,0,0,1,196,45,18,7,25,54,0.201,2.48,5.0,2,5.0,0,261.0,17,20,5.0,2.0,5.0,182.0,76.0,L,L,490000.0
2012boggsmi01,1,SLN,NL,4,1,78,0,0,0,0,220,56,18,5,21,58,0.211,2.21,3.0,0,4.0,0,296.0,12,20,6.0,0.0,9.0,235.0,76.0,R,R,506000.0
2012bogusbr01,1,HOU,NL,0,0,1,0,0,0,0,3,3,2,1,0,0,0.429,18.0,0.0,0,0.0,0,7.0,1,2,0.0,0.0,0.0,215.0,75.0,L,L,483000.0
2012bowdemi01,1,BOS,AL,0,0,2,0,0,0,0,9,2,1,1,1,3,0.2,3.0,0.0,0,0.0,0,11.0,2,1,0.0,0.0,1.0,215.0,75.0,R,R,484000.0
2012bowdemi01,2,CHN,NL,0,0,30,0,0,0,0,110,30,12,4,16,29,0.227,2.95,1.0,1,1.0,0,154.0,11,12,2.0,2.0,2.0,215.0,75.0,R,R,484000.0
2012braybi01,1,CIN,NL,0,0,14,0,0,0,0,26,6,5,2,14,7,0.222,5.19,0.0,0,0.0,0,43.0,2,5,0.0,2.0,1.0,215.0,75.0,L,L,1417500.0
2012breslcr01,1,ARI,NL,2,0,40,0,0,0,0,130,38,13,5,13,42,0.233,2.7,0.0,1,1.0,0,180.0,12,15,2.0,1.0,3.0,190.0,72.0,L,L,1795000.0
2012breslcr01,2,BOS,AL,1,0,23,0,0,0,0,60,14,6,0,9,19,0.206,2.7,2.0,1,1.0,0,81.0,4,7,1.0,2.0,3.0,190.0,72.0,L,L,1795000.0
2012brittza01,1,BAL,AL,5,3,12,11,0,0,0,181,61,34,6,32,53,0.26,5.07,3.0,4,2.0,0,270.0,0,37,0.0,1.0,5.0,200.0,73.0,L,L,486000.0
2012brothre01,1,COL,NL,8,2,75,0,0,0,0,203,63,29,5,37,83,0.251,3.86,7.0,5,1.0,1,295.0,10,33,3.0,3.0,6.0,205.0,72.0,L,L,480000.0
2012broxtjo01,1,KCA,AL,1,2,35,0,0,0,23,107,36,9,1,14,25,0.273,2.27,0.0,0,2.0,0,151.0,32,11,2.0,1.0,5.0,285.0,76.0,R,R,4000000.0
2012broxtjo01,2,CIN,NL,3,3,25,0,0,0,4,67,20,7,1,3,20,0.241,2.82,0.0,0,1.0,0,87.0,7,7,0.0,0.0,4.0,285.0,76.0,R,R,4000000.0
2012buchhcl01,1,BOS,AL,11,8,29,29,2,1,0,568,187,96,25,64,129,0.263,4.56,2.0,2,12.0,2,802.0,0,104,5.0,9.0,27.0,190.0,75.0,L,R,3750000.0
2012buehrma01,1,MIA,NL,13,13,31,31,1,0,0,607,197,84,26,40,125,0.258,3.74,3.0,2,4.0,0,828.0,0,88,14.0,7.0,17.0,240.0,74.0,L,L,7000000.0
2012bumgama01,1,SFN,NL,16,11,32,32,2,1,0,625,183,78,23,49,191,0.234,3.37,6.0,3,7.0,2,849.0,0,87,7.0,4.0,17.0,257.0,76.0,R,L,560000.0
2012burneaj01,1,PIT,NL,16,10,31,31,1,1,0,607,189,79,18,62,180,0.246,3.51,1.0,10,9.0,0,851.0,0,86,5.0,8.0,21.0,230.0,76.0,R,R,16500000.0
2012burneal01,1,MIN,AL,4,4,67,0,0,0,0,215,71,28,4,26,36,0.257,3.52,5.0,6,3.0,0,309.0,18,33,2.0,2.0,7.0,220.0,72.0,R,R,490000.0
2012burnese01,1,WAS,NL,1,2,70,0,0,0,2,170,58,15,4,12,57,0.262,2.38,3.0,2,3.0,0,239.0,16,16,1.0,2.0,5.0,185.0,71.0,L,L,2350000.0
2012burtoja01,1,MIN,AL,3,2,64,0,0,0,5,186,41,15,5,16,55,0.186,2.18,1.0,0,5.0,0,245.0,12,21,2.0,1.0,4.0,225.0,77.0,R,R,750000.0
2012byrdati01,1,NYN,NL,2,2,56,0,0,0,0,92,18,15,2,18,34,0.18,4.4,5.0,0,1.0,0,125.0,4,16,4.0,2.0,2.0,190.0,71.0,L,L,1000000.0
2012cahiltr01,1,ARI,NL,13,12,32,32,2,1,0,600,184,84,16,74,156,0.25,3.78,0.0,10,11.0,2,839.0,0,93,12.0,6.0,23.0,223.0,76.0,R,R,3700000.0
2012cainma01,1,SFN,NL,16,5,32,32,2,2,0,658,177,68,21,51,193,0.222,2.79,1.0,8,9.0,0,876.0,0,73,11.0,9.0,14.0,230.0,75.0,R,R,15333333.0
2012campsh01,1,CHN,NL,3,6,80,0,0,0,2,233,79,31,7,21,54,0.261,3.59,4.0,1,0.0,0,327.0,21,32,1.0,2.0,6.0,205.0,73.0,R,R,550000.0
2012cappsma01,1,MIN,AL,1,4,30,0,0,0,14,88,28,12,5,4,18,0.241,3.68,1.0,3,0.0,0,120.0,29,13,0.0,0.0,2.0,250.0,74.0,R,R,4500000.0
2012capuach01,1,LAN,NL,12,12,33,33,0,0,0,595,188,82,25,54,162,0.254,3.72,4.0,6,2.0,0,817.0,0,91,16.0,4.0,16.0,225.0,74.0,L,L,3000000.0
2012carigan01,1,OAK,AL,1,1,11,0,0,0,0,29,8,5,0,10,8,0.242,4.66,0.0,1,0.0,0,44.0,5,5,1.0,0.0,3.0,235.0,71.0,R,R,480000.0
2012carpech01,1,SLN,NL,0,2,3,3,0,0,0,51,16,7,2,3,12,0.242,3.71,0.0,0,2.0,0,72.0,0,7,1.0,0.0,1.0,230.0,78.0,R,R,8500000.0
2012carpech02,1,BOS,AL,1,0,8,0,0,0,0,18,7,6,1,10,2,0.318,9.0,2.0,2,0.0,0,34.0,3,6,2.0,0.0,2.0,220.0,76.0,R,R,482000.0
2012carpeda01,1,HOU,NL,0,2,30,0,0,0,0,89,43,20,4,14,27,0.341,6.07,3.0,2,1.0,0,143.0,8,21,2.0,0.0,3.0,230.0,75.0,R,R,485000.0
2012carpeda01,2,TOR,AL,0,0,3,0,0,0,0,8,8,9,1,2,4,0.471,30.38,1.0,0,1.0,0,20.0,1,10,0.0,0.0,0.0,230.0,75.0,R,R,485000.0
2012carradj01,1,NYN,NL,0,0,4,0,0,0,0,11,6,3,2,0,3,0.353,7.36,0.0,1,1.0,0,18.0,3,3,0.0,0.0,0.0,215.0,76.0,R,R,1200000.0
2012carrejo01,1,TOR,AL,0,2,11,2,0,0,0,66,22,15,7,14,16,0.265,6.14,0.0,0,0.0,0,97.0,3,15,0.0,0.0,1.0,255.0,74.0,R,R,481700.0
2012cashnan01,1,SDN,NL,3,4,33,5,0,0,0,139,42,22,5,19,52,0.244,4.27,1.0,2,1.0,0,196.0,5,23,3.0,1.0,2.0,235.0,78.0,R,R,486100.0
2012cassebo01,1,LAA,AL,1,0,4,0,0,0,0,15,5,4,2,6,2,0.263,7.2,1.0,0,1.0,0,29.0,0,4,1.0,2.0,0.0,220.0,75.0,R,R,490000.0
2012castile01,1,CHN,NL,0,1,13,0,0,0,0,48,24,14,2,12,13,0.343,7.88,0.0,2,3.0,0,88.0,2,16,2.0,1.0,0.0,180.0,73.0,B,R,480000.0
2012chacijh01,1,COL,NL,3,5,14,14,0,0,0,207,80,34,10,32,45,0.288,4.43,0.0,3,2.0,0,314.0,0,35,1.0,1.0,5.0,215.0,75.0,R,R,482000.0
2012chambjo03,1,NYA,AL,1,0,22,0,0,0,0,62,26,10,3,6,22,0.302,4.35,2.0,0,2.0,0,95.0,5,11,0.0,1.0,1.0,245.0,75.0,R,R,1675000.0
2012chapmar01,1,CIN,NL,5,5,68,0,0,0,38,215,35,12,4,23,122,0.141,1.51,0.0,4,4.0,0,276.0,52,13,0.0,1.0,2.0,218.0,76.0,L,L,4835772.0
2012chatwty01,1,COL,NL,5,6,19,12,0,0,1,194,74,39,9,33,41,0.29,5.43,2.0,4,0.0,0,294.0,3,43,4.0,2.0,6.0,200.0,71.0,R,R,480000.0
2012chenbr01,1,KCA,AL,11,14,34,34,0,0,0,575,215,108,33,47,140,0.281,5.07,3.0,5,8.0,0,827.0,0,114,3.0,5.0,11.0,215.0,74.0,L,L,4500000.0
2012chenwe02,1,BAL,AL,12,11,32,32,0,0,0,578,186,86,29,57,154,0.25,4.02,0.0,2,5.0,1,818.0,0,97,5.0,8.0,10.0,200.0,72.0,R,L,3072000.0
2012choatra01,1,MIA,NL,0,0,44,0,0,0,1,76,16,7,0,9,27,0.178,2.49,0.0,2,3.0,0,104.0,4,11,1.0,1.0,3.0,205.0,73.0,L,L,1500000.0
2012choatra01,2,LAN,NL,0,0,36,0,0,0,0,40,13,6,1,9,11,0.255,4.05,3.0,0,2.0,0,64.0,0,7,1.0,1.0,0.0,205.0,73.0,L,L,1500000.0
2012cishest01,1,MIA,NL,5,2,68,0,0,0,15,191,54,19,3,29,68,0.23,2.69,6.0,1,6.0,1,275.0,36,26,3.0,2.0,9.0,215.0,78.0,R,R,480000.0
2012clippty01,1,WAS,NL,2,6,74,0,0,0,32,218,55,30,7,29,84,0.204,3.72,2.0,5,2.0,0,307.0,42,32,3.0,4.0,1.0,200.0,75.0,R,R,1650000.0
2012coffeto01,1,LAN,NL,1,0,23,0,0,0,0,58,17,10,1,9,18,0.239,4.66,1.0,1,2.0,0,83.0,5,11,0.0,1.0,2.0,240.0,76.0,R,R,1000000.0
2012cokeph01,1,DET,AL,2,3,66,0,0,0,1,162,71,24,5,18,51,0.324,4.0,4.0,3,1.0,0,245.0,11,28,5.0,2.0,5.0,210.0,73.0,L,L,1100000.0
2012colliti01,1,KCA,AL,5,4,72,0,0,0,0,209,55,26,8,34,93,0.216,3.36,8.0,3,2.0,0,295.0,9,29,3.0,1.0,4.0,166.0,67.0,L,L,495725.0
2012collmjo01,1,ARI,NL,5,3,28,11,0,0,0,271,92,37,13,22,80,0.264,3.69,2.0,1,0.0,0,375.0,7,39,5.0,0.0,4.0,240.0,75.0,R,R,486000.0
2012colonba01,1,OAK,AL,10,9,24,24,0,0,0,457,161,58,17,23,91,0.266,3.43,3.0,0,1.0,0,636.0,0,62,3.0,4.0,14.0,285.0,71.0,R,R,2000000.0
2012contrjo01,1,PHI,NL,1,0,17,0,0,0,0,41,13,8,1,3,15,0.255,5.27,0.0,0,1.0,0,56.0,3,10,0.0,1.0,2.0,255.0,76.0,R,R,2500000.0
2012cookry01,1,OAK,AL,6,2,71,0,0,0,14,220,42,17,4,27,80,0.166,2.09,4.0,4,4.0,0,288.0,23,18,3.0,1.0,7.0,227.0,73.0,R,R,480000.0
2012cordefr01,1,TOR,AL,3,5,41,0,0,0,2,103,48,22,7,14,26,0.34,5.77,3.0,4,1.0,0,160.0,17,24,4.0,0.0,4.0,245.0,75.0,R,R,4500000.0
2012cordefr01,2,HOU,NL,0,3,6,0,0,0,0,15,13,11,2,4,5,0.481,19.8,1.0,1,1.0,0,32.0,1,11,0.0,0.0,1.0,245.0,75.0,R,R,4500000.0
2012correke01,1,PIT,NL,12,11,32,28,0,0,0,513,176,80,20,46,89,0.267,4.21,2.0,2,3.0,0,728.0,0,89,14.0,7.0,12.0,200.0,75.0,R,R,4000000.0
2012crainje01,1,CHA,AL,2,3,51,0,0,0,0,144,29,13,5,23,60,0.171,2.44,1.0,4,1.0,0,194.0,6,14,0.0,0.0,1.0,215.0,73.0,R,R,4500000.0
2012crowaa01,1,KCA,AL,3,1,73,0,0,0,2,194,54,25,4,22,65,0.231,3.48,2.0,4,1.0,0,260.0,20,27,1.0,2.0,8.0,195.0,75.0,R,R,1600000.0
2012cruzju02,1,PIT,NL,1,1,43,0,0,0,3,107,39,11,3,19,33,0.289,2.78,0.0,1,3.0,0,162.0,11,12,2.0,3.0,2.0,170.0,74.0,R,R,1250000.0
2012cruzrh01,1,HOU,NL,1,1,52,0,0,0,0,165,65,37,8,29,46,0.297,6.05,0.0,3,2.0,0,253.0,26,38,1.0,2.0,6.0,210.0,74.0,R,R,480000.0
2012cuetojo01,1,CIN,NL,19,9,33,33,2,0,0,651,205,67,15,49,170,0.252,2.78,5.0,1,12.0,3,888.0,0,73,6.0,6.0,14.0,229.0,71.0,R,R,5400000.0
2012danksjo01,1,CHA,AL,3,4,9,9,0,0,0,161,57,34,7,23,30,0.273,5.7,0.0,5,1.0,0,238.0,0,35,3.0,2.0,5.0,210.0,73.0,L,L,2000000.0
2012darviyu01,1,TEX,AL,16,9,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1.0,8,10.0,0,816.0,0,89,2.0,7.0,12.0,220.0,77.0,R,R,5500000.0
2012davisch02,1,BAL,AL,1,0,1,0,0,0,0,6,2,0,0,1,2,0.286,0.0,0.0,0,0.0,0,8.0,1,0,0.0,0.0,1.0,255.0,76.0,L,R,488000.0
2012daviswa01,1,TBA,AL,3,0,54,0,0,0,0,211,48,19,5,29,87,0.189,2.43,2.0,2,0.0,0,284.0,15,20,0.0,1.0,4.0,225.0,77.0,R,R,1500000.0
2012defraju01,1,PHI,NL,0,0,13,0,0,0,0,32,7,4,0,5,8,0.179,3.38,1.0,1,0.0,0,44.0,2,5,0.0,0.0,1.0,225.0,76.0,B,R,480000.0
2012delabst01,1,SEA,AL,2,1,34,0,0,0,0,110,23,17,9,11,46,0.177,4.17,1.0,3,5.0,0,148.0,11,17,2.0,0.0,2.0,215.0,77.0,R,R,480700.0
2012delabst01,2,TOR,AL,2,2,27,0,0,0,0,88,23,11,3,15,46,0.213,3.38,0.0,3,0.0,0,126.0,1,12,1.0,2.0,1.0,215.0,77.0,R,R,480700.0
2012delarjo01,1,COL,NL,0,2,3,3,0,0,0,32,17,11,5,2,6,0.34,9.28,0.0,2,0.0,0,53.0,0,14,1.0,0.0,0.0,215.0,73.0,L,L,10500000.0
2012delarru01,1,LAN,NL,0,0,1,0,0,0,0,2,0,2,0,2,0,0.0,27.0,0.0,0,0.0,0,4.0,0,2,0.0,0.0,0.0,210.0,72.0,R,R,482500.0
2012delgara01,1,ATL,NL,4,9,18,17,0,0,0,278,89,45,8,42,76,0.256,4.37,4.0,5,4.0,1,401.0,0,48,5.0,3.0,8.0,220.0,76.0,R,R,480000.0
2012delosfa01,1,OAK,AL,0,0,6,0,0,0,0,9,7,1,0,3,3,0.412,3.0,0.0,1,0.0,0,20.0,2,2,0.0,0.0,0.0,225.0,74.0,R,R,482500.0
2012dempsry01,1,CHN,NL,5,5,16,16,0,0,0,312,81,26,9,27,83,0.21,2.25,0.0,0,1.0,1,417.0,0,28,2.0,1.0,4.0,215.0,74.0,R,R,14000000.0
2012dempsry01,2,TEX,AL,7,3,12,12,0,0,0,207,74,39,10,25,70,0.276,5.09,0.0,2,1.0,0,300.0,0,43,3.0,3.0,4.0,215.0,74.0,R,R,14000000.0
2012detwiro01,1,WAS,NL,10,8,33,27,0,0,0,493,149,62,15,52,105,0.241,3.4,0.0,4,5.0,1,686.0,1,75,8.0,3.0,14.0,210.0,77.0,R,L,485000.0
2012dickera01,1,NYN,NL,20,6,34,33,5,3,0,701,192,71,24,54,230,0.226,2.73,2.0,4,9.0,1,927.0,1,78,9.0,7.0,25.0,215.0,75.0,R,R,4750000.0
2012dillati01,1,MIL,NL,0,2,34,0,0,0,0,111,45,18,3,14,29,0.302,4.38,2.0,0,1.0,0,166.0,15,21,2.0,0.0,5.0,215.0,77.0,R,R,482000.0
2012dolisra01,1,CHN,NL,2,4,34,0,0,0,4,114,40,27,5,23,24,0.278,6.39,1.0,1,3.0,0,173.0,15,29,2.0,1.0,8.0,235.0,76.0,R,R,480500.0
2012doteloc01,1,DET,AL,5,3,57,0,0,0,1,174,50,23,3,12,62,0.23,3.57,4.0,2,1.0,0,234.0,15,23,2.0,2.0,2.0,230.0,72.0,R,R,3000000.0
2012doubrfe01,1,BOS,AL,11,10,29,29,0,0,0,483,162,87,24,71,167,0.259,4.86,0.0,5,5.0,0,709.0,0,95,1.0,6.0,9.0,240.0,74.0,L,L,484000.0
2012downssc01,1,LAA,AL,1,1,57,0,0,0,9,137,43,16,3,17,32,0.246,3.15,2.0,1,0.0,0,194.0,11,17,0.0,2.0,3.0,215.0,74.0,L,L,5000000.0
2012drabeky01,1,TOR,AL,4,7,13,13,0,0,0,214,67,37,10,47,47,0.25,4.67,0.0,7,1.0,0,317.0,0,41,0.0,1.0,12.0,205.0,74.0,R,R,485900.0
2012duensbr01,1,MIN,AL,4,12,55,11,0,0,0,327,126,62,10,27,69,0.288,5.12,3.0,5,2.0,0,472.0,8,71,2.0,3.0,15.0,200.0,72.0,L,L,515000.0
2012duffyda01,1,KCA,AL,2,2,6,6,0,0,0,83,26,12,2,18,28,0.252,3.9,1.0,0,0.0,1,121.0,0,13,0.0,0.0,3.0,205.0,75.0,L,L,487750.0
2012dunnmi01,1,MIA,NL,0,3,60,0,0,0,1,132,49,24,3,29,47,0.283,4.91,8.0,2,0.0,0,208.0,8,31,2.0,4.0,3.0,212.0,72.0,L,L,480000.0
2012durbich01,1,ATL,NL,4,1,76,0,0,0,1,183,52,21,9,28,49,0.231,3.1,3.0,1,0.0,0,257.0,19,25,2.0,2.0,4.0,225.0,74.0,R,R,900000.0
2012elbersc01,1,LAN,NL,1,1,43,0,0,0,0,98,27,8,3,13,29,0.231,2.2,1.0,3,1.0,0,133.0,12,8,0.0,2.0,3.0,225.0,74.0,L,L,488500.0
2012estrama01,1,MIL,NL,5,7,29,23,0,0,0,415,129,56,18,29,143,0.247,3.64,0.0,4,0.0,1,562.0,0,62,7.0,3.0,6.0,180.0,72.0,R,R,486000.0
2012farnsky01,1,TBA,AL,1,6,34,0,0,0,0,81,22,12,1,14,25,0.216,4.0,2.0,2,1.0,0,120.0,8,13,2.0,1.0,0.0,230.0,76.0,R,R,3300000.0
2012feldmsc01,1,TEX,AL,6,11,29,21,0,0,0,371,139,70,14,32,96,0.279,5.09,2.0,2,1.0,1,536.0,5,79,0.0,5.0,8.0,225.0,78.0,L,R,6500000.0
2012felizne01,1,TEX,AL,3,1,8,7,1,0,0,128,28,15,5,23,37,0.187,3.16,0.0,0,2.0,0,175.0,0,15,0.0,0.0,5.0,235.0,75.0,R,R,502000.0
2012fistedo01,1,DET,AL,10,10,26,26,2,1,0,485,156,62,15,37,137,0.249,3.45,1.0,1,7.0,0,673.0,0,73,3.0,0.0,16.0,210.0,80.0,L,R,507500.0
2012floydga01,1,CHA,AL,12,11,29,29,0,0,0,504,166,80,22,63,144,0.259,4.29,2.0,8,14.0,0,724.0,0,84,3.0,3.0,22.0,245.0,76.0,R,R,7000000.0
2012francfr01,1,NYN,NL,1,3,48,0,0,0,23,127,47,26,5,21,47,0.269,5.53,1.0,2,0.0,1,197.0,38,27,0.0,1.0,1.0,250.0,74.0,R,R,5500000.0
2012frasoja01,1,TOR,AL,1,1,50,0,0,0,0,131,42,20,6,22,53,0.256,4.12,1.0,5,2.0,1,191.0,9,20,1.0,2.0,3.0,180.0,69.0,R,R,3750000.0
2012frierer01,1,SDN,NL,1,0,11,0,0,0,0,35,9,3,2,4,18,0.205,2.31,0.0,0,2.0,0,50.0,5,5,0.0,0.0,1.0,205.0,72.0,R,R,489100.0
2012frierer01,2,LAA,AL,4,2,56,0,0,0,23,163,26,14,7,26,80,0.14,2.32,0.0,1,5.0,0,219.0,46,15,1.0,1.0,2.0,205.0,72.0,R,R,489100.0
2012fuentbr01,1,OAK,AL,2,2,26,0,0,0,5,75,30,19,5,10,18,0.291,6.84,0.0,2,1.0,0,116.0,12,19,1.0,1.0,0.0,230.0,76.0,L,L,5000000.0
2012fuentbr01,2,SLN,NL,0,0,6,0,0,0,0,15,6,5,1,5,6,0.3,9.0,0.0,0,0.0,0,26.0,2,5,0.0,1.0,0.0,230.0,76.0,L,L,5000000.0
2012gallayo01,1,MIL,NL,16,9,33,33,0,0,0,612,185,83,26,81,204,0.243,3.66,3.0,5,0.0,0,860.0,0,86,11.0,6.0,16.0,205.0,74.0,R,R,5750000.0
2012garcija01,1,SFN,NL,7,6,73,0,0,0,25,190,55,20,8,22,55,0.224,2.84,4.0,1,2.0,0,272.0,37,24,2.0,1.0,2.0,210.0,72.0,R,R,2200000.0
2012garcija02,1,SLN,NL,7,7,20,20,0,0,0,365,136,53,7,30,98,0.289,3.92,1.0,12,0.0,1,515.0,0,58,8.0,7.0,17.0,215.0,74.0,L,L,3375000.0
2012garzama01,1,CHN,NL,5,7,18,18,0,0,0,311,90,45,15,32,96,0.236,3.91,0.0,1,4.0,0,424.0,0,48,5.0,1.0,12.0,220.0,76.0,R,R,9500000.0
2012gaudich01,1,MIA,NL,4,2,46,0,0,0,0,208,72,35,6,26,57,0.274,4.54,5.0,3,3.0,1,302.0,11,39,8.0,2.0,5.0,190.0,70.0,R,R,600000.0
2012geedi01,1,NYN,NL,6,7,17,17,0,0,0,329,108,50,12,29,97,0.256,4.1,0.0,0,6.0,1,463.0,0,56,2.0,3.0,9.0,205.0,73.0,R,R,502000.0
2012gentrcr01,1,TEX,AL,0,0,1,0,0,0,0,3,3,2,0,1,0,0.5,18.0,0.0,0,0.0,0,7.0,1,2,0.0,0.0,0.0,190.0,74.0,R,R,484300.0
2012godfrgr01,1,OAK,AL,0,4,5,4,0,0,0,63,26,15,4,10,10,0.317,6.43,0.0,0,3.0,0,98.0,1,18,0.0,3.0,1.0,215.0,75.0,R,R,480000.0
2012gomezje01,1,CLE,AL,5,8,20,17,0,0,0,272,95,60,15,34,47,0.273,5.96,5.0,2,4.0,0,395.0,1,66,2.0,7.0,11.0,215.0,75.0,R,R,482700.0
2012gonzagi01,1,WAS,NL,21,8,32,32,2,1,0,598,149,64,9,76,207,0.206,2.89,3.0,10,5.0,1,822.0,0,69,9.0,7.0,9.0,205.0,72.0,R,L,3350000.0
2012gorzeto01,1,WAS,NL,4,2,45,1,0,0,1,216,65,23,7,30,62,0.242,2.88,1.0,4,2.0,0,306.0,11,27,3.0,2.0,9.0,218.0,75.0,R,L,3000000.0
2012grayje02,1,MIN,AL,6,1,49,0,0,0,0,156,58,33,9,22,26,0.278,5.71,0.0,5,4.0,1,236.0,11,34,0.0,1.0,5.0,210.0,74.0,R,R,485000.0
2012gregelu01,1,SDN,NL,2,0,77,0,0,0,9,215,57,19,7,21,72,0.215,2.39,3.0,3,3.0,0,294.0,15,19,5.0,0.0,4.0,205.0,75.0,L,R,1550000.0
2012greggke01,1,BAL,AL,3,2,40,0,0,0,0,131,50,24,6,24,37,0.291,4.95,2.0,0,3.0,0,200.0,13,26,0.0,1.0,6.0,245.0,78.0,R,R,5200000.0
2012greinza01,1,MIL,NL,9,3,21,21,0,0,0,369,120,47,7,28,122,0.254,3.44,0.0,4,0.0,0,504.0,0,49,3.0,0.0,10.0,200.0,74.0,R,R,13500000.0
2012greinza01,2,LAA,AL,6,2,13,13,0,0,0,268,80,35,11,26,78,0.242,3.53,0.0,4,2.0,0,364.0,0,35,4.0,2.0,7.0,200.0,74.0,R,R,13500000.0
2012grillja01,1,PIT,NL,1,6,64,0,0,0,2,176,45,19,7,22,90,0.207,2.91,4.0,0,2.0,0,244.0,11,20,2.0,1.0,1.0,235.0,77.0,R,R,1100000.0
2012guerrja01,1,LAN,NL,2,3,45,0,0,0,8,135,44,13,1,23,37,0.265,2.6,5.0,1,1.0,0,196.0,17,13,4.0,2.0,6.0,215.0,73.0,R,R,488000.0
2012guerrma02,1,LAN,NL,0,2,16,0,0,0,0,42,8,6,3,7,9,0.174,3.86,1.0,0,1.0,0,56.0,2,6,1.0,1.0,1.0,195.0,75.0,R,R,4711499.0
2012guthrje01,1,COL,NL,3,9,19,15,0,0,0,272,122,64,21,31,45,0.324,6.35,2.0,1,7.0,1,422.0,0,72,5.0,3.0,10.0,205.0,73.0,R,R,8200000.0
2012guthrje01,2,KCA,AL,5,3,14,14,0,0,0,273,84,32,9,19,56,0.248,3.16,0.0,1,2.0,1,366.0,0,37,3.0,3.0,5.0,205.0,73.0,R,R,8200000.0
2012hallaro01,1,PHI,NL,11,8,25,25,0,0,0,469,155,78,18,36,132,0.261,4.49,0.0,2,5.0,0,646.0,0,78,5.0,6.0,10.0,225.0,78.0,R,R,20000000.0
2012hamelco01,1,PHI,NL,17,6,31,31,2,2,0,646,190,73,24,52,216,0.237,3.05,3.0,3,3.0,2,867.0,0,80,6.0,4.0,10.0,205.0,76.0,L,L,15000000.0
2012hammeja01,1,BAL,AL,8,6,20,20,1,1,0,354,104,45,9,42,113,0.234,3.43,2.0,3,2.0,0,493.0,0,48,3.0,1.0,8.0,225.0,78.0,R,R,4750000.0
2012hanrajo01,1,PIT,NL,5,2,63,0,0,0,36,179,40,18,8,36,67,0.187,2.72,0.0,6,1.0,0,254.0,57,18,3.0,0.0,2.0,255.0,76.0,R,R,4100000.0
2012hansoto01,1,ATL,NL,13,10,31,31,0,0,0,524,183,87,27,71,161,0.271,4.48,5.0,6,5.0,0,761.0,0,95,8.0,2.0,10.0,220.0,78.0,R,R,535000.0
2012happja01,1,HOU,NL,7,9,18,18,0,0,0,313,112,56,17,39,98,0.275,4.83,0.0,5,1.0,0,457.0,0,58,7.0,2.0,8.0,205.0,77.0,L,L,2350000.0
2012happja01,2,TOR,AL,3,2,10,6,0,0,0,121,35,21,2,17,46,0.236,4.69,1.0,2,1.0,0,170.0,3,21,2.0,2.0,3.0,205.0,77.0,L,L,2350000.0
2012haranaa01,1,LAN,NL,10,10,31,31,0,0,0,539,167,72,14,85,131,0.246,3.61,10.0,4,4.0,0,786.0,0,85,9.0,10.0,13.0,260.0,79.0,R,R,4000000.0
2012harenda01,1,LAA,AL,12,13,30,30,1,1,0,530,190,85,28,38,142,0.275,4.33,3.0,5,3.0,1,747.0,0,95,7.0,8.0,15.0,215.0,77.0,R,R,12750000.0
2012harrelu01,1,HOU,NL,11,11,32,32,1,1,0,581,185,81,13,78,140,0.253,3.76,5.0,10,1.0,3,827.0,0,90,8.0,10.0,16.0,205.0,74.0,B,R,482000.0
2012harrima01,1,TEX,AL,18,11,32,32,4,2,0,640,210,78,22,59,133,0.258,3.29,0.0,2,1.0,0,876.0,0,82,1.0,2.0,27.0,240.0,76.0,L,L,2950000.0
2012hawkila01,1,LAA,AL,2,3,48,0,0,0,1,126,45,17,5,13,23,0.28,3.64,1.0,0,0.0,0,178.0,7,20,3.0,1.0,3.0,220.0,77.0,R,R,3000000.0
2012hellije01,1,TBA,AL,10,11,31,31,0,0,0,531,163,61,25,59,124,0.244,3.1,3.0,5,4.0,0,741.0,0,68,4.0,3.0,16.0,190.0,73.0,R,R,489500.0
2012hendrli01,1,MIN,AL,1,8,16,16,1,0,0,256,106,53,17,26,50,0.305,5.59,3.0,4,4.0,0,381.0,0,61,3.0,1.0,10.0,235.0,72.0,R,R,480000.0
2012henslcl01,1,SFN,NL,4,5,60,0,0,0,3,152,50,26,5,30,42,0.258,4.62,2.0,1,3.0,0,234.0,14,30,4.0,3.0,4.0,190.0,71.0,R,R,750000.0
2012hernada01,1,ARI,NL,2,3,72,0,0,0,4,205,48,19,4,22,98,0.19,2.5,1.0,4,3.0,1,278.0,21,21,0.0,1.0,1.0,245.0,75.0,R,R,499000.0
2012hernafe02,1,SEA,AL,13,9,33,33,5,5,0,696,209,79,14,56,223,0.241,3.06,0.0,13,12.0,2,939.0,0,84,2.0,2.0,23.0,220.0,75.0,R,R,19700000.0
