ID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,weight,height,bats,throws,salary
2016archech01,1,TBA,AL,9,19,33,33,0,0,0,604,183,90,30,67,233,0.238,4.02,0.0,11,3.0,0,850.0,0,100,6.0,4.0,12.0,195.0,74.0,R,R,2916667.0
2016arrieja01,1,CHN,NL,18,8,31,31,1,1,0,592,138,68,16,76,190,0.194,3.1,1.0,16,6.0,0,795.0,0,72,2.0,1.0,17.0,230.0,76.0,R,R,10700000.0
2016axforjo01,1,OAK,AL,6,4,68,0,0,0,3,197,65,29,6,30,60,0.258,3.97,1.0,4,3.0,0,289.0,13,30,2.0,2.0,7.0,234.0,77.0,R,R,4500000.0
2016baezpe01,1,LAN,NL,3,2,73,0,0,0,0,222,52,25,11,22,83,0.195,3.04,0.0,3,2.0,2,295.0,10,27,1.0,2.0,3.0,232.0,72.0,R,R,520000.0
2016baileho02,1,CIN,NL,2,3,6,6,0,0,0,69,35,17,2,7,27,0.35,6.65,0.0,1,2.0,0,111.0,0,19,0.0,2.0,1.0,223.0,76.0,R,R,18000000.0
2016barbajo01,1,NYA,AL,1,2,13,0,0,0,0,39,13,11,2,5,15,0.26,7.62,0.0,0,2.0,0,57.0,5,11,0.0,0.0,0.0,231.0,73.0,R,R,507500.0
2016barneda01,1,TOR,AL,0,1,1,0,0,0,0,3,1,1,1,0,1,0.25,9.0,0.0,0,0.0,0,4.0,1,1,0.0,0.0,0.0,180.0,70.0,R,R,1050000.0
2016barnema01,1,BOS,AL,4,3,62,0,0,0,1,200,62,30,6,31,71,0.248,4.05,1.0,4,3.0,0,287.0,13,32,2.0,1.0,3.0,208.0,76.0,R,R,511000.0
2016barneto01,1,TEX,AL,7,3,53,0,0,0,0,181,54,14,4,16,49,0.242,2.09,1.0,6,4.0,0,246.0,9,16,1.0,2.0,10.0,190.0,73.0,R,R,1500000.0
2016barreja01,1,ARI,NL,1,2,68,0,0,0,4,178,47,23,6,28,56,0.218,3.49,4.0,4,3.0,0,250.0,12,25,0.0,3.0,4.0,240.0,76.0,R,R,507500.0
2016bassich01,1,OAK,AL,0,2,5,5,0,0,0,84,35,19,5,14,23,0.294,6.11,0.0,2,0.0,0,133.0,0,20,0.0,0.0,3.0,217.0,77.0,R,R,510000.0
2016bastaan01,1,NYN,NL,0,0,41,0,0,0,0,131,41,23,8,21,46,0.244,4.74,2.0,1,3.0,2,195.0,11,24,2.0,1.0,2.0,202.0,71.0,R,L,5375000.0
2016bastaan01,2,PIT,NL,3,0,28,0,0,0,0,72,19,11,3,11,28,0.216,4.13,1.0,5,1.0,2,102.0,0,13,0.0,2.0,0.0,202.0,71.0,R,L,5375000.0
2016bauertr01,1,CLE,AL,12,8,35,28,1,0,0,570,179,90,20,70,168,0.248,4.26,1.0,3,9.0,0,811.0,3,96,4.0,7.0,12.0,205.0,73.0,R,R,1697500.0
2016baumabu01,1,SDN,NL,1,0,11,0,0,0,0,29,7,4,0,4,10,0.2,3.72,0.0,0,1.0,0,40.0,2,4,0.0,0.0,0.0,198.0,71.0,L,L,520000.0
2016bedroca01,1,LAA,AL,2,0,45,0,0,0,1,121,30,5,1,14,51,0.207,1.12,1.0,3,2.0,0,162.0,9,7,0.0,1.0,3.0,225.0,73.0,R,R,510500.0
2016belisma01,1,WAS,NL,0,0,40,0,0,0,0,138,43,9,2,7,32,0.244,1.76,3.0,2,1.0,0,186.0,6,13,1.0,1.0,4.0,230.0,75.0,R,R,1250000.0
2016benoijo01,1,SEA,AL,1,1,26,0,0,0,0,73,20,14,4,15,28,0.215,5.18,1.0,1,1.0,0,111.0,2,16,1.0,1.0,0.0,250.0,76.0,R,R,7500000.0
2016benoijo01,2,TOR,AL,2,0,25,0,0,0,1,71,17,1,1,9,24,0.205,0.38,0.0,0,0.0,0,93.0,4,1,0.0,1.0,4.0,250.0,76.0,R,R,7500000.0
2016bergmch01,1,COL,NL,1,3,15,1,0,0,0,74,39,23,7,6,22,0.355,8.39,0.0,0,0.0,0,119.0,5,24,2.0,1.0,2.0,195.0,73.0,R,R,512500.0
2016betande01,1,NYA,AL,3,6,73,0,0,0,12,219,54,25,5,28,126,0.201,3.08,0.0,6,1.0,0,299.0,20,31,1.0,1.0,4.0,265.0,80.0,R,R,507500.0
2016bethach01,1,SDN,NL,0,0,2,0,0,0,0,5,1,0,0,3,1,0.167,0.0,0.0,0,1.0,0,10.0,1,0,0.0,0.0,0.0,205.0,75.0,R,R,511200.0
2016bettich01,1,COL,NL,14,8,32,32,1,1,0,558,204,99,22,59,138,0.278,4.79,5.0,4,7.0,0,814.0,0,107,10.0,3.0,11.0,201.0,72.0,R,R,512500.0
2016biagijo01,1,TOR,AL,4,3,60,0,0,0,1,203,69,23,3,19,62,0.259,3.06,1.0,3,5.0,0,295.0,12,28,2.0,3.0,4.0,235.0,77.0,R,R,507500.0
2016blantjo01,1,LAN,NL,7,2,75,0,0,0,0,240,55,22,7,26,80,0.194,2.48,4.0,3,2.0,0,315.0,15,23,0.0,3.0,5.0,225.0,75.0,R,R,4000000.0
2016blazemi01,1,MIL,NL,3,1,41,0,0,0,0,124,52,26,7,27,36,0.311,5.66,3.0,2,2.0,0,201.0,7,31,1.0,4.0,5.0,205.0,72.0,R,R,514200.0
2016blevije01,1,NYN,NL,4,2,73,0,0,0,2,126,36,13,4,15,52,0.229,2.79,3.0,1,1.0,0,178.0,8,14,2.0,3.0,1.0,182.0,76.0,L,L,4000000.0
2016bolsimi01,1,LAN,NL,1,4,6,6,0,0,0,83,33,21,7,9,25,0.303,6.83,1.0,0,2.0,0,122.0,0,21,2.0,0.0,2.0,215.0,73.0,R,R,515000.0
2016bowmama01,1,SLN,NL,2,5,59,0,0,0,0,203,59,26,4,20,52,0.229,3.46,2.0,0,1.0,0,281.0,12,31,1.0,1.0,8.0,185.0,72.0,R,R,507500.0
2016boxbebr01,1,TBA,AL,4,3,27,0,0,0,0,73,23,13,3,19,22,0.25,4.81,1.0,0,2.0,0,114.0,3,13,0.0,1.0,1.0,211.0,70.0,R,R,519200.0
2016boyerbl01,1,MIL,NL,2,4,61,0,0,0,1,198,80,29,4,17,26,0.305,3.95,3.0,0,1.0,0,282.0,17,30,0.0,2.0,11.0,235.0,75.0,R,R,950000.0
2016brachbr01,1,BAL,AL,10,4,71,0,0,0,2,237,57,18,7,25,92,0.201,2.05,1.0,4,0.0,1,311.0,16,23,0.0,3.0,7.0,215.0,78.0,R,R,1250000.0
2016brachsi01,1,ARI,NL,0,2,26,0,0,0,0,74,31,20,7,10,17,0.295,7.3,1.0,3,3.0,0,119.0,11,22,0.0,1.0,2.0,190.0,70.0,R,R,509300.0
2016breslcr01,1,MIA,NL,0,2,15,0,0,0,0,42,21,7,1,4,7,0.362,4.5,0.0,2,0.0,0,63.0,4,9,1.0,0.0,2.0,190.0,72.0,L,L,1500000.0
2016brittza01,1,BAL,AL,2,1,69,0,0,0,47,201,38,4,1,18,74,0.162,0.54,3.0,10,0.0,0,254.0,63,7,1.0,0.0,4.0,200.0,73.0,L,L,6750000.0
2016broxtjo01,1,SLN,NL,4,2,66,0,0,0,0,182,52,29,7,24,57,0.229,4.3,5.0,1,3.0,0,259.0,14,32,2.0,3.0,1.0,285.0,76.0,R,R,3750000.0
2016buchhcl01,1,BOS,AL,8,10,37,21,0,0,0,418,130,74,21,55,93,0.25,4.78,1.0,1,5.0,0,588.0,7,80,2.0,6.0,17.0,190.0,75.0,L,R,13000000.0
2016buchtry01,1,SDN,NL,3,0,67,0,0,0,1,189,34,20,4,31,78,0.16,2.86,3.0,3,2.0,0,247.0,10,20,0.0,2.0,4.0,230.0,76.0,L,L,520000.0
2016bumgama01,1,SFN,NL,15,9,34,34,4,1,0,680,179,69,26,54,251,0.213,2.74,0.0,4,8.0,1,912.0,0,79,3.0,6.0,15.0,257.0,76.0,R,L,9916667.0
2016bundydy01,1,BAL,AL,10,6,36,14,0,0,0,329,109,49,18,42,104,0.257,4.02,4.0,0,6.0,0,474.0,6,52,1.0,1.0,6.0,225.0,73.0,B,R,1800000.0
2016buterdr01,1,KCA,AL,0,0,2,0,0,0,0,4,1,0,0,0,1,0.2,0.0,0.0,0,0.0,0,5.0,2,0,0.0,0.0,0.0,212.0,73.0,R,R,1162500.0
2016cahiltr01,1,CHN,NL,4,4,50,1,0,0,0,197,49,20,7,35,66,0.201,2.74,3.0,3,5.0,0,284.0,16,22,0.0,0.0,5.0,223.0,76.0,R,R,4250000.0
2016cainma01,1,SFN,NL,4,8,21,17,0,0,0,268,103,56,16,32,72,0.299,5.64,1.0,5,6.0,0,397.0,2,58,8.0,6.0,8.0,230.0,75.0,R,R,20833333.0
2016caminar01,1,PIT,NL,1,2,39,0,0,0,1,123,46,16,4,22,32,0.289,3.51,0.0,1,4.0,0,187.0,9,17,1.0,1.0,5.0,245.0,76.0,R,R,532500.0
2016caminar01,2,SEA,AL,1,1,18,0,0,0,0,59,21,8,3,11,18,0.263,3.66,1.0,1,1.0,0,93.0,2,14,1.0,0.0,1.0,245.0,76.0,R,R,532500.0
2016capuach01,1,MIL,NL,1,1,16,0,0,0,0,72,23,11,7,15,27,0.256,4.13,2.0,1,1.0,0,106.0,3,11,0.0,0.0,4.0,225.0,74.0,L,L,1500000.0
2016carraca01,1,CLE,AL,11,8,25,25,1,1,0,439,134,54,21,34,150,0.24,3.32,2.0,4,3.0,1,599.0,0,64,1.0,3.0,9.0,224.0,76.0,R,R,4500000.0
2016cashnan01,1,SDN,NL,4,7,16,16,0,0,0,238,80,42,13,30,67,0.264,4.76,0.0,1,6.0,0,347.0,0,47,4.0,3.0,10.0,235.0,78.0,R,R,7150000.0
2016cashnan01,2,MIA,NL,1,4,12,11,0,0,0,158,62,35,6,30,45,0.301,5.98,3.0,2,1.0,0,241.0,1,36,2.0,2.0,9.0,235.0,78.0,R,R,7150000.0
2016castrmi01,1,COL,NL,0,0,19,0,0,0,0,44,18,10,3,5,12,0.3,6.14,0.0,0,1.0,0,67.0,4,10,1.0,0.0,1.0,205.0,79.0,R,R,509500.0
2016cecilbr01,1,TOR,AL,1,7,54,0,0,0,0,110,39,16,6,8,45,0.269,3.93,0.0,0,2.0,0,157.0,8,17,1.0,1.0,3.0,200.0,74.0,R,L,3800000.0
2016cedenxa01,1,TBA,AL,3,4,54,0,0,0,0,124,36,17,2,13,43,0.229,3.7,1.0,3,0.0,0,174.0,7,17,1.0,2.0,2.0,210.0,71.0,L,L,524100.0
2016cessalu01,1,NYA,AL,4,4,17,9,0,0,0,211,64,34,16,14,46,0.241,4.35,0.0,2,3.0,0,285.0,5,36,1.0,1.0,3.0,208.0,72.0,R,R,507500.0
2016chafian01,1,ARI,NL,0,1,32,0,0,0,0,68,22,17,1,11,28,0.259,6.75,1.0,2,1.0,0,98.0,1,18,1.0,0.0,5.0,235.0,74.0,R,L,519700.0
2016chapmar01,1,NYA,AL,3,0,31,0,0,0,20,94,20,7,2,8,44,0.179,2.01,0.0,2,0.0,1,120.0,29,8,0.0,0.0,2.0,218.0,76.0,L,L,9468443.0
2016chapmar01,2,CHN,NL,1,1,28,0,0,0,16,80,12,3,0,10,46,0.132,1.01,0.0,6,0.0,0,102.0,23,4,0.0,1.0,0.0,218.0,76.0,L,L,9468443.0
2016chatwty01,1,COL,NL,12,9,27,27,0,0,0,474,147,68,15,70,117,0.25,3.87,2.0,7,5.0,0,669.0,0,75,2.0,3.0,22.0,200.0,71.0,R,R,1000000.0
2016chaveje01,1,TOR,AL,1,2,39,0,0,0,0,124,43,21,9,10,42,0.269,4.57,0.0,1,2.0,0,173.0,6,22,0.0,1.0,4.0,175.0,73.0,R,R,4000000.0
2016chaveje01,2,LAN,NL,1,0,23,0,0,0,0,77,28,12,3,8,21,0.277,4.21,3.0,0,0.0,0,109.0,3,14,0.0,0.0,3.0,175.0,73.0,R,R,4000000.0
2016chenwe02,1,MIA,NL,5,5,22,22,0,0,0,370,134,68,22,24,100,0.276,4.96,0.0,1,3.0,0,520.0,0,69,3.0,4.0,10.0,200.0,72.0,R,L,12500000.0
2016cingrto01,1,CIN,NL,2,5,65,0,0,0,17,189,54,29,5,37,49,0.236,4.14,1.0,3,3.0,1,271.0,34,30,1.0,1.0,5.0,217.0,76.0,L,L,530000.0
2016cishest01,1,SEA,AL,4,6,62,0,0,0,25,192,44,20,8,21,76,0.19,2.81,2.0,4,4.0,0,258.0,40,21,1.0,0.0,2.0,215.0,78.0,R,R,4000000.0
2016clippty01,1,ARI,NL,2,3,40,0,0,0,1,113,34,18,7,15,46,0.245,4.3,0.0,1,0.0,3,155.0,10,18,1.0,0.0,1.0,200.0,75.0,R,R,6100000.0
2016clippty01,2,NYA,AL,2,3,29,0,0,0,2,76,20,7,3,11,26,0.211,2.49,2.0,4,1.0,0,107.0,7,9,0.0,0.0,1.0,200.0,75.0,R,R,6100000.0
2016cobbal01,1,TBA,AL,1,2,5,5,0,0,0,66,32,21,5,7,16,0.337,8.59,0.0,0,0.0,0,104.0,0,22,1.0,1.0,1.0,205.0,75.0,R,R,4000000.0
2016colege01,1,PIT,NL,7,10,21,21,1,0,0,348,131,50,7,36,98,0.289,3.88,3.0,5,6.0,1,506.0,0,57,4.0,6.0,9.0,220.0,76.0,R,R,548000.0
2016colemlo01,1,LAN,NL,2,1,61,0,0,0,0,144,45,25,5,24,45,0.25,4.69,2.0,3,3.0,0,211.0,11,27,2.0,2.0,3.0,205.0,76.0,R,R,725000.0
2016colomal01,1,TBA,AL,2,4,57,0,0,0,37,170,43,12,6,15,71,0.206,1.91,1.0,1,2.0,0,226.0,48,12,0.0,0.0,5.0,225.0,73.0,R,R,521700.0
2016colonba01,1,NYN,NL,15,8,34,33,0,0,0,575,200,73,24,32,128,0.268,3.43,2.0,0,3.0,0,791.0,0,81,7.0,4.0,19.0,285.0,71.0,R,R,7250000.0
2016conlead01,1,MIA,NL,8,6,25,25,0,0,0,400,125,57,13,62,124,0.25,3.85,7.0,9,11.0,0,584.0,0,59,7.0,3.0,14.0,209.0,75.0,L,L,512500.0
2016corbipa01,1,ARI,NL,5,13,36,24,0,0,1,467,177,89,24,66,131,0.286,5.15,2.0,9,5.0,0,701.0,6,109,6.0,5.0,15.0,220.0,76.0,L,L,2525000.0
2016cosarja01,1,MIA,NL,0,1,4,4,0,0,0,59,19,13,0,16,11,0.257,5.95,2.0,2,0.0,0,92.0,0,14,1.0,1.0,3.0,206.0,75.0,R,R,550000.0
2016cosarja01,2,SDN,NL,0,3,9,9,0,0,0,112,42,25,4,23,27,0.278,6.03,0.0,1,2.0,0,176.0,0,27,0.0,0.0,8.0,206.0,75.0,R,R,550000.0
2016cothaca01,1,CIN,NL,0,3,23,0,0,0,0,73,32,20,3,12,21,0.323,7.4,2.0,1,3.0,0,117.0,3,21,1.0,2.0,2.0,215.0,75.0,R,R,509675.0
2016cuetojo01,1,SFN,NL,18,5,32,32,5,2,0,659,195,68,15,45,198,0.238,2.79,1.0,3,8.0,1,881.0,0,71,7.0,3.0,13.0,229.0,71.0,R,R,17500000.0
2016danksjo01,1,CHA,AL,0,4,4,4,0,0,0,67,28,18,5,11,16,0.322,7.25,0.0,1,0.0,0,100.0,0,20,0.0,2.0,4.0,210.0,73.0,L,L,15750000.0
2016darviyu01,1,TEX,AL,7,5,17,17,0,0,0,301,81,38,12,31,132,0.214,3.41,1.0,6,3.0,0,416.0,0,43,0.0,4.0,3.0,220.0,77.0,R,R,10000000.0
2016daviswa01,1,KCA,AL,2,1,45,0,0,0,27,130,33,9,0,16,47,0.21,1.87,0.0,4,3.0,0,176.0,40,9,0.0,0.0,4.0,225.0,77.0,R,R,8000000.0
2016degroja01,1,NYN,NL,7,8,24,24,1,1,0,444,142,50,15,36,143,0.255,3.04,0.0,4,3.0,0,604.0,0,53,5.0,3.0,15.0,180.0,76.0,L,R,607000.0
2016delarjo01,1,COL,NL,8,9,27,24,0,0,0,402,157,82,23,63,108,0.293,5.51,3.0,7,8.0,1,614.0,0,93,4.0,3.0,15.0,215.0,73.0,L,L,12500000.0
2016delarru01,1,ARI,NL,4,5,13,10,0,0,0,152,43,24,8,20,54,0.219,4.26,1.0,2,4.0,1,222.0,1,26,1.0,1.0,0.0,210.0,72.0,R,R,2350000.0
2016delgara01,1,ARI,NL,5,2,79,0,0,0,0,225,77,37,8,36,68,0.265,4.44,3.0,7,2.0,0,337.0,14,39,3.0,5.0,4.0,220.0,76.0,R,R,1275000.0
2016desclan01,1,CIN,NL,9,5,20,20,1,1,0,370,120,45,16,30,105,0.259,3.28,2.0,6,4.0,1,507.0,0,51,7.0,3.0,12.0,195.0,74.0,R,R,540000.0
2016detwiro01,1,CLE,AL,0,0,7,0,0,0,0,14,3,3,1,4,3,0.188,5.79,0.0,0,0.0,0,21.0,0,3,0.0,1.0,1.0,210.0,77.0,R,L,1000000.0
2016detwiro01,2,OAK,AL,2,4,9,7,0,0,0,132,56,30,4,15,23,0.306,6.14,0.0,3,1.0,0,199.0,0,31,0.0,0.0,5.0,210.0,77.0,R,L,1000000.0
2016diazju03,1,CIN,NL,1,1,45,0,0,0,0,129,36,15,8,19,37,0.224,3.14,1.0,5,1.0,0,182.0,11,20,1.0,0.0,4.0,315.0,76.0,R,R,525000.0
2016dickera01,1,TOR,AL,10,15,30,29,0,0,0,509,169,84,28,63,126,0.258,4.46,0.0,5,6.0,1,728.0,1,97,1.0,3.0,21.0,215.0,75.0,R,R,12000000.0
2016diekmja01,1,TEX,AL,4,2,66,0,0,0,4,159,36,20,4,26,59,0.189,3.4,1.0,3,3.0,0,221.0,14,22,0.0,2.0,5.0,195.0,76.0,R,L,1255000.0
2016doolise01,1,OAK,AL,2,3,44,0,0,0,4,117,33,14,6,8,45,0.231,3.23,2.0,1,0.0,0,155.0,13,14,4.0,0.0,1.0,204.0,74.0,L,L,1580000.0
2016duffyda01,1,KCA,AL,12,3,42,26,1,0,0,539,163,70,27,42,188,0.241,3.51,0.0,4,7.0,0,731.0,5,71,4.0,2.0,13.0,205.0,75.0,L,L,4225000.0
2016dukeza01,1,CHA,AL,2,0,53,0,0,0,1,113,31,11,2,16,42,0.225,2.63,3.0,2,2.0,0,159.0,9,11,2.0,1.0,4.0,210.0,74.0,L,L,5000000.0
2016dukeza01,2,SLN,NL,0,1,28,0,0,0,1,70,17,5,0,13,26,0.205,1.93,0.0,2,2.0,0,99.0,4,5,1.0,0.0,3.0,210.0,74.0,L,L,5000000.0
2016dullry01,1,OAK,AL,5,5,70,0,0,0,3,223,50,20,10,15,73,0.186,2.42,4.0,6,1.0,0,290.0,9,23,0.0,5.0,2.0,185.0,69.0,R,R,507500.0
2016dunnmi01,1,MIA,NL,6,1,51,0,0,0,0,127,43,16,5,11,38,0.27,3.4,0.0,2,3.0,0,176.0,5,16,1.0,2.0,3.0,212.0,72.0,L,L,3450000.0
2016dysonsa01,1,TEX,AL,3,2,73,0,0,0,38,211,63,19,5,23,55,0.244,2.43,0.0,3,3.0,0,285.0,53,19,1.0,0.0,12.0,212.0,73.0,R,R,525270.0
2016edginjo01,1,NYN,NL,1,0,16,0,0,0,0,31,10,6,1,6,11,0.27,5.23,0.0,1,0.0,0,45.0,4,6,0.0,2.0,2.0,245.0,73.0,R,L,625000.0
2016eickhje01,1,PHI,NL,11,14,33,33,0,0,0,592,187,80,30,42,167,0.251,3.65,2.0,6,8.0,2,811.0,0,88,6.0,10.0,14.0,246.0,76.0,R,R,516000.0
2016eovalna01,1,NYA,AL,9,8,24,21,0,0,0,374,123,66,23,40,97,0.255,4.76,2.0,5,1.0,0,525.0,2,66,1.0,1.0,8.0,217.0,74.0,R,R,5600000.0
2016escobed01,1,MIN,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,193.0,70.0,B,R,2150000.0
2016estrama01,1,TOR,AL,9,9,29,29,0,0,0,528,132,68,23,65,165,0.203,3.48,1.0,5,4.0,0,723.0,0,73,0.0,3.0,6.0,180.0,72.0,R,R,11500000.0
2016evelada01,1,TBA,AL,0,1,33,0,0,0,0,69,32,23,3,19,21,0.333,9.0,3.0,0,3.0,0,119.0,8,23,0.0,1.0,3.0,235.0,73.0,L,L,895000.0
2016familje01,1,NYN,NL,3,4,78,0,0,0,51,233,63,22,1,31,84,0.22,2.55,6.0,3,1.0,0,321.0,67,25,2.0,1.0,10.0,240.0,75.0,R,R,4100000.0
2016farmebu01,1,DET,AL,0,1,14,1,0,0,0,88,25,15,4,20,27,0.231,4.6,1.0,2,1.0,0,131.0,7,15,1.0,1.0,3.0,232.0,76.0,L,R,509500.0
2016farquda01,1,TBA,AL,1,0,35,0,0,0,0,106,33,12,8,15,46,0.241,3.06,1.0,1,4.0,0,158.0,11,14,2.0,0.0,1.0,185.0,69.0,R,R,527000.0
2016faulkan01,1,TEX,AL,0,0,9,0,0,0,0,20,8,5,3,4,1,0.286,6.75,1.0,2,0.0,0,32.0,1,7,0.0,0.0,1.0,205.0,75.0,R,L,508500.0
2016feldmsc01,1,HOU,AL,5,3,26,5,0,0,0,186,64,20,8,13,42,0.264,2.9,3.0,0,3.0,0,265.0,9,27,4.0,3.0,4.0,225.0,78.0,L,R,8000000.0
2016feldmsc01,2,TOR,AL,2,1,14,0,0,0,0,45,23,14,2,6,14,0.348,8.4,0.0,0,0.0,0,73.0,4,15,1.0,0.0,2.0,225.0,78.0,L,R,8000000.0
2016felizmi01,1,HOU,AL,8,1,47,0,0,0,0,195,55,32,10,22,95,0.224,4.43,0.0,6,0.0,0,270.0,17,33,0.0,2.0,1.0,250.0,76.0,R,R,508200.0
2016felizne01,1,PIT,NL,4,2,62,0,0,0,2,161,40,21,10,21,61,0.207,3.52,1.0,3,1.0,0,218.0,6,21,2.0,1.0,5.0,235.0,75.0,R,R,3900000.0
2016fernajo02,1,MIA,NL,16,8,29,29,0,0,0,547,149,58,13,55,253,0.224,2.86,6.0,9,6.0,1,737.0,0,63,7.0,5.0,14.0,240.0,75.0,R,R,2800000.0
2016fieldjo03,1,HOU,AL,0,0,15,0,0,0,0,47,23,12,2,3,20,0.343,6.89,0.0,0,0.0,0,71.0,7,14,0.0,1.0,2.0,191.0,72.0,R,R,900000.0
2016fieldjo03,2,LAN,NL,1,0,22,0,0,0,0,58,20,6,2,8,22,0.256,2.79,2.0,0,1.0,0,87.0,5,8,0.0,0.0,1.0,191.0,72.0,R,R,900000.0
2016fienca01,1,MIN,AL,1,0,14,0,0,0,0,41,21,12,5,3,12,0.35,7.9,0.0,1,0.0,0,63.0,2,12,0.0,0.0,2.0,210.0,74.0,R,R,2275000.0
2016fienca01,2,LAN,NL,0,1,25,0,0,0,0,77,24,12,8,7,23,0.245,4.21,3.0,0,0.0,0,106.0,5,12,1.0,0.0,0.0,210.0,74.0,R,R,2275000.0
2016fiersmi01,1,HOU,AL,11,8,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0.0,17,7.0,0,724.0,0,89,3.0,5.0,6.0,211.0,74.0,R,R,524100.0
2016finnebr01,1,CIN,NL,10,11,31,31,1,0,0,516,150,76,29,84,145,0.236,3.98,2.0,6,4.0,2,734.0,0,86,5.0,5.0,17.0,216.0,71.0,L,L,511500.0
2016fistedo01,1,HOU,AL,12,13,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1.0,10,7.0,0,779.0,0,98,0.0,3.0,20.0,210.0,80.0,L,R,7000000.0
2016flahery01,1,BAL,AL,0,0,1,0,0,0,0,3,3,2,1,0,0,0.429,18.0,0.0,0,0.0,0,7.0,1,2,0.0,0.0,0.0,205.0,75.0,L,R,1500000.0
2016floydga01,1,TOR,AL,2,4,28,0,0,0,0,93,23,14,4,8,30,0.205,4.06,1.0,4,3.0,0,124.0,10,14,0.0,1.0,2.0,245.0,76.0,R,R,1000000.0
2016gallayo01,1,BAL,AL,6,8,23,23,0,0,0,354,126,71,16,61,85,0.276,5.42,2.0,6,1.0,0,526.0,0,74,1.0,6.0,13.0,205.0,74.0,R,R,8728776.0
2016gantjo01,1,ATL,NL,1,4,20,7,0,0,0,150,54,27,7,21,49,0.278,4.86,3.0,4,2.0,0,222.0,6,32,3.0,2.0,4.0,200.0,76.0,R,R,507500.0
2016garcija01,1,SFN,NL,2,5,62,0,0,0,31,174,50,23,8,19,65,0.235,3.57,2.0,4,5.0,2,241.0,44,23,3.0,1.0,6.0,210.0,72.0,R,R,6500000.0
2016garcija02,1,SLN,NL,10,13,32,30,1,1,0,515,179,89,26,57,150,0.268,4.67,3.0,8,7.0,0,741.0,0,94,7.0,2.0,21.0,215.0,74.0,L,L,11500000.0
2016garciyi01,1,LAN,NL,0,0,9,0,0,0,0,25,9,3,0,1,4,0.31,3.24,0.0,0,1.0,0,35.0,1,3,2.0,2.0,1.0,228.0,74.0,R,R,517500.0
2016garzama01,1,MIL,NL,6,8,19,19,0,0,0,305,117,51,11,36,70,0.283,4.51,2.0,3,3.0,0,461.0,0,67,4.0,4.0,8.0,220.0,76.0,R,R,12209424.0
2016gausmke01,1,BAL,AL,9,12,30,30,0,0,0,539,183,72,28,47,174,0.262,3.61,1.0,8,5.0,0,757.0,0,76,4.0,3.0,19.0,190.0,74.0,L,R,532000.0
2016gearrco01,1,SFN,NL,3,2,56,0,0,0,3,145,42,23,4,14,45,0.233,4.28,2.0,1,1.0,0,197.0,10,24,0.0,2.0,7.0,205.0,73.0,R,R,550000.0
2016geedi01,1,KCA,AL,8,9,33,14,0,0,0,375,146,65,24,37,89,0.291,4.68,3.0,1,6.0,1,551.0,3,67,3.0,3.0,10.0,205.0,73.0,R,R,2000000.0
2016geltzst01,1,TBA,AL,0,2,27,0,0,0,0,80,24,17,11,9,23,0.238,5.74,0.0,3,1.0,0,112.0,11,17,0.0,1.0,1.0,210.0,70.0,R,R,519300.0
2016gibsoky01,1,MIN,AL,6,11,25,25,1,0,0,442,175,83,20,55,104,0.298,5.07,3.0,9,4.0,0,653.0,0,89,3.0,4.0,21.0,215.0,78.0,R,R,587500.0
2016gileske01,1,HOU,AL,2,5,69,0,0,0,15,197,60,30,8,25,102,0.234,4.11,1.0,14,2.0,0,286.0,24,32,2.0,1.0,0.0,210.0,75.0,R,R,528200.0
2016gimench01,1,CLE,AL,0,0,2,0,0,0,0,9,4,4,1,0,0,0.308,12.0,0.0,0,0.0,0,13.0,2,4,0.0,0.0,0.0,230.0,74.0,R,R,975000.0
2016givenmy01,1,BAL,AL,8,2,66,0,0,0,0,224,59,26,6,36,96,0.22,3.13,2.0,3,6.0,0,313.0,8,28,2.0,1.0,6.0,230.0,72.0,R,R,511500.0
2016goinsry01,1,TOR,AL,0,0,1,0,0,0,0,3,2,0,0,1,0,0.5,0.0,1.0,0,0.0,0,5.0,0,0,0.0,0.0,1.0,180.0,70.0,L,R,520200.0
2016gomezje01,1,PHI,NL,3,5,70,0,0,0,37,206,78,37,6,22,47,0.289,4.85,2.0,3,2.0,0,297.0,59,38,0.0,3.0,10.0,215.0,75.0,R,R,1400000.0
2016gonzagi01,1,WAS,NL,11,11,32,32,0,0,0,532,179,90,19,59,171,0.262,4.57,2.0,7,9.0,0,765.0,0,98,8.0,5.0,17.0,205.0,72.0,R,L,12100000.0
2016graveke01,1,OAK,AL,10,11,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2.0,2,7.0,0,786.0,0,87,2.0,6.0,19.0,200.0,74.0,R,R,512500.0
2016grayjo02,1,COL,NL,10,10,29,29,1,1,0,504,153,86,18,59,185,0.243,4.61,2.0,7,12.0,0,712.0,0,92,5.0,5.0,10.0,225.0,76.0,R,R,509500.0
