playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,salary,birthYear,birthMonth,weight,height,throws,debut
mcgeeja01,2016,1,COL,NL,2,3,57,0,0,0,15,137,56,24,9,16,38,0.301,4.73,1.0,4,3.0,0,205.0,25,25,0.0,0.0,5.0,4800000.0,1986.0,8.0,229.0,76.0,L,2010-09-14
mcgowdu01,2016,1,MIA,NL,1,3,55,0,0,0,1,201,49,21,7,33,63,0.202,2.82,7.0,4,2.0,0,279.0,24,26,0.0,2.0,6.0,1000000.0,1982.0,3.0,235.0,75.0,R,2005-07-30
mchugco01,2016,1,HOU,AL,13,10,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1.0,9,5.0,0,796.0,0,92,1.0,5.0,15.0,529000.0,1987.0,6.0,191.0,74.0,R,2012-08-23
medlekr01,2016,1,KCA,AL,1,3,6,6,0,0,0,73,30,21,2,20,18,0.309,7.77,0.0,1,0.0,0,119.0,0,25,0.0,2.0,5.0,5500000.0,1985.0,10.0,190.0,70.0,R,2009-05-21
melanma01,2016,1,PIT,NL,1,1,45,0,0,0,30,125,31,7,2,9,38,0.205,1.51,0.0,1,1.0,0,163.0,39,10,0.0,2.0,2.0,9650000.0,1985.0,3.0,215.0,73.0,R,2009-04-26
mileywa01,2016,2,BAL,AL,2,5,11,11,0,0,0,162,70,37,7,15,55,0.315,6.17,0.0,3,3.0,0,242.0,0,38,0.0,2.0,4.0,16329674.0,1986.0,11.0,220.0,74.0,L,2011-08-20
millean01,2016,1,NYA,AL,6,1,44,0,0,0,9,136,28,7,5,7,77,0.174,1.39,0.0,0,2.0,0,172.0,16,8,1.0,1.0,3.0,9000000.0,1985.0,5.0,200.0,79.0,L,2006-08-30
milleju02,2016,1,COL,NL,1,1,40,0,0,0,0,128,50,27,6,20,45,0.298,5.7,0.0,3,2.0,1,194.0,13,27,0.0,3.0,3.0,509500.0,1987.0,6.0,225.0,75.0,R,2014-04-18
millesh01,2016,1,ARI,NL,3,12,20,20,1,1,0,303,127,69,14,42,70,0.31,6.15,3.0,3,2.0,0,460.0,0,72,3.0,3.0,8.0,4350000.0,1990.0,10.0,225.0,75.0,R,2012-09-05
milonto01,2016,1,MIN,AL,3,5,19,12,0,0,0,208,84,44,15,22,49,0.299,5.71,3.0,3,1.0,1,311.0,3,53,4.0,3.0,6.0,4500000.0,1987.0,2.0,215.0,72.0,L,2011-09-03
mitchbr01,2016,1,NYA,AL,1,2,5,5,0,0,0,75,26,9,1,12,11,0.277,3.24,0.0,0,0.0,0,107.0,0,13,1.0,0.0,5.0,516650.0,1991.0,4.0,215.0,74.0,R,2014-08-10
montemi01,2016,1,CHN,NL,0,0,1,0,0,0,0,4,4,1,0,0,0,0.5,6.75,0.0,0,1.0,0,9.0,1,1,0.0,0.0,0.0,14000000.0,1983.0,7.0,221.0,71.0,R,2006-09-06
montgmi01,2016,1,SEA,AL,3,4,32,2,0,0,0,185,49,16,3,18,54,0.22,2.34,2.0,5,6.0,0,250.0,13,18,2.0,1.0,8.0,515000.0,1989.0,7.0,220.0,77.0,L,2015-06-02
moorema02,2016,1,TBA,AL,7,7,21,21,0,0,0,390,125,59,20,40,109,0.251,4.08,0.0,3,5.0,1,549.0,0,62,3.0,2.0,7.0,5100000.0,1989.0,6.0,210.0,75.0,L,2011-09-14
moralfr01,2016,1,TOR,AL,0,1,5,0,0,0,0,12,3,4,1,2,2,0.214,9.0,0.0,0,0.0,1,16.0,2,4,0.0,0.0,1.0,2000000.0,1986.0,1.0,210.0,73.0,L,2007-08-18
morinmi01,2016,1,LAA,AL,2,2,60,0,0,0,0,167,52,27,6,15,49,0.25,4.37,1.0,1,1.0,1,227.0,8,31,2.0,1.0,3.0,520000.0,1991.0,5.0,220.0,76.0,R,2014-04-30
morribr01,2016,1,MIA,NL,0,0,24,0,0,0,1,53,15,6,4,10,13,0.238,3.06,1.0,0,1.0,0,74.0,4,7,0.0,0.0,2.0,1350000.0,1987.0,3.0,220.0,75.0,R,2012-09-14
mortoch02,2016,1,PHI,NL,1,1,4,4,0,0,0,52,15,8,1,8,19,0.242,4.15,0.0,1,0.0,1,71.0,0,8,1.0,0.0,2.0,8000000.0,1983.0,11.0,215.0,77.0,R,2008-06-14
moscojo01,2016,1,CIN,NL,0,3,5,5,0,0,0,64,26,19,10,10,10,0.292,8.02,1.0,0,1.0,0,105.0,0,22,3.0,1.0,1.0,508000.0,1991.0,8.0,210.0,76.0,R,2015-06-05
motteja01,2016,1,COL,NL,0,1,30,0,0,0,0,71,28,13,6,8,24,0.286,4.94,1.0,0,2.0,0,109.0,8,15,0.0,1.0,1.0,5000000.0,1982.0,6.0,205.0,72.0,R,2008-09-03
narvech01,2016,1,MIA,NL,1,0,6,0,0,0,0,25,10,8,3,2,6,0.286,8.64,1.0,1,1.0,0,38.0,2,8,0.0,0.0,0.0,1200000.0,1981.0,12.0,205.0,75.0,L,2006-09-08
nelsoji02,2016,1,MIL,NL,8,16,32,32,0,0,0,538,186,92,25,86,140,0.268,4.62,2.0,8,17.0,0,807.0,0,108,7.0,4.0,18.0,522300.0,1989.0,6.0,250.0,78.0,R,2013-09-06
nerishe01,2016,1,PHI,NL,4,4,79,0,0,0,2,241,59,23,9,30,102,0.202,2.58,3.0,4,3.0,1,328.0,13,26,1.0,2.0,4.0,515000.0,1989.0,6.0,227.0,74.0,R,2014-08-05
neshepa01,2016,1,HOU,AL,2,2,60,0,0,0,0,141,33,16,6,11,43,0.194,3.06,7.0,1,0.0,0,185.0,9,17,3.0,1.0,2.0,6500000.0,1980.0,9.0,220.0,75.0,R,2006-07-07
nicasju01,2016,1,PIT,NL,10,7,52,12,0,0,0,354,117,59,15,45,138,0.261,4.5,3.0,3,7.0,0,513.0,9,64,5.0,7.0,8.0,3000000.0,1986.0,8.0,250.0,76.0,R,2011-05-28
niesejo01,2016,1,PIT,NL,8,6,23,18,0,0,0,330,132,60,21,38,76,0.297,4.91,2.0,9,3.0,0,491.0,2,63,5.0,1.0,13.0,9000000.0,1986.0,10.0,215.0,75.0,L,2008-09-02
nolaaa01,2016,1,PHI,NL,6,9,20,20,0,0,0,333,116,59,10,29,121,0.264,4.78,3.0,2,6.0,0,483.0,0,68,5.0,4.0,5.0,517500.0,1993.0,6.0,200.0,74.0,R,2015-07-21
nolasri01,2016,1,MIN,AL,4,8,21,21,0,0,0,374,139,71,18,29,93,0.287,5.13,0.0,4,3.0,0,527.0,0,77,2.0,9.0,12.0,12000000.0,1982.0,12.0,235.0,74.0,R,2006-04-05
norribu01,2016,1,ATL,NL,3,7,22,10,0,0,0,211,68,33,6,28,60,0.257,4.22,1.0,3,2.0,0,301.0,0,34,3.0,3.0,5.0,2500000.0,1985.0,3.0,215.0,72.0,R,2009-07-29
norrida01,2016,1,DET,AL,4,2,14,13,0,0,0,208,75,26,10,22,71,0.271,3.38,0.0,1,0.0,0,302.0,1,30,0.0,3.0,3.0,514500.0,1993.0,4.0,207.0,74.0,L,2014-09-05
novaiv01,2016,1,NYA,AL,7,6,21,15,0,0,1,292,107,53,19,25,75,0.276,4.9,1.0,7,6.0,0,421.0,3,54,1.0,2.0,8.0,4100000.0,1987.0,1.0,250.0,77.0,R,2010-05-13
nunovi01,2016,1,SEA,AL,1,1,55,1,0,0,0,176,67,23,11,11,51,0.289,3.53,2.0,0,2.0,2,247.0,14,23,0.0,2.0,4.0,532900.0,1987.0,7.0,210.0,71.0,L,2013-04-29
oberhbr01,2016,1,PHI,NL,2,2,26,0,0,0,1,151,58,27,11,20,38,0.284,4.83,0.0,1,0.0,0,226.0,10,28,1.0,1.0,4.0,518000.0,1989.0,7.0,225.0,73.0,L,2013-04-21
odayda01,2016,1,BAL,AL,3,1,34,0,0,0,3,93,25,13,6,13,38,0.214,3.77,2.0,0,1.0,0,131.0,6,13,0.0,0.0,1.0,5854712.0,1982.0,10.0,220.0,76.0,R,2008-03-31
odorija01,2016,1,TBA,AL,10,6,33,33,0,0,0,563,170,77,29,54,166,0.241,3.69,3.0,3,4.0,1,773.0,0,80,3.0,6.0,14.0,520700.0,1990.0,3.0,190.0,74.0,R,2012-09-23
oflaher01,2016,1,ATL,NL,1,4,39,0,0,0,0,86,39,22,3,11,22,0.32,6.91,2.0,3,2.0,0,136.0,8,25,1.0,0.0,3.0,1750000.0,1985.0,2.0,210.0,74.0,L,2006-08-16
ogandal01,2016,1,ATL,NL,2,1,36,0,0,0,0,96,32,14,2,23,29,0.274,3.94,5.0,3,1.0,0,148.0,11,18,3.0,4.0,4.0,2000000.0,1983.0,10.0,200.0,76.0,R,2010-06-15
ohlenro01,2016,1,CIN,NL,5,7,64,0,0,0,2,197,59,34,14,32,68,0.237,4.66,1.0,4,6.0,0,290.0,34,35,3.0,0.0,4.0,800000.0,1982.0,8.0,240.0,76.0,R,2007-09-11
ohse01,2016,1,SLN,NL,6,3,76,0,0,0,19,239,55,17,5,18,103,0.19,1.92,3.0,3,2.0,0,313.0,35,20,2.0,1.0,5.0,2500000.0,1982.0,7.0,205.0,70.0,R,2016-04-03
osichjo01,2016,1,SFN,NL,1,3,59,0,0,0,0,109,31,19,7,19,25,0.228,4.71,1.0,2,3.0,0,160.0,9,20,1.0,0.0,4.0,512500.0,1988.0,9.0,235.0,74.0,L,2015-07-03
osunaro01,2016,1,TOR,AL,4,3,72,0,0,0,36,222,55,22,9,14,82,0.206,2.68,4.0,4,3.0,1,288.0,61,23,1.0,3.0,4.0,516100.0,1995.0,2.0,217.0,74.0,R,2015-04-08
oteroda01,2016,1,CLE,AL,5,1,62,0,0,0,1,212,54,12,2,10,57,0.211,1.53,1.0,2,0.0,0,269.0,20,14,3.0,0.0,11.0,520000.0,1985.0,2.0,205.0,75.0,R,2012-04-07
ottavad01,2016,1,COL,NL,1,3,34,0,0,0,7,81,18,8,3,7,35,0.184,2.67,0.0,4,2.0,0,107.0,19,9,0.0,0.0,1.0,1300000.0,1985.0,11.0,246.0,77.0,R,2010-05-29
papeljo01,2016,1,WAS,NL,2,4,37,0,0,0,19,105,37,17,3,14,31,0.27,4.37,3.0,1,0.0,0,152.0,30,18,1.0,0.0,5.0,10936574.0,1980.0,11.0,230.0,77.0,R,2005-07-31
peavyja01,2016,1,SFN,NL,5,9,31,21,0,0,0,356,134,73,18,36,102,0.282,5.54,1.0,4,2.0,1,520.0,3,76,4.0,2.0,8.0,15000000.0,1981.0,5.0,195.0,73.0,R,2002-06-22
pelfrmi01,2016,1,DET,AL,4,10,24,22,0,0,0,357,160,67,15,46,56,0.332,5.07,0.0,3,6.0,0,541.0,0,76,2.0,5.0,24.0,8000000.0,1984.0,1.0,240.0,79.0,R,2006-07-08
penaar01,2016,1,MIL,NL,0,0,1,0,0,0,0,5,5,5,3,2,0,0.556,27.0,0.0,0,0.0,0,11.0,0,5,0.0,0.0,1.0,510000.0,1989.0,5.0,245.0,75.0,R,2015-09-05
peraljo01,2016,1,SEA,AL,1,0,26,0,0,0,0,70,24,14,7,7,28,0.261,5.4,0.0,0,0.0,0,100.0,5,14,0.0,1.0,0.0,1250000.0,1976.0,3.0,210.0,70.0,R,2005-05-25
peralwi01,2016,1,MIL,NL,7,11,23,23,0,0,0,383,152,69,19,43,93,0.305,4.86,1.0,0,3.0,0,554.0,0,73,6.0,4.0,12.0,2800000.0,1989.0,5.0,255.0,73.0,R,2012-04-22
perdolu02,2016,1,SDN,NL,9,10,35,20,1,0,0,440,187,93,23,46,105,0.31,5.71,7.0,10,7.0,0,662.0,8,99,0.0,4.0,20.0,507500.0,1993.0,5.0,201.0,74.0,R,2016-04-04
perezma02,2016,1,TEX,AL,10,11,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0.0,3,4.0,2,855.0,0,110,9.0,8.0,36.0,3150000.0,1991.0,4.0,200.0,72.0,L,2012-06-27
perezol01,2016,1,WAS,NL,2,3,64,0,0,0,0,120,38,22,4,20,46,0.248,4.95,3.0,5,7.0,0,182.0,7,22,1.0,1.0,4.0,3000000.0,1981.0,8.0,225.0,75.0,L,2002-06-16
perezwi01,2016,1,ATL,NL,2,3,11,11,0,0,0,161,57,36,7,15,27,0.271,6.04,3.0,4,2.0,0,233.0,0,37,4.0,2.0,5.0,511250.0,1991.0,5.0,240.0,72.0,R,2015-05-08
perkigl01,2016,1,MIN,AL,0,0,2,0,0,0,0,6,5,2,0,1,3,0.5,9.0,0.0,2,0.0,0,12.0,1,2,0.0,1.0,0.0,6300000.0,1983.0,3.0,205.0,72.0,L,2006-09-21
petityu01,2016,1,WAS,NL,3,5,36,1,0,0,1,186,67,31,12,15,49,0.272,4.5,3.0,3,0.0,1,265.0,16,33,3.0,1.0,4.0,2500000.0,1984.0,11.0,252.0,73.0,R,2006-05-14
petrija01,2016,1,CHA,AL,0,0,9,0,0,0,0,24,8,4,1,8,7,0.267,4.5,0.0,3,0.0,0,39.0,1,5,1.0,0.0,2.0,535000.0,1988.0,6.0,218.0,76.0,R,2013-08-22
phegljo01,2016,1,OAK,AL,0,0,1,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,2.0,1,0,0.0,0.0,0.0,512500.0,1988.0,2.0,225.0,70.0,R,2013-07-05
phelpda01,2016,1,MIA,NL,7,6,64,5,0,0,4,260,61,22,6,38,114,0.197,2.28,6.0,0,2.0,1,352.0,6,23,1.0,2.0,7.0,2500000.0,1986.0,10.0,198.0,74.0,R,2012-04-08
pinedmi01,2016,1,NYA,AL,6,12,32,32,0,0,0,527,184,94,27,53,207,0.266,4.82,1.0,7,6.0,0,756.0,0,98,0.0,3.0,10.0,4300000.0,1989.0,1.0,280.0,79.0,R,2011-04-05
pomerdr01,2016,1,SDN,NL,8,7,17,17,0,0,0,306,67,28,8,41,115,0.184,2.47,2.0,7,1.0,0,411.0,0,30,2.0,3.0,4.0,1350000.0,1988.0,11.0,246.0,77.0,L,2011-09-11
porceri01,2016,1,BOS,AL,22,4,33,33,3,0,0,669,193,78,23,32,189,0.23,3.15,0.0,3,13.0,0,890.0,0,85,2.0,3.0,16.0,20125000.0,1988.0,12.0,205.0,77.0,R,2009-04-09
pressry01,2016,1,MIN,AL,6,7,72,0,0,0,1,226,79,31,8,23,67,0.266,3.7,2.0,7,2.0,0,328.0,10,34,4.0,2.0,3.0,520000.0,1988.0,12.0,206.0,74.0,R,2013-04-04
priceda01,2016,1,BOS,AL,17,9,35,35,2,0,0,690,227,102,30,50,228,0.258,3.99,1.0,4,7.0,0,951.0,0,106,8.0,7.0,19.0,30000000.0,1985.0,8.0,215.0,77.0,L,2008-09-14
putnaza01,2016,1,CHA,AL,1,0,25,0,0,0,0,82,25,7,2,11,30,0.248,2.3,1.0,2,0.0,0,114.0,6,7,0.0,2.0,1.0,975000.0,1987.0,7.0,220.0,74.0,R,2011-09-13
quackke01,2016,1,SDN,NL,7,7,60,0,0,0,2,179,55,26,8,22,42,0.242,3.92,2.0,2,0.0,0,253.0,17,27,2.0,2.0,2.0,521200.0,1988.0,11.0,235.0,76.0,R,2014-04-25
quallch01,2016,1,COL,NL,2,0,44,0,0,0,0,98,43,19,5,9,22,0.305,5.23,1.0,1,0.0,0,152.0,14,22,1.0,1.0,1.0,2250000.0,1978.0,8.0,235.0,76.0,R,2004-07-22
quintjo01,2016,1,CHA,AL,13,12,32,32,0,0,0,624,192,74,22,50,181,0.246,3.2,1.0,10,4.0,1,837.0,0,76,2.0,2.0,18.0,5400000.0,1989.0,1.0,220.0,73.0,L,2012-05-07
ramirer02,2016,1,TBA,AL,7,11,64,1,0,0,2,272,90,38,14,26,63,0.265,3.77,5.0,7,4.0,0,378.0,13,39,7.0,2.0,12.0,2375000.0,1990.0,5.0,220.0,72.0,R,2012-04-09
ramirjo02,2016,1,ATL,NL,2,2,33,0,0,0,0,98,26,13,2,18,33,0.22,3.58,4.0,3,4.0,0,143.0,5,16,0.0,3.0,0.0,507500.0,1990.0,1.0,220.0,73.0,R,2014-06-04
ramirne01,2016,1,CHN,NL,0,0,8,0,0,0,0,23,5,4,1,8,10,0.2,4.7,2.0,3,0.0,0,35.0,4,4,0.0,2.0,1.0,524500.0,1989.0,5.0,215.0,76.0,R,2014-04-25
ramirno01,2016,1,BOS,AL,0,0,14,0,0,0,0,39,16,9,4,8,15,0.327,6.23,1.0,0,2.0,0,61.0,7,9,0.0,2.0,3.0,509500.0,1989.0,12.0,205.0,75.0,R,2015-07-03
ramosaj01,2016,1,MIA,NL,1,4,67,0,0,0,40,192,52,20,1,35,73,0.223,2.81,3.0,6,4.0,0,278.0,52,21,2.0,4.0,5.0,3400000.0,1986.0,9.0,200.0,70.0,R,2012-09-04
rasmuco02,2016,1,LAA,AL,0,2,19,1,0,0,0,74,25,16,4,16,17,0.26,5.84,1.0,2,1.0,2,114.0,4,16,0.0,1.0,0.0,514500.0,1987.0,11.0,200.0,72.0,R,2013-05-22
ravinjo01,2016,1,LAN,NL,0,0,10,0,0,0,0,29,2,1,1,4,13,0.065,0.93,0.0,2,0.0,0,35.0,4,1,0.0,0.0,0.0,515000.0,1988.0,1.0,215.0,76.0,R,2015-06-02
rayro02,2016,1,ARI,NL,8,15,32,32,0,0,0,523,185,95,24,71,218,0.267,4.9,4.0,8,6.0,0,776.0,0,105,3.0,2.0,13.0,521000.0,1991.0,10.0,215.0,74.0,L,2014-05-06
reaco01,2016,1,SDN,NL,5,5,19,18,0,0,0,298,101,55,12,44,76,0.262,4.98,4.0,0,8.0,1,443.0,0,63,3.0,2.0,10.0,510200.0,1990.0,7.0,235.0,77.0,R,2015-08-11
reedad01,2016,1,NYN,NL,4,2,80,0,0,0,1,233,60,17,4,13,91,0.21,1.97,4.0,4,0.0,0,304.0,13,18,3.0,2.0,2.0,5300000.0,1988.0,12.0,230.0,76.0,R,2011-09-04
richacl01,2016,1,CHN,NL,0,1,25,0,0,0,1,42,23,10,0,7,7,0.377,6.43,3.0,1,2.0,0,72.0,9,14,0.0,2.0,1.0,2000000.0,1983.0,9.0,240.0,77.0,L,2008-07-23
richaga01,2016,1,LAA,AL,1,3,6,6,0,0,0,104,31,9,2,15,34,0.238,2.34,1.0,3,1.0,0,148.0,0,16,2.0,0.0,4.0,6425000.0,1988.0,5.0,210.0,74.0,R,2011-08-10
riverfe01,2016,1,WAS,NL,0,3,47,0,0,0,1,149,43,25,4,15,53,0.236,4.53,2.0,1,5.0,0,203.0,8,26,0.0,1.0,8.0,516100.0,1991.0,7.0,225.0,74.0,L,2015-04-17
roarkta01,2016,1,WAS,NL,16,10,34,33,0,0,0,630,173,66,17,73,172,0.228,2.83,4.0,6,13.0,1,855.0,0,72,10.0,1.0,28.0,543400.0,1986.0,10.0,238.0,74.0,R,2013-08-07
roberda08,2016,1,CHA,AL,5,3,62,0,0,0,37,187,53,24,6,32,75,0.231,3.47,4.0,1,1.0,0,267.0,48,24,3.0,2.0,3.0,11000000.0,1985.0,4.0,195.0,71.0,R,2008-06-29
robleha01,2016,1,NYN,NL,6,4,68,0,0,0,1,233,69,30,7,36,85,0.24,3.48,4.0,3,1.0,0,331.0,15,32,1.0,5.0,6.0,516500.0,1990.0,8.0,220.0,72.0,R,2015-04-24
rodnefe01,2016,1,SDN,NL,0,1,28,0,0,0,17,86,13,1,0,12,33,0.137,0.31,0.0,1,2.0,1,109.0,24,2,0.0,0.0,3.0,1600000.0,1977.0,3.0,240.0,71.0,R,2002-05-04
rodonca01,2016,1,CHA,AL,9,10,28,28,0,0,0,495,176,74,23,54,168,0.273,4.04,3.0,11,6.0,1,715.0,0,82,4.0,6.0,14.0,518000.0,1992.0,12.0,245.0,75.0,L,2015-04-21
rodried05,2016,1,BOS,AL,3,7,20,20,0,0,0,321,99,56,16,40,100,0.241,4.71,1.0,0,3.0,0,458.0,0,58,1.0,4.0,3.0,521000.0,1993.0,4.0,231.0,74.0,L,2015-05-28
rodrife02,2016,1,OAK,AL,2,0,34,0,0,0,0,122,30,19,3,17,37,0.21,4.2,0.0,2,1.0,0,163.0,4,19,1.0,1.0,5.0,1050000.0,1984.0,6.0,235.0,75.0,R,2009-05-02
rodrifr03,2016,1,DET,AL,3,4,61,0,0,0,44,175,45,21,6,21,52,0.214,3.24,1.0,4,1.0,0,235.0,55,24,0.0,3.0,4.0,7383481.0,1982.0,1.0,195.0,72.0,R,2002-09-18
romeren01,2016,1,TBA,AL,2,0,52,0,0,0,1,137,42,30,7,28,50,0.244,5.91,1.0,1,0.0,0,204.0,15,31,0.0,4.0,3.0,510000.0,1991.0,1.0,232.0,75.0,L,2013-09-22
rominan01,2016,1,DET,AL,0,0,1,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,900000.0,1985.0,12.0,190.0,73.0,R,2010-09-24
romose01,2016,1,SFN,NL,1,0,40,0,0,0,4,92,26,9,5,7,33,0.236,2.64,1.0,1,0.0,0,117.0,13,9,0.0,0.0,4.0,9000000.0,1983.0,3.0,185.0,71.0,R,2008-06-26
rondohe01,2016,1,CHN,NL,2,3,54,0,0,0,18,153,42,20,8,8,58,0.225,3.53,0.0,3,2.0,0,200.0,35,20,1.0,2.0,4.0,4200000.0,1988.0,2.0,225.0,75.0,R,2013-04-03
rosentr01,2016,1,SLN,NL,2,4,45,0,0,0,14,121,48,20,3,29,56,0.293,4.46,0.0,0,3.0,0,197.0,27,22,1.0,0.0,4.0,5600000.0,1990.0,5.0,230.0,74.0,R,2012-07-18
rossjo01,2016,1,WAS,NL,7,5,19,19,0,0,0,315,108,40,9,29,93,0.269,3.43,3.0,2,6.0,0,447.0,0,43,7.0,3.0,10.0,514400.0,1993.0,5.0,223.0,76.0,R,2015-06-06
rossro01,2016,1,BOS,AL,3,2,54,0,0,0,0,166,47,20,2,23,56,0.228,3.25,0.0,7,8.0,0,238.0,8,21,0.0,1.0,6.0,1250000.0,1989.0,6.0,215.0,71.0,L,2012-04-08
rossty01,2016,1,SDN,NL,0,1,1,1,0,0,0,16,9,7,0,1,5,0.375,11.81,0.0,1,2.0,0,27.0,0,8,0.0,0.0,0.0,9625000.0,1987.0,4.0,254.0,77.0,R,2010-04-07
rusinch01,2016,1,COL,NL,3,5,29,7,0,0,0,253,82,35,5,23,69,0.259,3.74,2.0,4,3.0,0,350.0,1,36,7.0,0.0,10.0,512500.0,1986.0,10.0,200.0,74.0,L,2012-08-21
russeja02,2016,1,PHI,NL,0,0,7,0,0,0,0,13,9,9,2,5,4,0.429,18.69,0.0,0,0.0,0,27.0,1,9,0.0,1.0,0.0,1500000.0,1986.0,1.0,205.0,76.0,L,2010-04-05
ryanky01,2016,1,DET,AL,4,2,56,0,0,0,0,167,48,19,2,15,35,0.234,3.07,5.0,1,3.0,0,226.0,14,21,2.0,1.0,7.0,509500.0,1991.0,9.0,215.0,77.0,L,2014-08-30
ryuhy01,2016,1,LAN,NL,0,1,1,1,0,0,0,14,8,6,1,2,4,0.364,11.57,1.0,0,0.0,0,24.0,0,6,0.0,0.0,0.0,7833333.0,1987.0,3.0,255.0,75.0,L,2013-04-02
rzepcma01,2016,1,OAK,AL,1,0,56,0,0,0,0,108,38,12,1,24,37,0.266,3.0,6.0,5,2.0,0,169.0,15,14,0.0,0.0,5.0,2950000.0,1985.0,8.0,220.0,74.0,L,2009-07-07
sabatcc01,2016,1,NYA,AL,9,12,30,30,0,0,0,539,172,78,22,65,152,0.25,3.91,1.0,2,9.0,1,768.0,0,83,5.0,2.0,21.0,25000000.0,1980.0,7.0,300.0,78.0,L,2001-04-08
salasfe01,2016,1,LAA,AL,3,6,58,0,0,0,6,169,52,28,9,19,45,0.248,4.47,1.0,0,0.0,0,231.0,22,28,0.0,2.0,5.0,2400000.0,1985.0,5.0,200.0,74.0,R,2010-05-28
salazda01,2016,1,CLE,AL,11,6,25,25,0,0,0,412,121,59,16,63,161,0.235,3.87,3.0,9,2.0,3,584.0,0,61,0.0,4.0,9.0,536200.0,1990.0,1.0,195.0,72.0,R,2013-07-11
salech01,2016,1,CHA,AL,17,10,32,32,6,1,0,680,190,84,27,45,233,0.227,3.34,2.0,2,17.0,0,907.0,0,88,5.0,3.0,16.0,9150000.0,1989.0,3.0,183.0,78.0,L,2010-08-06
samarje01,2016,1,SFN,NL,12,11,32,32,1,0,0,610,190,86,24,54,167,0.249,3.81,4.0,2,1.0,0,829.0,0,88,6.0,4.0,19.0,10800000.0,1985.0,1.0,233.0,76.0,R,2008-07-25
sampske01,2016,1,CIN,NL,0,1,18,2,0,0,0,118,40,19,9,27,42,0.255,4.35,2.0,3,2.0,0,188.0,2,24,2.0,0.0,1.0,507500.0,1991.0,1.0,225.0,74.0,R,2015-07-30
sanchaa01,2016,1,TOR,AL,15,2,30,30,0,0,0,576,161,64,15,63,161,0.224,3.0,0.0,5,5.0,0,790.0,0,69,1.0,2.0,14.0,517800.0,1992.0,7.0,210.0,76.0,R,2014-07-23
sanchan01,2016,1,DET,AL,7,13,35,26,0,0,0,460,171,100,30,53,135,0.285,5.87,1.0,7,5.0,2,668.0,3,108,4.0,6.0,13.0,16800000.0,1984.0,2.0,205.0,72.0,R,2006-06-25
santaer01,2016,1,MIN,AL,7,11,30,30,2,1,0,544,168,68,19,53,149,0.245,3.38,2.0,11,4.0,3,748.0,0,78,1.0,5.0,20.0,13500000.0,1982.0,12.0,175.0,74.0,R,2005-05-17
santihe01,2016,1,LAA,AL,10,4,22,22,0,0,0,362,104,57,20,57,107,0.233,4.25,0.0,2,4.0,1,515.0,0,61,3.0,4.0,9.0,5000000.0,1987.0,12.0,215.0,72.0,L,2011-07-06
sardilu01,2016,1,SEA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0,512000.0,1993.0,5.0,180.0,73.0,R,2014-04-20
schepta01,2016,1,TEX,AL,1,1,10,0,0,0,1,26,6,4,0,3,5,0.188,4.15,1.0,2,0.0,0,35.0,5,4,0.0,0.0,0.0,900000.0,1987.0,1.0,200.0,76.0,R,2012-06-07
scherma01,2016,1,WAS,NL,20,7,34,34,1,0,0,685,165,75,31,56,284,0.199,2.96,2.0,2,6.0,1,902.0,0,77,7.0,3.0,6.0,22142857.0,1984.0,7.0,208.0,75.0,R,2008-04-29
schulbo02,2016,1,TOR,AL,0,1,16,0,0,0,0,49,17,10,3,3,10,0.266,5.51,0.0,0,0.0,0,68.0,8,10,0.0,1.0,1.0,513300.0,1985.0,9.0,229.0,75.0,R,2014-03-23
scribev01,2016,1,SEA,AL,0,0,12,0,0,0,0,42,5,0,0,2,15,0.111,0.0,1.0,0,1.0,0,49.0,0,0,1.0,0.0,1.0,807500.0,1985.0,7.0,190.0,75.0,R,2011-04-26
severlu01,2016,1,NYA,AL,3,8,22,11,0,0,0,213,78,46,11,25,66,0.275,5.83,1.0,3,3.0,0,312.0,3,48,0.0,0.0,8.0,521300.0,1994.0,2.0,218.0,74.0,R,2015-08-05
shawbr01,2016,1,CLE,AL,2,5,75,0,0,0,1,200,56,24,8,28,69,0.23,3.24,3.0,2,1.0,0,275.0,9,26,2.0,1.0,8.0,2750000.0,1987.0,11.0,226.0,73.0,R,2011-06-10
shielja02,2016,1,SDN,NL,2,7,11,11,0,0,0,202,69,32,9,27,57,0.272,4.28,2.0,3,1.0,0,284.0,0,33,1.0,1.0,11.0,21000000.0,1981.0,12.0,210.0,75.0,R,2006-05-31
shoemma01,2016,1,LAA,AL,9,13,27,27,1,1,0,480,166,69,18,30,143,0.266,3.88,1.0,2,7.0,0,668.0,0,71,2.0,5.0,10.0,530000.0,1986.0,9.0,225.0,74.0,R,2013-09-20
