playeryrID,yearID,stint,teamID,lgID,ERA,Salary
2016ohse01,2016,1,SLN,NL,1.92,2500
2015brittza01,2015,1,BAL,AL,1.92,3200
2013hochelu01,2013,1,KCA,AL,1.92,4560
2010bardda01,2010,1,BOS,AL,1.93,415.5
2016kensilo01,2016,1,DET,AL,1.93,575
2010bellhe01,2010,1,SDN,NL,1.93,4000
2016dukeza01,2016,2,SLN,NL,1.93,5000
2011axforjo01,2011,1,MIL,NL,1.95,442.5
2012mcgeeja01,2012,1,TBA,AL,1.95,484.2
2016reedad01,2016,1,NYN,NL,1.97,5300
2013reynoma02,2013,1,ARI,NL,1.98,505.5
2015grimmju01,2015,1,CHN,NL,1.99,531.5
2015sippto01,2015,1,HOU,AL,1.99,2400
2014felizne01,2014,1,TEX,AL,1.99,3000
2012beachbr01,2012,1,ATL,NL,2,495
2010cappsma01,2010,2,MIN,AL,2,3500
2014chapmar01,2014,1,CIN,NL,2,5000
2011smithjo05,2011,1,CLE,AL,2.01,870
2013benoijo01,2013,1,DET,AL,2.01,5500
2016chapmar01,2016,1,NYA,AL,2.01,9468.443
2010odayda01,2010,1,TEX,AL,2.03,426.7
2011saitota01,2011,1,MIL,NL,2.03,1750
2013howeljp01,2013,1,LAN,NL,2.03,2850
2015soriajo01,2015,2,PIT,NL,2.03,7000
2013roberda08,2013,1,NYA,AL,2.04,3100
2015millean01,2015,1,NYA,AL,2.04,9000
2014papeljo01,2014,1,PHI,NL,2.04,13000
2011macdomi01,2011,1,LAN,NL,2.05,500
2016brachbr01,2016,1,BAL,AL,2.05,1250
2012oliveda02,2012,1,TOR,AL,2.06,4000
2014allenco01,2014,1,CLE,AL,2.07,515.4
2011olsonga01,2011,1,PIT,NL,2.08,430
2013layneto01,2013,1,SDN,NL,2.08,491.3
2013wilsoju10,2013,1,PIT,NL,2.08,493.5
2015diekmja01,2015,2,TEX,AL,2.08,535.5
2014elbersc01,2014,1,LAN,NL,2.08,575
2016jennida01,2016,1,CHA,AL,2.08,810
2015furbuch01,2015,1,SEA,AL,2.08,1300
2016salasfe01,2016,2,NYN,NL,2.08,2400
2012cookry01,2012,1,OAK,AL,2.09,480
2015cedenxa01,2015,2,TBA,AL,2.09,516.5
2011ayalalu01,2011,1,NYA,AL,2.09,650
2016barneto01,2016,1,TEX,AL,2.09,1500
2011kimbrcr01,2011,1,ATL,NL,2.1,419
2015rosentr01,2015,1,SLN,NL,2.1,535
2013thatcjo01,2013,1,SDN,NL,2.1,1350
2011adamsmi03,2011,2,TEX,AL,2.1,2535
2014ramosaj01,2014,1,MIA,NL,2.11,510
2013riverma01,2013,1,NYA,AL,2.11,10000
2014gregelu01,2014,1,OAK,AL,2.12,5065
2015cahiltr01,2015,2,CHN,NL,2.12,12000
2011purceda01,2011,2,OAK,AL,2.13,436.4
2016hendrky01,2016,1,CHN,NL,2.13,541
2015madsory01,2015,1,KCA,AL,2.13,850
2013guerrma02,2013,2,CHN,NL,2.13,4711.499
2015kershcl01,2015,1,LAN,NL,2.13,32571
2010meekev01,2010,1,PIT,NL,2.14,413.5
2010burnese01,2010,1,WAS,NL,2.14,775
2014hernafe02,2014,1,SEA,AL,2.14,22857
2011pauleda01,2011,1,SEA,AL,2.15,422
2016thornty01,2016,1,MIL,NL,2.15,513.9
2010henslcl01,2010,1,FLO,NL,2.16,425
2013parnebo01,2013,1,NYN,NL,2.16,1700
2013garcija01,2013,1,SFN,NL,2.16,4166.667
2012riverma01,2012,1,NYA,AL,2.16,14940.025
2012lopezwi01,2012,1,HOU,NL,2.17,515.5
2015siegrke01,2015,1,SLN,NL,2.17,518
2014salech01,2014,1,CHA,AL,2.17,3500
2011putzjj01,2011,1,ARI,NL,2.17,4000
2014peavyja01,2014,2,SFN,NL,2.17,14500
2010romose01,2010,1,SFN,NL,2.18,416.5
2012burtoja01,2012,1,MIN,AL,2.18,750
2013odayda01,2013,1,BAL,AL,2.18,2200
2011farnsky01,2011,1,TBA,AL,2.18,2600
2015thornma01,2015,1,WAS,NL,2.18,3500
2014clippty01,2014,1,WAS,NL,2.18,5875
2016hunteto02,2016,2,BAL,AL,2.19,2000
2012elbersc01,2012,1,LAN,NL,2.2,488.5
2014beimejo01,2014,1,SEA,AL,2.2,850
2010rodrifr03,2010,1,NYN,NL,2.2,12166.666
2014familje01,2014,1,NYN,NL,2.21,502.55
2012boggsmi01,2012,1,SLN,NL,2.21,506
2014stroppe01,2014,1,CHN,NL,2.21,1325
2015rodrifr03,2015,1,MIL,NL,2.21,3500
2012rossro01,2012,1,TEX,AL,2.22,480
2016jeffrje01,2016,1,MIL,NL,2.22,519.1
2014russeja02,2014,2,ATL,NL,2.22,1775
2013zieglbr01,2013,1,ARI,NL,2.22,3150
2015melanma01,2015,1,PIT,NL,2.23,5400
2015ueharko01,2015,1,BOS,AL,2.23,9000
2010motteja01,2010,1,SLN,NL,2.24,411
2011valvejo01,2011,1,DET,AL,2.24,7000
2011motteja01,2011,1,SLN,NL,2.25,435
2016harriwi02,2016,1,HOU,AL,2.25,525.5
2014oflaher01,2014,1,OAK,AL,2.25,1500
2015johnsji04,2015,1,ATL,NL,2.25,1600
2016hillri01,2016,1,OAK,AL,2.25,6000
2016vargaja01,2016,1,KCA,AL,2.25,8500
2014cuetojo01,2014,1,CIN,NL,2.25,10000
2012dempsry01,2012,1,CHN,NL,2.25,14000
2010sanchbr01,2010,1,FLO,NL,2.26,412.5
2011janssca01,2011,1,TOR,AL,2.26,1095
2011marshse01,2011,1,CHN,NL,2.26,1600
2012soriara01,2012,1,NYA,AL,2.26,11000
2010mccleky01,2010,1,SLN,NL,2.27,425
2013harvema01,2013,1,NYN,NL,2.27,498.75
2014wilheto01,2014,1,SEA,AL,2.27,528.8
2012broxtjo01,2012,1,KCA,AL,2.27,4000
2010hernafe02,2010,1,SEA,AL,2.27,7200
2011kershcl01,2011,1,LAN,NL,2.28,500
2014oteroda01,2014,1,OAK,AL,2.28,502.5
2016treinbl01,2016,1,WAS,NL,2.28,524.9
2015hugheja02,2015,1,PIT,NL,2.28,1075
2012odayda01,2012,1,BAL,AL,2.28,1350
2010balfogr01,2010,1,TBA,AL,2.28,2050
2016phelpda01,2016,1,MIA,NL,2.28,2500
2014affelje01,2014,1,SFN,NL,2.28,6000
2016jonesna01,2016,1,CHA,AL,2.29,900
2012alberma01,2012,1,BOS,AL,2.29,1075
2013choatra01,2013,1,SLN,NL,2.29,1500
2010rhodear01,2010,1,CIN,NL,2.29,2000
2014badenbu01,2014,1,BOS,AL,2.29,2150
2013smithjo05,2013,1,CLE,AL,2.29,3150
2011oliveda02,2011,1,TEX,AL,2.29,3250
2012pelfrmi01,2012,1,NYN,NL,2.29,5687.5
2013mejiaje01,2013,1,NYN,NL,2.3,494.925
2015ramosaj01,2015,1,MIA,NL,2.3,530
2016putnaza01,2016,1,CHA,AL,2.3,975
2013perkigl01,2013,1,MIN,AL,2.3,2500
2010johnsjo09,2010,1,FLO,NL,2.3,3750
2012leagubr01,2012,2,LAN,NL,2.3,5000
2015priceda01,2015,2,TOR,AL,2.3,19750
2012frierer01,2012,1,SDN,NL,2.31,489.1
2011cuetojo01,2011,1,CIN,NL,2.31,3400
2015cishest01,2015,2,SLN,NL,2.31,6650
2011pestavi01,2011,1,CLE,AL,2.32,414.1
2012frierer01,2012,2,LAA,AL,2.32,489.1
2013rodrist02,2013,1,LAN,NL,2.32,491.5
2013bastaan01,2013,1,PHI,NL,2.32,1400
2010buchhcl01,2010,1,BOS,AL,2.33,443
2013cishest01,2013,1,MIA,NL,2.33,505
2015kontoge01,2015,1,SFN,NL,2.33,517.5
2012stammcr01,2012,1,WAS,NL,2.34,485
2016montgmi01,2016,1,SEA,AL,2.34,515
2014thayeda01,2014,1,SDN,NL,2.34,515.8
2014millean01,2014,1,BOS,AL,2.34,1900
2016richaga01,2016,1,LAA,AL,2.34,6425
2015benoijo01,2015,1,SDN,NL,2.34,8000
2010leecl02,2010,1,SEA,AL,2.34,9000
2012herreke01,2012,1,KCA,AL,2.35,480.65
2012janseke01,2012,1,LAN,NL,2.35,491
2015vinceni01,2015,1,SDN,NL,2.35,525.3
2014lestejo01,2014,2,OAK,AL,2.35,13000
2011hallaro01,2011,1,PHI,NL,2.35,20000
2013putzjj01,2013,1,ARI,NL,2.36,6500
2013smylydr01,2013,1,DET,AL,2.37,498
2012storedr01,2012,1,WAS,NL,2.37,498.75
2011madsory01,2011,1,PHI,NL,2.37,4833.333
2013machije01,2013,1,SFN,NL,2.38,490.5
2012burnese01,2012,1,WAS,NL,2.38,2350
2015kazmisc01,2015,1,OAK,AL,2.38,13000
2014wainwad01,2014,1,SLN,NL,2.38,19500
2012jonesna01,2012,1,CHA,AL,2.39,480
2014cosarja01,2014,2,MIA,NL,2.39,500
2013watsoto01,2013,1,PIT,NL,2.39,505.5
2014defraju01,2014,1,PHI,NL,2.39,513
2011zieglbr01,2011,1,OAK,AL,2.39,1250
2012gregelu01,2012,1,SDN,NL,2.39,1550
2014howeljp01,2014,1,LAN,NL,2.39,4000
2011leecl02,2011,1,PHI,NL,2.4,11000
2011verlaju01,2011,1,DET,AL,2.4,12850
2015mcgeeja01,2015,1,TBA,AL,2.41,3550
2013clippty01,2013,1,WAS,NL,2.41,4000
2014fistedo01,2014,1,WAS,NL,2.41,7200
2011weaveje02,2011,1,LAA,AL,2.41,7365
2015janseke01,2015,1,LAN,NL,2.41,7425
2016dullry01,2016,1,OAK,AL,2.42,507.5
2014rondohe01,2014,1,CHN,NL,2.42,514
2011hawkila01,2011,1,MIL,NL,2.42,4250
2010farnsky01,2010,1,KCA,AL,2.42,4500
2010wainwad01,2010,1,SLN,NL,2.42,4837.5
2012pattotr01,2012,1,BAL,AL,2.43,483.5
2013allenco01,2013,1,CLE,AL,2.43,492.6
2015blazemi01,2015,1,MIL,NL,2.43,508.5
2015goedder01,2015,1,NYN,NL,2.43,509.125
2016dysonsa01,2016,1,TEX,AL,2.43,525.27
2012daviswa01,2012,1,TBA,AL,2.43,1500
2015garcija02,2015,1,SLN,NL,2.43,9250
2012stroppe01,2012,1,BAL,AL,2.44,482.5
2014klubeco01,2014,1,CLE,AL,2.44,514
2014fernajo02,2014,1,MIA,NL,2.44,635
2012crainje01,2012,1,CHA,AL,2.44,4500
2011bellhe01,2011,1,SDN,NL,2.44,7500
2012papeljo01,2012,1,PHI,NL,2.44,11000.058
2010hallaro01,2010,1,PHI,NL,2.44,15750
2016lestejo01,2016,1,CHN,NL,2.44,25000
2010oflaher01,2010,1,ATL,NL,2.45,440
2013cabrace01,2013,1,NYA,AL,2.45,490
2014dukeza01,2014,1,MIL,NL,2.45,850
2014pattotr01,2014,2,SDN,NL,2.45,1275
2013mcgowdu01,2013,1,TOR,AL,2.45,1500
2015kellesh01,2015,1,SDN,NL,2.45,2835
2011cordefr01,2011,1,CIN,NL,2.45,12125
2014hamelco01,2014,1,PHI,NL,2.46,22500
2012kontoge01,2012,1,SFN,NL,2.47,481.35
2013loupaa01,2013,1,TOR,AL,2.47,494.2
2016pomerdr01,2016,1,SDN,NL,2.47,1350
2011balfogr01,2011,1,OAK,AL,2.47,3750
2012blevije01,2012,1,OAK,AL,2.48,490
2015keuchda01,2015,1,HOU,AL,2.48,524.5
2011perkigl01,2011,1,MIN,AL,2.48,700
2015cecilbr01,2015,1,TOR,AL,2.48,2475
2010oliveda02,2010,1,TEX,AL,2.48,3000
2016blantjo01,2016,1,LAN,NL,2.48,4000
2012parnebo01,2012,1,NYN,NL,2.49,504
2015boyerbl01,2015,1,MIN,AL,2.49,750
2012choatra01,2012,1,MIA,NL,2.49,1500
2012zieglbr01,2012,1,ARI,NL,2.49,1795
2012johnsji04,2012,1,BAL,AL,2.49,2625
2016clippty01,2016,2,NYA,AL,2.49,6100
2012wilheto01,2012,1,SEA,AL,2.5,482.9
2012hernada01,2012,1,ARI,NL,2.5,499
2012lopezja02,2012,1,SFN,NL,2.5,4250
2013oflaher01,2013,1,ATL,NL,2.5,4320
2016whitlch01,2016,1,TBA,AL,2.51,524.525
2014albural01,2014,1,DET,AL,2.51,837.5
2012marshse01,2012,1,CIN,NL,2.51,2725
2016allenco01,2016,1,CLE,AL,2.51,4150
2016smithjo05,2016,2,CHN,NL,2.51,5250
2016richacl01,2016,2,SDN,NL,2.52,2000
2014ueharko01,2014,1,BOS,AL,2.52,5000
2014lestejo01,2014,1,BOS,AL,2.52,13000
2012waldrky01,2012,1,MIN,AL,2.53,480
2014arrieja01,2014,1,CHN,NL,2.53,500
2016kontoge01,2016,1,SFN,NL,2.53,1150
2016iglesra01,2016,1,CIN,NL,2.53,3214.285
2012lindsma01,2012,2,ARI,NL,2.53,3600
2012balfogr01,2012,1,OAK,AL,2.53,4000
2012kershcl01,2012,1,LAN,NL,2.53,7750
2013marmoca01,2013,2,LAN,NL,2.53,10133.333
2015priceda01,2015,1,DET,AL,2.53,19750
2012belisro01,2012,1,LAN,NL,2.54,480
2013cookry01,2013,1,OAK,AL,2.54,505
2015degroja01,2015,1,NYN,NL,2.54,556.875
2012janssca01,2012,1,TOR,AL,2.54,2000
2013romose01,2013,1,SFN,NL,2.54,3500
2013chapmar01,2013,1,CIN,NL,2.54,4835.772
2014carraca01,2014,1,CLE,AL,2.55,504.7
2012mijarjo01,2012,2,SFN,NL,2.55,925
2010marmoca01,2010,1,CHN,NL,2.55,2125
2014cashnan01,2014,1,SDN,NL,2.55,2400
2014thornma01,2014,1,NYA,AL,2.55,3500
2016familje01,2016,1,NYN,NL,2.55,4100
2010madsory01,2010,1,PHI,NL,2.55,4833.333
2012mijarjo01,2012,1,KCA,AL,2.56,925
2012perkigl01,2012,1,MIN,AL,2.56,1550
2013janssca01,2013,1,TOR,AL,2.56,3900
2012priceda01,2012,1,TBA,AL,2.56,4350
2012pestavi01,2012,1,CLE,AL,2.57,491.2
2014rasmuco02,2014,1,LAA,AL,2.57,501.25
2014wrighst01,2014,1,BOS,AL,2.57,502
2012alberma01,2012,2,ARI,NL,2.57,1075
2013frasoja01,2013,1,TEX,AL,2.57,1500
2012anderbr04,2012,1,OAK,AL,2.57,3250
2014leagubr01,2014,1,LAN,NL,2.57,7500
2013sanchan01,2013,1,DET,AL,2.57,8800
2014machije01,2014,1,SFN,NL,2.58,505
2016nerishe01,2016,1,PHI,NL,2.58,515
2010zumayjo01,2010,1,DET,AL,2.58,915
2015kimbrcr01,2015,1,SDN,NL,2.58,9000
2014shawbr01,2014,1,CLE,AL,2.59,529.5
2013balfogr01,2013,1,OAK,AL,2.59,4500
2012guerrja01,2012,1,LAN,NL,2.6,488
2014blackvi01,2014,1,NYN,NL,2.6,502.25
2015colege01,2015,1,PIT,NL,2.6,531
2016syndeno01,2016,1,NYN,NL,2.6,535.375
2012luebkco01,2012,1,SDN,NL,2.61,497.8
2014richaga01,2014,1,LAA,AL,2.61,520
2015rodrist02,2015,1,LAN,NL,2.61,522.5
2010duensbr01,2010,1,MIN,AL,2.62,417.5
2011ramirra02,2011,1,SFN,NL,2.62,1650
2011crainje01,2011,1,CHA,AL,2.62,4000
2015cuetojo01,2015,1,CIN,NL,2.62,10000
2013rosentr01,2013,1,SLN,NL,2.63,490
2014varvaan01,2014,1,ATL,NL,2.63,515
2014jepseke01,2014,1,LAA,AL,2.63,1462.5
2014thatcjo01,2014,1,ARI,NL,2.63,2375
2011affelje01,2011,1,SFN,NL,2.63,4500
2016dukeza01,2016,1,CHA,AL,2.63,5000
2013greinza01,2013,1,LAN,NL,2.63,21000
2011bastaan01,2011,1,PHI,NL,2.64,419
2013ottavad01,2013,1,COL,NL,2.64,491
2011batismi01,2011,2,NYN,NL,2.64,750
2012ayalalu01,2012,1,BAL,AL,2.64,825
2013millean01,2013,1,BOS,AL,2.64,1475
2010downssc01,2010,1,TOR,AL,2.64,4000
2016kellesh01,2016,1,WAS,NL,2.64,4000
2016romose01,2016,1,SFN,NL,2.64,9000
2012verlaju01,2012,1,DET,AL,2.64,20100
2015jeffrje01,2015,1,MIL,NL,2.65,510.5
2014alvarhe01,2014,1,MIA,NL,2.65,525.4
2010marshse01,2010,1,CHN,NL,2.65,950
2016abadfe01,2016,1,MIN,AL,2.65,1250
2013colonba01,2013,1,OAK,AL,2.65,3000
2014floydga01,2014,1,ATL,NL,2.65,4000
2012simonal01,2012,1,CIN,NL,2.66,487
2013dunnmi01,2013,1,MIA,NL,2.66,492.5
2013lecursa01,2013,1,CIN,NL,2.66,510
2014farquda01,2014,1,SEA,AL,2.66,510.8
2013iwakuhi01,2013,1,SEA,AL,2.66,6500
2014zimmejo02,2014,1,WAS,NL,2.66,7500
2015broxtjo01,2015,2,SLN,NL,2.66,9000
2011johnsji04,2011,1,BAL,AL,2.67,975
2016ottavad01,2016,1,COL,NL,2.67,1300
2012roberda08,2012,1,NYA,AL,2.67,1600
2010thornma01,2010,1,CHA,AL,2.67,2250
2015belisma01,2015,1,SLN,NL,2.67,3500
2014medinyo01,2014,1,SEA,AL,2.68,512.6
2016osunaro01,2016,1,TOR,AL,2.68,516.1
2012cishest01,2012,1,MIA,NL,2.69,480
2013kintzbr01,2013,1,MIL,NL,2.69,491
2013kellyjo05,2013,1,SLN,NL,2.69,493
2010garcija02,2010,1,SLN,NL,2.7,400
2013hendeji01,2013,1,MIL,NL,2.7,492
2015smithwi04,2015,1,MIL,NL,2.7,512.5
2016jeffrje01,2016,2,TEX,AL,2.7,519.1
2010pintore01,2010,1,FLO,NL,2.7,1075
2014cecilbr01,2014,1,TOR,AL,2.7,1300
2012breslcr01,2012,1,ARI,NL,2.7,1795
2012breslcr01,2012,2,BOS,AL,2.7,1795
2013grillja01,2013,1,PIT,NL,2.7,2500
2015floydga01,2015,1,CLE,AL,2.7,4000
2012affelje01,2012,1,SFN,NL,2.7,5000
2013streehu01,2013,1,SDN,NL,2.7,7000
2011frierer01,2011,1,SDN,NL,2.71,417.1
2015harvema01,2015,1,NYN,NL,2.71,614.125
2015herreke01,2015,1,KCA,AL,2.71,1600
2013gregelu01,2013,1,SDN,NL,2.71,3200
2014greinza01,2014,1,LAN,NL,2.71,26000
2011cassebo01,2011,1,LAA,AL,2.72,414
2015brachbr01,2015,1,BAL,AL,2.72,523
2010priceda01,2010,1,TBA,AL,2.72,1834.671
2011lopezja02,2011,1,SFN,NL,2.72,2375
2012lindsma01,2012,1,BAL,AL,2.72,3600
2012hanrajo01,2012,1,PIT,NL,2.72,4100
2010felizne01,2010,1,TEX,AL,2.73,402
2015grayso01,2015,1,OAK,AL,2.73,512.5
2014doolise01,2014,1,OAK,AL,2.73,630
2016torreca01,2016,1,MIL,NL,2.73,1050
2015morrobr01,2015,1,SDN,NL,2.73,2500
2012dickera01,2012,1,NYN,NL,2.73,4750
2011felizne01,2011,1,TEX,AL,2.74,457.16
2014lynnla01,2014,1,SLN,NL,2.74,535
2014rzepcma01,2014,1,CLE,AL,2.74,1375
2010cappsma01,2010,1,WAS,NL,2.74,3500
2016cahiltr01,2016,1,CHN,NL,2.74,4250
2016bumgama01,2016,1,SFN,NL,2.74,9916.667
2011linceti01,2011,1,SFN,NL,2.74,14000
2011storedr01,2011,1,WAS,NL,2.75,418
2011gregelu01,2011,1,SDN,NL,2.75,447.8
2014atchisc01,2014,1,CLE,AL,2.75,800
2015ramosce01,2015,1,LAA,AL,2.75,1312
2012motteja01,2012,1,SLN,NL,2.75,1950
2016herreke01,2016,1,KCA,AL,2.75,2550
2014tollesh01,2014,1,TEX,AL,2.76,502.082
2013cobbal01,2013,1,TBA,AL,2.76,502.2
2014mcfartj01,2014,1,BAL,AL,2.76,505.5
2015chafian01,2015,1,ARI,NL,2.76,507.5
2013stammcr01,2013,1,WAS,NL,2.76,875
2011crowaa01,2011,1,KCA,AL,2.76,1400
2015hawkila01,2015,2,TOR,AL,2.76,2250
2014janseke01,2014,1,LAN,NL,2.76,4300
2012norbejo01,2012,1,OAK,AL,2.77,482.5
2015lackejo01,2015,1,SLN,NL,2.77,507.5
2016siegrke01,2016,1,SLN,NL,2.77,539
2013bumgama01,2013,1,SFN,NL,2.77,916.667
2014tanakma01,2014,1,NYA,AL,2.77,22000
2011melanma01,2011,1,HOU,NL,2.78,421
2014woodal02,2014,1,ATL,NL,2.78,506.25
2012cruzju02,2012,1,PIT,NL,2.78,1250
2013mujiced01,2013,1,SLN,NL,2.78,3200
2012cuetojo01,2012,1,CIN,NL,2.78,5400
2011salech01,2011,1,CHA,AL,2.79,425
2011lopezwi01,2011,1,HOU,NL,2.79,442
2012owingmi01,2012,1,SDN,NL,2.79,500
2010lopezja02,2010,1,PIT,NL,2.79,775
2016fieldjo03,2016,2,LAN,NL,2.79,900
2011leagubr01,2011,1,SEA,AL,2.79,2250
2016blevije01,2016,1,NYN,NL,2.79,4000
2015garcija01,2015,1,SFN,NL,2.79,5000
2015clippty01,2015,1,OAK,AL,2.79,8300.001
2011hamelco01,2011,1,PHI,NL,2.79,9500
2011carpech02,2011,1,CHN,NL,2.79,14259.403
2012cainma01,2012,1,SFN,NL,2.79,15333.333
2015scherma01,2015,1,WAS,NL,2.79,17142
2016cuetojo01,2016,1,SFN,NL,2.79,17500
2010anderbr04,2010,1,OAK,AL,2.8,410
2012nathajo01,2012,1,TEX,AL,2.8,7000
2013hunteto02,2013,1,BAL,AL,2.81,1820
2014rossty01,2014,1,SDN,NL,2.81,1980
2015jepseke01,2015,1,TBA,AL,2.81,3025
2016ramosaj01,2016,1,MIA,NL,2.81,3400
