playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,salary,birthYear,birthMonth,weight,height,throws,salary-bin
boyerbl01,2016,1,15,1,2,4,61,0,0,0,1,198,80,29,4,17,26,0.305,3.95,3.0,0,1.0,0,282.0,17,30,0.0,2.0,11.0,950000.0,1981.0,7.0,235.0,75.0,1,mid
brachbr01,2016,1,2,0,10,4,71,0,0,0,2,237,57,18,7,25,92,0.201,2.05,1.0,4,0.0,1,311.0,16,23,0.0,3.0,7.0,1250000.0,1986.0,4.0,215.0,78.0,1,mid
brachsi01,2016,1,0,1,0,2,26,0,0,0,0,74,31,20,7,10,17,0.295,7.3,1.0,3,3.0,0,119.0,11,22,0.0,1.0,2.0,509300.0,1992.0,7.0,190.0,70.0,1,low
breslcr01,2016,1,14,1,0,2,15,0,0,0,0,42,21,7,1,4,7,0.362,4.5,0.0,2,0.0,0,63.0,4,9,1.0,0.0,2.0,1500000.0,1980.0,8.0,190.0,72.0,0,mid
brittza01,2016,1,2,0,2,1,69,0,0,0,47,201,38,4,1,18,74,0.162,0.54,3.0,10,0.0,0,254.0,63,7,1.0,0.0,4.0,6750000.0,1987.0,12.0,200.0,73.0,0,high
broxtjo01,2016,1,25,1,4,2,66,0,0,0,0,182,52,29,7,24,57,0.229,4.3,5.0,1,3.0,0,259.0,14,32,2.0,3.0,1.0,3750000.0,1984.0,6.0,285.0,76.0,1,mid
buchhcl01,2016,1,3,0,8,10,37,21,0,0,0,418,130,74,21,55,93,0.25,4.78,1.0,1,5.0,0,588.0,7,80,2.0,6.0,17.0,13000000.0,1984.0,8.0,190.0,75.0,1,high
buchtry01,2016,1,22,1,3,0,67,0,0,0,1,189,34,20,4,31,78,0.16,2.86,3.0,3,2.0,0,247.0,10,20,0.0,2.0,4.0,520000.0,1987.0,2.0,230.0,76.0,0,low
bumgama01,2016,1,24,1,15,9,34,34,4,1,0,680,179,69,26,54,251,0.213,2.74,0.0,4,8.0,1,912.0,0,79,3.0,6.0,15.0,9916667.0,1989.0,8.0,257.0,76.0,0,high
bundydy01,2016,1,2,0,10,6,36,14,0,0,0,329,109,49,18,42,104,0.257,4.02,4.0,0,6.0,0,474.0,6,52,1.0,1.0,6.0,1800000.0,1992.0,11.0,225.0,73.0,1,mid
buterdr01,2016,1,11,0,0,0,2,0,0,0,0,4,1,0,0,0,1,0.2,0.0,0.0,0,0.0,0,5.0,2,0,0.0,0.0,0.0,1162500.0,1983.0,8.0,212.0,73.0,1,mid
cahiltr01,2016,1,5,1,4,4,50,1,0,0,0,197,49,20,7,35,66,0.201,2.74,3.0,3,5.0,0,284.0,16,22,0.0,0.0,5.0,4250000.0,1988.0,3.0,223.0,76.0,1,high
cainma01,2016,1,24,1,4,8,21,17,0,0,0,268,103,56,16,32,72,0.299,5.64,1.0,5,6.0,0,397.0,2,58,8.0,6.0,8.0,20833333.0,1984.0,10.0,230.0,75.0,1,high
caminar01,2016,1,21,1,1,2,39,0,0,0,1,123,46,16,4,22,32,0.289,3.51,0.0,1,4.0,0,187.0,9,17,1.0,1.0,5.0,532500.0,1987.0,6.0,245.0,76.0,1,mid
capuach01,2016,1,15,1,1,1,16,0,0,0,0,72,23,11,7,15,27,0.256,4.13,2.0,1,1.0,0,106.0,3,11,0.0,0.0,4.0,1500000.0,1978.0,8.0,225.0,74.0,0,mid
carraca01,2016,1,7,0,11,8,25,25,1,1,0,439,134,54,21,34,150,0.24,3.32,2.0,4,3.0,1,599.0,0,64,1.0,3.0,9.0,4500000.0,1987.0,3.0,224.0,76.0,1,high
cashnan01,2016,1,22,1,4,7,16,16,0,0,0,238,80,42,13,30,67,0.264,4.76,0.0,1,6.0,0,347.0,0,47,4.0,3.0,10.0,7150000.0,1986.0,9.0,235.0,78.0,1,high
castrmi01,2016,1,8,1,0,0,19,0,0,0,0,44,18,10,3,5,12,0.3,6.14,0.0,0,1.0,0,67.0,4,10,1.0,0.0,1.0,509500.0,1994.0,12.0,205.0,79.0,1,low
cecilbr01,2016,1,28,0,1,7,54,0,0,0,0,110,39,16,6,8,45,0.269,3.93,0.0,0,2.0,0,157.0,8,17,1.0,1.0,3.0,3800000.0,1986.0,7.0,200.0,74.0,0,high
cedenxa01,2016,1,26,0,3,4,54,0,0,0,0,124,36,17,2,13,43,0.229,3.7,1.0,3,0.0,0,174.0,7,17,1.0,2.0,2.0,524100.0,1986.0,8.0,210.0,71.0,0,low
cessalu01,2016,1,17,0,4,4,17,9,0,0,0,211,64,34,16,14,46,0.241,4.35,0.0,2,3.0,0,285.0,5,36,1.0,1.0,3.0,507500.0,1992.0,4.0,208.0,72.0,1,low
chafian01,2016,1,0,1,0,1,32,0,0,0,0,68,22,17,1,11,28,0.259,6.75,1.0,2,1.0,0,98.0,1,18,1.0,0.0,5.0,519700.0,1990.0,6.0,235.0,74.0,0,low
chapmar01,2016,1,17,0,3,0,31,0,0,0,20,94,20,7,2,8,44,0.179,2.01,0.0,2,0.0,1,120.0,29,8,0.0,0.0,2.0,9468443.0,1988.0,2.0,218.0,76.0,0,high
chatwty01,2016,1,8,1,12,9,27,27,0,0,0,474,147,68,15,70,117,0.25,3.87,2.0,7,5.0,0,669.0,0,75,2.0,3.0,22.0,1000000.0,1989.0,12.0,200.0,71.0,1,mid
chaveje01,2016,1,28,0,1,2,39,0,0,0,0,124,43,21,9,10,42,0.269,4.57,0.0,1,2.0,0,173.0,6,22,0.0,1.0,4.0,4000000.0,1983.0,8.0,175.0,73.0,1,high
chenwe02,2016,1,14,1,5,5,22,22,0,0,0,370,134,68,22,24,100,0.276,4.96,0.0,1,3.0,0,520.0,0,69,3.0,4.0,10.0,12500000.0,1985.0,7.0,200.0,72.0,0,high
cingrto01,2016,1,6,1,2,5,65,0,0,0,17,189,54,29,5,37,49,0.236,4.14,1.0,3,3.0,1,271.0,34,30,1.0,1.0,5.0,530000.0,1989.0,7.0,217.0,76.0,0,mid
cishest01,2016,1,23,0,4,6,62,0,0,0,25,192,44,20,8,21,76,0.19,2.81,2.0,4,4.0,0,258.0,40,21,1.0,0.0,2.0,4000000.0,1986.0,6.0,215.0,78.0,1,high
clippty01,2016,1,0,1,2,3,40,0,0,0,1,113,34,18,7,15,46,0.245,4.3,0.0,1,0.0,3,155.0,10,18,1.0,0.0,1.0,6100000.0,1985.0,2.0,200.0,75.0,1,high
cobbal01,2016,1,26,0,1,2,5,5,0,0,0,66,32,21,5,7,16,0.337,8.59,0.0,0,0.0,0,104.0,0,22,1.0,1.0,1.0,4000000.0,1987.0,10.0,205.0,75.0,1,high
colege01,2016,1,21,1,7,10,21,21,1,0,0,348,131,50,7,36,98,0.289,3.88,3.0,5,6.0,1,506.0,0,57,4.0,6.0,9.0,548000.0,1990.0,9.0,220.0,76.0,1,mid
colemlo01,2016,1,13,1,2,1,61,0,0,0,0,144,45,25,5,24,45,0.25,4.69,2.0,3,3.0,0,211.0,11,27,2.0,2.0,3.0,725000.0,1986.0,4.0,205.0,76.0,1,mid
colomal01,2016,1,26,0,2,4,57,0,0,0,37,170,43,12,6,15,71,0.206,1.91,1.0,1,2.0,0,226.0,48,12,0.0,0.0,5.0,521700.0,1988.0,12.0,225.0,73.0,1,low
colonba01,2016,1,18,1,15,8,34,33,0,0,0,575,200,73,24,32,128,0.268,3.43,2.0,0,3.0,0,791.0,0,81,7.0,4.0,19.0,7250000.0,1973.0,5.0,285.0,71.0,1,high
conlead01,2016,1,14,1,8,6,25,25,0,0,0,400,125,57,13,62,124,0.25,3.85,7.0,9,11.0,0,584.0,0,59,7.0,3.0,14.0,512500.0,1990.0,5.0,209.0,75.0,0,low
corbipa01,2016,1,0,1,5,13,36,24,0,0,1,467,177,89,24,66,131,0.286,5.15,2.0,9,5.0,0,701.0,6,109,6.0,5.0,15.0,2525000.0,1989.0,7.0,220.0,76.0,0,mid
cosarja01,2016,1,14,1,0,1,4,4,0,0,0,59,19,13,0,16,11,0.257,5.95,2.0,2,0.0,0,92.0,0,14,1.0,1.0,3.0,550000.0,1990.0,5.0,206.0,75.0,1,mid
cothaca01,2016,1,6,1,0,3,23,0,0,0,0,73,32,20,3,12,21,0.323,7.4,2.0,1,3.0,0,117.0,3,21,1.0,2.0,2.0,509675.0,1987.0,11.0,215.0,75.0,1,low
cuetojo01,2016,1,24,1,18,5,32,32,5,2,0,659,195,68,15,45,198,0.238,2.79,1.0,3,8.0,1,881.0,0,71,7.0,3.0,13.0,17500000.0,1986.0,2.0,229.0,71.0,1,high
danksjo01,2016,1,4,0,0,4,4,4,0,0,0,67,28,18,5,11,16,0.322,7.25,0.0,1,0.0,0,100.0,0,20,0.0,2.0,4.0,15750000.0,1985.0,4.0,210.0,73.0,0,high
darviyu01,2016,1,27,0,7,5,17,17,0,0,0,301,81,38,12,31,132,0.214,3.41,1.0,6,3.0,0,416.0,0,43,0.0,4.0,3.0,10000000.0,1986.0,8.0,220.0,77.0,1,high
daviswa01,2016,1,11,0,2,1,45,0,0,0,27,130,33,9,0,16,47,0.21,1.87,0.0,4,3.0,0,176.0,40,9,0.0,0.0,4.0,8000000.0,1985.0,9.0,225.0,77.0,1,high
degroja01,2016,1,18,1,7,8,24,24,1,1,0,444,142,50,15,36,143,0.255,3.04,0.0,4,3.0,0,604.0,0,53,5.0,3.0,15.0,607000.0,1988.0,6.0,180.0,76.0,1,mid
delarjo01,2016,1,8,1,8,9,27,24,0,0,0,402,157,82,23,63,108,0.293,5.51,3.0,7,8.0,1,614.0,0,93,4.0,3.0,15.0,12500000.0,1981.0,4.0,215.0,73.0,0,high
delarru01,2016,1,0,1,4,5,13,10,0,0,0,152,43,24,8,20,54,0.219,4.26,1.0,2,4.0,1,222.0,1,26,1.0,1.0,0.0,2350000.0,1989.0,3.0,210.0,72.0,1,mid
delgara01,2016,1,0,1,5,2,79,0,0,0,0,225,77,37,8,36,68,0.265,4.44,3.0,7,2.0,0,337.0,14,39,3.0,5.0,4.0,1275000.0,1990.0,2.0,220.0,76.0,1,mid
desclan01,2016,1,6,1,9,5,20,20,1,1,0,370,120,45,16,30,105,0.259,3.28,2.0,6,4.0,1,507.0,0,51,7.0,3.0,12.0,540000.0,1990.0,4.0,195.0,74.0,1,mid
detwiro01,2016,1,7,0,0,0,7,0,0,0,0,14,3,3,1,4,3,0.188,5.79,0.0,0,0.0,0,21.0,0,3,0.0,1.0,1.0,1000000.0,1986.0,3.0,210.0,77.0,0,mid
diazju03,2016,1,6,1,1,1,45,0,0,0,0,129,36,15,8,19,37,0.224,3.14,1.0,5,1.0,0,182.0,11,20,1.0,0.0,4.0,525000.0,1984.0,2.0,315.0,76.0,1,low
dickera01,2016,1,28,0,10,15,30,29,0,0,0,509,169,84,28,63,126,0.258,4.46,0.0,5,6.0,1,728.0,1,97,1.0,3.0,21.0,12000000.0,1974.0,10.0,215.0,75.0,1,high
diekmja01,2016,1,27,0,4,2,66,0,0,0,4,159,36,20,4,26,59,0.189,3.4,1.0,3,3.0,0,221.0,14,22,0.0,2.0,5.0,1255000.0,1987.0,1.0,195.0,76.0,0,mid
doolise01,2016,1,19,0,2,3,44,0,0,0,4,117,33,14,6,8,45,0.231,3.23,2.0,1,0.0,0,155.0,13,14,4.0,0.0,1.0,1580000.0,1986.0,9.0,204.0,74.0,0,mid
duffyda01,2016,1,11,0,12,3,42,26,1,0,0,539,163,70,27,42,188,0.241,3.51,0.0,4,7.0,0,731.0,5,71,4.0,2.0,13.0,4225000.0,1988.0,12.0,205.0,75.0,0,high
dukeza01,2016,1,4,0,2,0,53,0,0,0,1,113,31,11,2,16,42,0.225,2.63,3.0,2,2.0,0,159.0,9,11,2.0,1.0,4.0,5000000.0,1983.0,4.0,210.0,74.0,0,high
dullry01,2016,1,19,0,5,5,70,0,0,0,3,223,50,20,10,15,73,0.186,2.42,4.0,6,1.0,0,290.0,9,23,0.0,5.0,2.0,507500.0,1989.0,10.0,185.0,69.0,1,low
dunnmi01,2016,1,14,1,6,1,51,0,0,0,0,127,43,16,5,11,38,0.27,3.4,0.0,2,3.0,0,176.0,5,16,1.0,2.0,3.0,3450000.0,1985.0,5.0,212.0,72.0,0,mid
dysonsa01,2016,1,27,0,3,2,73,0,0,0,38,211,63,19,5,23,55,0.244,2.43,0.0,3,3.0,0,285.0,53,19,1.0,0.0,12.0,525270.0,1988.0,5.0,212.0,73.0,1,low
edginjo01,2016,1,18,1,1,0,16,0,0,0,0,31,10,6,1,6,11,0.27,5.23,0.0,1,0.0,0,45.0,4,6,0.0,2.0,2.0,625000.0,1986.0,12.0,245.0,73.0,0,mid
eickhje01,2016,1,20,1,11,14,33,33,0,0,0,592,187,80,30,42,167,0.251,3.65,2.0,6,8.0,2,811.0,0,88,6.0,10.0,14.0,516000.0,1990.0,7.0,246.0,76.0,1,low
eovalna01,2016,1,17,0,9,8,24,21,0,0,0,374,123,66,23,40,97,0.255,4.76,2.0,5,1.0,0,525.0,2,66,1.0,1.0,8.0,5600000.0,1990.0,2.0,217.0,74.0,1,high
escobed01,2016,1,16,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,2150000.0,1989.0,1.0,193.0,70.0,1,mid
estrama01,2016,1,28,0,9,9,29,29,0,0,0,528,132,68,23,65,165,0.203,3.48,1.0,5,4.0,0,723.0,0,73,0.0,3.0,6.0,11500000.0,1983.0,7.0,180.0,72.0,1,high
evelada01,2016,1,26,0,0,1,33,0,0,0,0,69,32,23,3,19,21,0.333,9.0,3.0,0,3.0,0,119.0,8,23,0.0,1.0,3.0,895000.0,1983.0,10.0,235.0,73.0,0,mid
familje01,2016,1,18,1,3,4,78,0,0,0,51,233,63,22,1,31,84,0.22,2.55,6.0,3,1.0,0,321.0,67,25,2.0,1.0,10.0,4100000.0,1989.0,10.0,240.0,75.0,1,high
farmebu01,2016,1,9,0,0,1,14,1,0,0,0,88,25,15,4,20,27,0.231,4.6,1.0,2,1.0,0,131.0,7,15,1.0,1.0,3.0,509500.0,1991.0,2.0,232.0,76.0,1,low
farquda01,2016,1,26,0,1,0,35,0,0,0,0,106,33,12,8,15,46,0.241,3.06,1.0,1,4.0,0,158.0,11,14,2.0,0.0,1.0,527000.0,1987.0,2.0,185.0,69.0,1,low
faulkan01,2016,1,27,0,0,0,9,0,0,0,0,20,8,5,3,4,1,0.286,6.75,1.0,2,0.0,0,32.0,1,7,0.0,0.0,1.0,508500.0,1992.0,9.0,205.0,75.0,0,low
feldmsc01,2016,1,10,0,5,3,26,5,0,0,0,186,64,20,8,13,42,0.264,2.9,3.0,0,3.0,0,265.0,9,27,4.0,3.0,4.0,8000000.0,1983.0,2.0,225.0,78.0,1,high
felizmi01,2016,1,10,0,8,1,47,0,0,0,0,195,55,32,10,22,95,0.224,4.43,0.0,6,0.0,0,270.0,17,33,0.0,2.0,1.0,508200.0,1993.0,6.0,250.0,76.0,1,low
felizne01,2016,1,21,1,4,2,62,0,0,0,2,161,40,21,10,21,61,0.207,3.52,1.0,3,1.0,0,218.0,6,21,2.0,1.0,5.0,3900000.0,1988.0,5.0,235.0,75.0,1,high
fernajo02,2016,1,14,1,16,8,29,29,0,0,0,547,149,58,13,55,253,0.224,2.86,6.0,9,6.0,1,737.0,0,63,7.0,5.0,14.0,2800000.0,1992.0,7.0,240.0,75.0,1,mid
fieldjo03,2016,1,10,0,0,0,15,0,0,0,0,47,23,12,2,3,20,0.343,6.89,0.0,0,0.0,0,71.0,7,14,0.0,1.0,2.0,900000.0,1985.0,8.0,191.0,72.0,1,mid
fienca01,2016,1,16,0,1,0,14,0,0,0,0,41,21,12,5,3,12,0.35,7.9,0.0,1,0.0,0,63.0,2,12,0.0,0.0,2.0,2275000.0,1983.0,10.0,210.0,74.0,1,mid
fiersmi01,2016,1,10,0,11,8,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0.0,17,7.0,0,724.0,0,89,3.0,5.0,6.0,524100.0,1985.0,6.0,211.0,74.0,1,low
finnebr01,2016,1,6,1,10,11,31,31,1,0,0,516,150,76,29,84,145,0.236,3.98,2.0,6,4.0,2,734.0,0,86,5.0,5.0,17.0,511500.0,1993.0,4.0,216.0,71.0,0,low
fistedo01,2016,1,10,0,12,13,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1.0,10,7.0,0,779.0,0,98,0.0,3.0,20.0,7000000.0,1984.0,2.0,210.0,80.0,1,high
flahery01,2016,1,2,0,0,0,1,0,0,0,0,3,3,2,1,0,0,0.429,18.0,0.0,0,0.0,0,7.0,1,2,0.0,0.0,0.0,1500000.0,1986.0,7.0,205.0,75.0,1,mid
floydga01,2016,1,28,0,2,4,28,0,0,0,0,93,23,14,4,8,30,0.205,4.06,1.0,4,3.0,0,124.0,10,14,0.0,1.0,2.0,1000000.0,1983.0,1.0,245.0,76.0,1,mid
gallayo01,2016,1,2,0,6,8,23,23,0,0,0,354,126,71,16,61,85,0.276,5.42,2.0,6,1.0,0,526.0,0,74,1.0,6.0,13.0,8728776.0,1986.0,2.0,205.0,74.0,1,high
gantjo01,2016,1,1,1,1,4,20,7,0,0,0,150,54,27,7,21,49,0.278,4.86,3.0,4,2.0,0,222.0,6,32,3.0,2.0,4.0,507500.0,1992.0,8.0,200.0,76.0,1,low
garcija01,2016,1,24,1,2,5,62,0,0,0,31,174,50,23,8,19,65,0.235,3.57,2.0,4,5.0,2,241.0,44,23,3.0,1.0,6.0,6500000.0,1980.0,7.0,210.0,72.0,1,high
garcija02,2016,1,25,1,10,13,32,30,1,1,0,515,179,89,26,57,150,0.268,4.67,3.0,8,7.0,0,741.0,0,94,7.0,2.0,21.0,11500000.0,1986.0,7.0,215.0,74.0,0,high
garciyi01,2016,1,13,1,0,0,9,0,0,0,0,25,9,3,0,1,4,0.31,3.24,0.0,0,1.0,0,35.0,1,3,2.0,2.0,1.0,517500.0,1990.0,8.0,228.0,74.0,1,low
garzama01,2016,1,15,1,6,8,19,19,0,0,0,305,117,51,11,36,70,0.283,4.51,2.0,3,3.0,0,461.0,0,67,4.0,4.0,8.0,12209424.0,1983.0,11.0,220.0,76.0,1,high
gausmke01,2016,1,2,0,9,12,30,30,0,0,0,539,183,72,28,47,174,0.262,3.61,1.0,8,5.0,0,757.0,0,76,4.0,3.0,19.0,532000.0,1991.0,1.0,190.0,74.0,1,mid
gearrco01,2016,1,24,1,3,2,56,0,0,0,3,145,42,23,4,14,45,0.233,4.28,2.0,1,1.0,0,197.0,10,24,0.0,2.0,7.0,550000.0,1986.0,4.0,205.0,73.0,1,mid
geedi01,2016,1,11,0,8,9,33,14,0,0,0,375,146,65,24,37,89,0.291,4.68,3.0,1,6.0,1,551.0,3,67,3.0,3.0,10.0,2000000.0,1986.0,4.0,205.0,73.0,1,mid
geltzst01,2016,1,26,0,0,2,27,0,0,0,0,80,24,17,11,9,23,0.238,5.74,0.0,3,1.0,0,112.0,11,17,0.0,1.0,1.0,519300.0,1987.0,11.0,210.0,70.0,1,low
gibsoky01,2016,1,16,0,6,11,25,25,1,0,0,442,175,83,20,55,104,0.298,5.07,3.0,9,4.0,0,653.0,0,89,3.0,4.0,21.0,587500.0,1987.0,10.0,215.0,78.0,1,mid
gileske01,2016,1,10,0,2,5,69,0,0,0,15,197,60,30,8,25,102,0.234,4.11,1.0,14,2.0,0,286.0,24,32,2.0,1.0,0.0,528200.0,1990.0,9.0,210.0,75.0,1,low
givenmy01,2016,1,2,0,8,2,66,0,0,0,0,224,59,26,6,36,96,0.22,3.13,2.0,3,6.0,0,313.0,8,28,2.0,1.0,6.0,511500.0,1990.0,5.0,230.0,72.0,1,low
goinsry01,2016,1,28,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0.5,0.0,1.0,0,0.0,0,5.0,0,0,0.0,0.0,1.0,520200.0,1988.0,2.0,180.0,70.0,1,low
gomezje01,2016,1,20,1,3,5,70,0,0,0,37,206,78,37,6,22,47,0.289,4.85,2.0,3,2.0,0,297.0,59,38,0.0,3.0,10.0,1400000.0,1988.0,2.0,215.0,75.0,1,mid
gonzagi01,2016,1,29,1,11,11,32,32,0,0,0,532,179,90,19,59,171,0.262,4.57,2.0,7,9.0,0,765.0,0,98,8.0,5.0,17.0,12100000.0,1985.0,9.0,205.0,72.0,0,high
graveke01,2016,1,19,0,10,11,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2.0,2,7.0,0,786.0,0,87,2.0,6.0,19.0,512500.0,1990.0,12.0,200.0,74.0,1,low
grayjo02,2016,1,8,1,10,10,29,29,1,1,0,504,153,86,18,59,185,0.243,4.61,2.0,7,12.0,0,712.0,0,92,5.0,5.0,10.0,509500.0,1991.0,11.0,225.0,76.0,1,low
grayso01,2016,1,19,0,5,11,22,22,0,0,0,351,133,74,18,42,94,0.286,5.69,0.0,15,2.0,0,517.0,0,80,0.0,7.0,9.0,527500.0,1989.0,11.0,195.0,70.0,1,low
greensh02,2016,1,9,0,5,4,50,3,0,0,2,181,58,39,3,22,59,0.257,5.82,1.0,0,4.0,0,256.0,4,39,2.0,2.0,5.0,517000.0,1988.0,11.0,200.0,76.0,1,low
gregelu01,2016,1,10,0,4,3,59,0,0,0,15,173,38,21,5,18,67,0.183,3.28,2.0,6,2.0,0,230.0,25,23,0.0,2.0,3.0,6750000.0,1984.0,5.0,205.0,75.0,1,high
greinza01,2016,1,0,1,13,7,26,26,1,1,0,476,161,77,23,41,134,0.262,4.37,3.0,1,0.0,0,667.0,0,80,7.0,4.0,9.0,31799030.0,1983.0,10.0,200.0,74.0,1,high
grillja01,2016,1,1,1,1,2,21,0,0,0,2,51,16,10,2,13,23,0.242,5.29,1.0,1,1.0,0,81.0,8,11,0.0,1.0,1.0,3625000.0,1976.0,11.0,235.0,77.0,1,mid
grimmju01,2016,1,5,1,2,1,68,0,0,0,0,158,47,24,5,23,65,0.234,4.1,2.0,7,1.0,0,225.0,11,24,0.0,0.0,0.0,1275000.0,1988.0,8.0,210.0,75.0,1,mid
gurkaja01,2016,1,8,1,0,0,6,0,0,0,0,29,16,10,1,2,7,0.381,9.31,0.0,0,0.0,0,45.0,5,10,0.0,1.0,1.0,660000.0,1988.0,1.0,170.0,72.0,0,mid
hamelco01,2016,1,27,0,15,5,32,32,0,0,0,602,185,74,24,77,200,0.243,3.32,1.0,4,8.0,1,848.0,0,83,1.0,2.0,19.0,22500000.0,1983.0,12.0,205.0,76.0,0,high
hammeja01,2016,1,5,1,15,10,30,30,0,0,0,500,148,71,25,53,144,0.239,3.83,0.0,9,9.0,0,692.0,0,77,7.0,3.0,14.0,9000000.0,1982.0,9.0,225.0,78.0,1,high
happja01,2016,1,28,0,20,4,32,32,0,0,0,585,168,69,22,60,163,0.231,3.18,0.0,3,6.0,2,796.0,0,72,2.0,2.0,21.0,10000000.0,1982.0,10.0,205.0,77.0,0,high
hardybl01,2016,1,9,0,1,0,21,0,0,0,0,77,25,10,2,12,20,0.253,3.51,1.0,1,0.0,0,112.0,10,11,1.0,0.0,3.0,520500.0,1987.0,3.0,218.0,74.0,0,low
harriwi02,2016,1,10,0,1,2,66,0,0,0,12,192,52,16,3,15,69,0.22,2.25,1.0,4,1.0,0,255.0,19,17,1.0,2.0,6.0,525500.0,1984.0,8.0,236.0,76.0,1,low
harvema01,2016,1,18,1,4,10,17,17,0,0,0,278,111,50,8,25,76,0.302,4.86,1.0,4,1.0,0,402.0,0,55,5.0,4.0,10.0,4325000.0,1989.0,3.0,220.0,76.0,1,high
hatchch02,2016,1,13,1,5,4,37,0,0,0,0,122,40,25,8,21,43,0.253,5.53,4.0,4,1.0,0,181.0,10,26,1.0,0.0,3.0,1065000.0,1985.0,1.0,200.0,73.0,1,mid
heanean01,2016,1,12,0,0,1,1,1,0,0,0,18,7,4,2,0,7,0.28,6.0,0.0,0,0.0,0,25.0,0,4,0.0,0.0,0.0,515000.0,1991.0,6.0,200.0,74.0,0,low
hellije01,2016,1,20,1,12,10,32,32,1,1,0,567,173,78,24,45,154,0.243,3.71,0.0,6,6.0,1,772.0,0,86,4.0,6.0,21.0,7000000.0,1987.0,4.0,190.0,73.0,1,high
hendeji01,2016,1,18,1,2,2,44,0,0,0,0,105,34,16,7,14,40,0.248,4.11,0.0,0,2.0,1,155.0,8,17,1.0,1.0,1.0,600000.0,1982.0,10.0,220.0,77.0,1,mid
hendrky01,2016,1,5,1,16,8,31,30,2,1,0,570,142,45,15,44,170,0.207,2.13,3.0,5,8.0,0,745.0,0,53,4.0,3.0,12.0,541000.0,1989.0,12.0,190.0,75.0,1,mid
hendrli01,2016,1,19,0,0,4,53,0,0,0,0,194,69,27,6,14,71,0.27,3.76,3.0,3,1.0,0,275.0,10,31,0.0,4.0,6.0,523400.0,1989.0,2.0,235.0,72.0,1,low
hernada01,2016,1,20,1,3,4,70,0,0,0,1,218,77,31,11,32,80,0.27,3.84,5.0,6,2.0,0,322.0,16,31,1.0,1.0,5.0,3900000.0,1985.0,5.0,245.0,75.0,1,high
hernafe02,2016,1,23,0,11,8,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0.0,6,10.0,0,655.0,0,76,3.0,0.0,17.0,25857143.0,1986.0,4.0,220.0,75.0,1,high
herreke01,2016,1,11,0,2,6,72,0,0,0,12,216,57,22,6,12,86,0.214,2.75,0.0,3,3.0,0,283.0,23,23,1.0,1.0,3.0,2550000.0,1989.0,12.0,220.0,70.0,1,mid
hestoch01,2016,1,24,1,1,1,4,0,0,0,0,15,9,6,0,6,3,0.409,10.8,2.0,3,0.0,0,29.0,0,6,1.0,0.0,0.0,530000.0,1988.0,4.0,195.0,75.0,1,mid
hillri01,2016,1,19,0,9,3,14,14,0,0,0,228,55,19,2,28,90,0.201,2.25,0.0,0,8.0,0,311.0,0,22,0.0,1.0,8.0,6000000.0,1980.0,3.0,221.0,77.0,0,high
hinojda01,2016,1,20,1,0,1,10,0,0,0,0,33,10,4,1,3,8,0.25,3.27,0.0,0,0.0,0,44.0,4,4,0.0,1.0,1.0,514000.0,1986.0,2.0,230.0,73.0,1,low
hochelu01,2016,1,11,0,2,3,40,0,0,0,0,112,31,16,6,9,40,0.226,3.86,0.0,2,3.0,0,151.0,1,17,1.0,1.0,1.0,5500000.0,1983.0,9.0,225.0,77.0,1,high
holadbr01,2016,1,27,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,519000.0,1987.0,11.0,203.0,72.0,1,low
holtty01,2016,1,6,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0,508000.0,1989.0,3.0,190.0,70.0,1,low
hoovejj01,2016,1,6,1,1,2,18,0,0,0,1,56,29,28,9,12,15,0.345,13.5,1.0,0,1.0,0,97.0,8,29,0.0,0.0,1.0,1400000.0,1987.0,8.0,240.0,75.0,1,mid
howeljp01,2016,1,13,1,1,1,64,0,0,0,0,152,56,23,4,15,44,0.281,4.09,2.0,3,3.0,0,220.0,11,23,1.0,2.0,4.0,6250000.0,1983.0,4.0,180.0,72.0,0,high
hudsoda01,2016,1,0,1,3,2,70,0,0,0,5,181,65,35,6,22,58,0.269,5.22,3.0,5,4.0,0,268.0,17,40,0.0,0.0,3.0,2700000.0,1987.0,3.0,215.0,75.0,1,mid
hugheja02,2016,1,21,1,1,1,67,0,0,0,1,178,62,20,6,22,34,0.277,3.03,3.0,5,5.0,0,257.0,18,24,4.0,2.0,8.0,2175000.0,1985.0,7.0,240.0,79.0,1,mid
