Year,Full Name,Age,Salary,ERA,Hits,Earned Runs,Strike Outs,Home Runs,Wins,Losses,Outs Pitched,Batters Faced by Pitcher,Games Finished,Weight,Height,League,Team,Games Started
1996,McDowellJack,30,4800000,5.11,214,109,141,22,13,9,576,846,0,180,77,AL,CLE,30
1996,MenhartPaul,27,140000,7.29,55,34,18,9,2,2,126,196,4,190,74,AL,SEA,6
1996,MerckerKent,28,2825000,7.76,73,50,22,12,3,6,174,283,0,175,73,AL,BAL,12
1996,MiceliDan,26,220000,5.78,99,55,66,15,2,10,257,398,17,185,73,NL,PIT,9
1996,MillerKurt,24,118000,6.8,57,35,30,5,1,3,139,222,6,205,77,NL,FLO,5
1996,MimbsMike,27,160000,5.53,116,61,56,13,3,9,298,448,0,182,74,NL,PHI,17
1996,MirandaAngel,27,135000,4.94,116,60,78,12,7,6,328,503,5,160,73,AL,ML4,12
1996,MorganMike,37,1250000,5.24,118,60,55,14,4,8,309,452,0,195,75,NL,SLN,18
1996,MoyerJamie,34,825000,4.5,111,45,50,14,7,1,270,405,1,170,72,AL,BOS,10
1996,MulhollandTerry,33,700000,4.66,157,69,52,17,8,7,400,571,0,200,75,NL,PHI,21
1996,MussinaMike,28,4000000,4.81,264,130,204,31,19,11,730,1039,0,185,74,AL,BAL,36
1996,NagyCharles,29,3487500,3.41,217,84,167,21,17,5,666,921,0,200,75,AL,CLE,32
1996,NavarroJaime,29,3600000,3.92,244,103,158,25,15,12,710,1007,0,210,76,NL,CHN,35
1996,NeagleDenny,28,2300000,3.05,186,62,131,21,14,6,548,745,0,200,76,NL,PIT,27
1996,NomoHideo,28,600000,3.19,180,81,234,23,16,11,685,932,0,210,74,NL,LAN,33
1996,OgeaChad,26,145000,4.79,151,78,101,22,10,6,440,620,2,200,74,AL,CLE,21
1996,OlivaresOmar,29,505000,4.89,169,87,81,16,7,11,480,708,0,185,73,AL,DET,25
1996,OliverDarren,26,220000,4.66,190,90,112,20,14,6,521,777,0,250,75,AL,TEX,30
1996,OsborneDonovan,27,725000,3.53,191,78,134,22,13,9,596,822,0,195,74,NL,SLN,30
1996,PaniaguaJose,23,109000,3.53,55,20,27,7,2,4,153,223,0,185,74,NL,MON,11
1996,ParkChan Ho,23,124000,3.64,82,44,119,7,5,5,326,477,7,210,74,NL,LAN,10
1996,ParraJose,24,125000,6.04,88,47,50,15,5,5,210,320,7,160,71,AL,MIN,5
1996,ParrisSteve,29,135000,7.18,35,21,27,4,0,3,79,123,3,190,72,NL,PIT,4
1996,PavlikRoger,29,1250000,5.19,216,116,127,28,15,8,603,877,0,220,75,AL,TEX,34
1996,PersonRobert,27,109000,4.52,86,45,76,16,4,5,269,390,1,180,72,NL,NYN,13
1996,PetersChris,24,109000,5.63,72,40,28,9,2,4,192,283,0,162,73,NL,PIT,10
1996,PetkovsekMark,31,150000,3.55,83,35,45,9,11,2,266,377,7,185,72,NL,SLN,6
1996,PettitteAndy,24,195000,3.87,229,95,162,23,21,8,663,929,1,235,77,AL,NYA,34
1996,PortugalMark,34,4333334,3.98,146,69,93,20,8,9,468,646,0,170,72,NL,CIN,26
1996,PrietoAriel,27,181000,4.15,130,58,75,9,6,7,377,547,0,220,75,AL,OAK,21
1996,QuantrillPaul,28,775000,5.43,172,81,86,27,5,14,403,609,7,175,73,AL,TOR,20
1996,RadkeBrad,24,175000,4.46,231,115,148,40,11,16,696,973,0,180,74,AL,MIN,35
1996,RappPat,29,350000,5.1,184,92,86,12,8,16,487,728,1,195,75,NL,FLO,29
1996,RemlingerMike,30,130000,5.6,24,17,19,4,0,1,82,125,2,195,72,NL,CIN,4
1996,ReyesCarlos,27,170000,4.78,134,65,78,19,7,10,367,550,14,190,73,AL,OAK,10
1996,ReynosoArmando,30,440000,4.96,195,93,88,27,8,9,506,733,0,186,72,NL,COL,30
1996,ReynoldsShane,28,330000,3.65,227,97,204,20,16,10,717,981,0,210,75,NL,HOU,35
1996,RitzKevin,31,740000,5.28,236,125,105,24,17,11,639,966,0,195,76,NL,COL,35
1996,RobertsonRich,28,140000,5.12,197,106,114,22,7,17,559,853,1,175,76,AL,MIN,31
1996,RodriguezFrankie,24,137500,5.05,218,116,110,27,13,14,620,899,4,193,72,AL,MIN,33
1996,RogersKenny,32,5000000,4.68,179,93,92,16,12,8,537,786,0,200,73,AL,NYA,30
1996,RosadoJose,22,109000,3.21,101,38,64,7,8,6,320,441,0,175,72,AL,KCA,16
1996,RuebelMatt,27,109000,4.6,64,30,22,7,1,1,176,265,3,180,74,NL,PIT,7
1996,RueterKirk,26,160000,4.58,91,40,30,12,5,6,236,338,0,190,75,NL,MON,16
1996,SagerA. J.,31,160000,5.01,91,44,52,10,4,5,237,347,1,220,76,AL,DET,9
1996,SalkeldRoger,25,120000,5.2,114,67,82,18,8,5,348,509,2,215,77,NL,CIN,19
1996,SandersonScott,40,200000,7.5,39,15,7,5,0,2,54,98,0,195,77,AL,CAL,4
1996,SandersScott,27,300000,3.38,117,54,157,10,9,5,432,594,6,210,76,NL,SDN,16
1996,SchillingCurt,30,2000000,3.19,149,65,182,16,9,10,550,732,0,205,77,NL,PHI,26
1996,SchmidtJason,23,111500,6.75,69,44,48,8,3,4,176,274,0,185,77,NL,ATL,11
1996,SchourekPete,27,3300000,6.01,79,45,54,7,4,5,202,304,0,195,77,NL,CIN,12
1996,SeleAaron,26,380000,5.32,192,93,137,14,7,11,472,722,0,205,77,AL,BOS,29
1996,SmileyJohn,31,4975000,3.64,207,88,171,20,13,14,652,889,0,180,76,NL,CIN,34
1996,SmithZane,36,400000,5.08,104,47,47,7,4,6,250,368,0,185,74,NL,PIT,16
1996,SmoltzJohn,29,6000000,2.94,199,83,276,19,24,8,761,995,0,210,75,NL,ATL,35
1996,SparksSteve,31,175000,6.6,103,65,21,19,4,7,266,406,2,187,72,AL,ML4,13
1996,SpringerDennis,31,150000,5.51,91,58,64,24,5,6,284,413,3,185,70,AL,CAL,15
1996,SpringerRuss,28,185000,4.66,106,50,94,12,3,10,290,437,12,195,76,NL,PHI,7
1996,StottlemyreTodd,31,4000000,3.87,191,96,194,30,14,11,670,944,0,195,75,NL,SLN,33
1996,SuppanJeff,21,117000,7.54,29,19,13,3,1,1,68,107,2,225,74,AL,BOS,4
1996,SwiftBill,35,4608333,5.4,23,11,5,1,1,1,55,81,2,170,72,NL,COL,3
1996,TapaniKevin,32,1500000,4.59,236,115,150,34,13,10,676,971,0,180,72,AL,CHA,34
1996,TavarezJulian,23,391666,5.36,101,48,46,9,4,7,242,353,13,165,74,AL,CLE,4
1996,TelemacoAmaury,22,109000,5.46,108,59,64,20,5,7,292,427,2,220,76,NL,CHN,17
1996,TelghederDave,30,147500,4.65,92,41,43,12,4,7,238,348,1,212,75,AL,OAK,14
1996,TewksburyBob,36,1500000,4.31,224,99,126,17,10,10,620,881,0,200,76,NL,SDN,33
1996,ThompsonJustin,23,109000,4.58,62,30,44,7,1,6,177,267,0,215,76,AL,DET,11
1996,ThompsonMark,25,145000,5.3,189,100,99,25,9,11,509,763,2,205,74,NL,COL,28
1996,TrachselSteve,26,220000,3.03,181,69,132,30,13,9,615,845,0,185,75,NL,CHN,31
1996,UrbinaUgueth,22,112000,3.71,102,47,108,18,10,5,342,484,2,185,74,NL,MON,17
1996,ValdezIsmael,23,425000,3.32,219,83,173,20,15,7,675,945,0,185,75,NL,LAN,33
1996,ValdesMarc,25,118000,4.81,63,26,13,5,1,3,146,228,0,170,72,NL,FLO,8
1996,ValenzuelaFernando,36,1000000,3.62,177,69,95,17,13,8,515,741,0,180,71,NL,SDN,31
1996,Van EgmondTim,27,115000,5.27,58,32,33,6,3,5,164,242,1,185,74,AL,ML4,9
1996,VanLandinghamWilliam,26,200000,5.4,196,109,97,17,9,14,545,810,0,210,74,NL,SFN,32
1996,Van PoppelTodd,25,318000,7.71,86,54,37,13,1,5,189,301,8,210,77,AL,OAK,6
1996,WadeTerrell,23,109000,2.97,57,23,79,9,5,0,209,305,13,205,75,NL,ATL,8
1996,WagnerPaul,29,275000,5.4,86,49,81,10,4,8,245,361,0,205,75,NL,PIT,15
1996,WakefieldTim,30,450000,5.14,238,121,140,38,14,13,635,963,0,210,74,AL,BOS,32
1996,WallDonne,29,115000,4.56,170,76,99,17,9,8,450,643,1,180,73,NL,HOU,23
1996,WasdinJohn,24,111000,5.96,145,87,75,24,8,7,394,575,2,190,74,AL,OAK,21
1996,WatsonAllen,26,240000,4.61,189,95,128,28,8,12,557,793,0,195,75,NL,SFN,29
1996,WeathersDavid,27,225000,4.54,85,36,40,7,2,2,214,319,8,205,75,NL,FLO,8
1996,WellsBob,30,155000,5.3,141,77,94,25,12,7,392,574,6,180,72,AL,SEA,16
1996,WellsDavid,33,3200000,5.14,247,128,130,32,11,14,673,946,0,187,75,AL,BAL,34
1996,WengertDon,27,117000,5.58,200,100,75,29,7,11,484,725,2,205,74,AL,OAK,25
1996,WestDavid,32,500000,4.76,31,15,22,0,2,2,85,126,0,205,78,NL,PHI,6
1996,WilliamsBrian,27,500000,6.77,145,91,72,21,3,10,363,579,17,205,75,AL,DET,17
1996,WilliamsMike,28,200000,5.44,188,101,103,25,6,14,501,732,1,190,74,NL,PHI,29
1996,WilliamsWoody,30,225000,4.73,64,31,43,8,4,5,177,255,0,180,72,AL,TOR,10
1996,WilsonPaul,23,109000,5.38,157,89,109,15,5,12,447,677,0,235,77,NL,NYN,26
1996,WittBobby,32,1350000,5.41,235,120,157,28,16,12,599,903,1,190,74,AL,TEX,32
1996,WolcottBob,23,115000,5.73,179,95,78,26,7,10,448,672,0,190,72,AL,SEA,28
1996,WorrellTim,29,230000,3.05,109,41,99,9,9,7,363,510,8,210,76,NL,SDN,11
1996,WrightJamey,22,109000,4.93,105,50,45,8,4,4,274,406,0,240,78,NL,COL,15
1997,AdamsonJoel,26,151000,3.54,78,30,56,13,5,3,229,324,3,185,76,AL,ML4,6
1997,AldredScott,29,225000,7.68,102,66,33,20,2,10,232,350,0,195,76,AL,MIN,15
1997,AlvarezWilson,27,4662500,3.03,126,49,110,9,9,8,437,613,0,175,73,AL,CHA,22
1997,AndujarLuis,25,170000,6.48,76,36,28,9,0,6,150,244,5,175,74,AL,TOR,8
1997,AppierKevin,30,4800000,3.4,215,89,196,24,9,13,707,972,0,180,74,AL,KCA,34
1997,AshbyAndy,30,3400000,4.13,207,92,144,17,9,11,602,851,0,180,73,NL,SDN,30
1997,AstacioPedro,29,2900000,4.1,151,70,115,15,7,9,461,654,2,174,74,NL,LAN,24
1997,AverySteve,27,4850000,6.42,127,69,51,15,6,7,290,453,1,180,76,AL,BOS,18
1997,BaileyRoger,27,200000,4.29,210,91,84,27,9,10,573,835,0,180,73,NL,COL,29
1997,BaldwinJames,26,250000,5.27,205,117,140,19,12,15,600,879,0,210,75,AL,CHA,32
1997,BatistaMiguel,26,153000,5.7,36,23,27,4,0,5,109,168,2,210,73,NL,CHN,6
1997,BeechMatt,25,150000,5.07,147,77,120,25,4,9,410,602,0,190,74,NL,PHI,24
1997,BelcherTim,36,2300000,5.02,242,119,113,31,13,12,640,927,0,210,75,AL,KCA,32
1997,BeltranRigo,28,150000,3.48,47,21,50,3,1,2,163,224,16,185,71,NL,SLN,4
1997,BenesAlan,25,240000,2.89,128,52,160,13,9,9,485,666,0,215,77,NL,SLN,23
1997,BenesAndy,30,4850000,3.1,149,61,175,9,10,7,531,727,0,235,78,NL,SLN,26
1997,BereJason,26,420000,4.71,20,15,21,4,4,2,86,123,0,185,75,AL,CHA,6
1997,BergmanSean,27,275000,6.09,126,67,74,11,2,4,297,451,13,205,76,NL,SDN,9
1997,BlairWillie,32,800000,4.17,186,81,90,18,16,8,525,739,0,185,73,AL,DET,27
1997,BohanonBrian,29,205000,3.82,95,40,66,9,6,4,283,412,0,210,74,NL,NYN,14
1997,BonesRicky,28,390000,5.97,102,52,36,10,4,7,235,352,2,200,70,AL,KCA,11
1997,BoskieShawn,30,660000,6.43,95,55,50,14,6,6,231,349,8,205,75,AL,BAL,9
1997,BrocailDoug,30,425000,3.23,74,28,60,10,3,4,234,332,20,220,77,AL,DET,4
1997,BrownKevin,32,4510000,2.69,214,71,205,10,16,8,712,976,0,195,76,NL,FLO,33
1997,BullingerJim,32,525000,5.56,165,96,87,17,7,12,466,697,4,185,74,NL,MON,25
1997,BurbaDave,31,2100000,4.73,157,84,131,22,11,10,480,706,1,220,76,NL,CIN,27
1997,BurkettJohn,33,3550000,4.56,240,96,139,20,9,12,568,828,0,175,74,AL,TEX,30
1997,BurkeJohn,27,151500,6.56,83,43,39,13,2,5,177,288,1,220,76,NL,COL,9
1997,ByrdPaul,27,175000,5.26,47,31,37,6,4,4,159,236,9,185,73,NL,ATL,4
1997,CandiottiTom,40,3000000,3.6,128,54,89,21,10,7,405,573,6,205,75,NL,LAN,18
1997,CarpenterChris,22,150000,5.09,108,46,55,7,3,7,244,374,1,230,78,AL,TOR,13
1997,CastilloFrank,28,1740000,5.42,113,59,67,9,6,9,294,446,0,180,73,NL,CHN,19
1997,ClarkMark,29,2200000,4.25,158,67,72,18,8,7,426,608,0,225,77,NL,NYN,22
1997,ClarkTerry,37,200000,5.87,41,20,11,3,1,4,92,138,2,195,74,AL,TEX,5
1997,ClemensRoger,35,8400000,2.05,204,60,292,9,21,7,792,1044,0,205,76,AL,TOR,34
1997,ColonBartolo,24,150000,5.65,107,59,66,12,4,7,282,427,0,285,71,AL,CLE,17
1997,ConeDavid,34,6666667,2.82,155,61,222,17,12,6,585,805,0,180,73,AL,NYA,29
1997,CookeSteve,27,300000,4.3,184,80,109,15,9,15,502,756,0,225,78,NL,PIT,32
1997,CoppingerRocky,23,185000,6.3,21,14,22,2,1,1,60,95,1,245,77,AL,BAL,4
1997,CordovaFrancisco,25,210000,3.63,175,72,121,14,11,8,536,744,0,190,70,NL,PIT,29
1997,CunnaneWill,23,150000,5.81,114,59,79,11,6,3,274,430,16,200,73,NL,SDN,8
1997,D'AmicoJeff,22,172500,4.71,139,71,94,25,9,7,407,585,0,250,79,AL,ML4,23
1997,DarwinDanny,42,475000,4.13,130,52,62,21,4,8,340,496,0,185,75,AL,CHA,17
1997,DicksonJason,24,162000,4.29,236,97,115,32,13,9,611,888,1,190,72,AL,ANA,32
1997,DrabekDoug,35,1300000,5.74,170,108,85,30,12,11,508,731,0,185,73,AL,CHA,31
1997,EldredCal,30,766667,4.99,207,112,122,31,13,15,606,885,0,215,76,AL,ML4,34
1997,EricksonScott,29,3300000,3.69,218,91,131,16,16,7,665,922,0,220,76,AL,BAL,33
1997,EshelmanVaughn,28,182000,6.33,58,30,18,3,3,3,128,198,6,205,75,AL,BOS,6
1997,EstesShawn,24,162500,3.18,162,71,181,12,19,5,603,849,0,185,74,NL,SFN,32
1997,EyreScott,25,150000,5.04,62,34,36,11,4,4,182,267,0,160,73,AL,CHA,11
1997,FasseroJeff,34,3466667,3.61,226,94,189,21,16,9,703,1010,0,180,73,AL,SEA,35
1997,FernandezAlex,28,7000000,3.59,193,88,183,25,17,12,662,904,0,200,74,NL,FLO,32
1997,FernandezOsvaldo,31,958333,4.95,74,31,31,9,3,4,169,256,0,190,74,NL,SFN,11
1997,FinleyChuck,35,4000000,4.23,152,77,155,20,13,6,492,690,0,220,78,AL,ANA,25
1997,FlorieBryce,27,215000,4.32,74,36,53,4,4,4,225,332,6,185,72,AL,ML4,8
1997,FosterKevin,28,275000,4.61,141,75,118,27,10,7,439,637,0,160,73,NL,CHN,25
1997,GarciaRamon,28,160000,3.69,155,65,120,20,9,8,476,665,5,200,74,NL,HOU,20
1997,GardnerMark,35,900000,4.29,188,86,136,28,12,9,541,764,0,190,73,NL,SFN,30
1997,GlavineTom,31,5050000,2.96,197,79,152,20,14,7,720,970,0,175,72,NL,ATL,33
1997,GonzalezGeremi,22,150000,4.25,126,68,93,16,11,9,432,613,0,200,74,NL,CHN,23
1997,GoodenDwight,33,2000000,4.91,116,58,66,14,9,5,319,472,0,190,74,AL,NYA,19
1997,GordonTom,30,2900000,3.74,155,76,159,10,6,10,548,774,16,160,69,AL,BOS,25
1997,GraceMike,27,185000,3.46,32,15,26,3,3,2,117,151,0,210,76,NL,PHI,6
1997,GreenTyler,27,180000,4.93,72,42,58,8,4,4,230,340,0,185,77,NL,PHI,14
1997,GuzmanJuan,31,4000000,4.95,48,33,52,14,3,6,180,261,0,190,71,AL,TOR,13
1997,HamiltonJoey,27,675000,4.25,199,91,124,22,12,7,578,831,1,220,76,NL,SDN,29
1997,HammondChris,31,700000,5.92,81,43,48,5,3,4,196,293,6,190,73,AL,BOS,8
1997,HamptonMike,25,1420000,3.83,217,95,139,16,15,10,669,941,0,185,70,NL,HOU,34
1997,HaneyChris,29,1700000,4.38,29,12,16,1,1,2,74,110,1,185,75,AL,KCA,3
1997,HasegawaShigetoshi,29,575000,3.93,118,51,83,14,3,7,350,497,17,160,71,AL,ANA,7
1997,HawkinsLaTroy,25,150000,5.84,134,67,58,19,6,12,310,478,0,220,77,AL,MIN,20
1997,HaynesJimmy,25,165000,4.42,74,36,65,7,3,6,220,329,0,185,76,AL,OAK,13
1997,HellingRick,27,165000,4.58,47,28,46,5,3,3,165,226,1,215,75,AL,TEX,8
1997,HenryButch,29,400000,3.52,89,33,51,6,7,3,253,345,13,195,73,AL,BOS,5
1997,HentgenPat,29,3300000,3.68,253,108,160,31,15,10,792,1085,0,210,74,AL,TOR,35
1997,HermansonDustin,25,163000,3.69,134,65,136,15,8,8,475,656,0,195,75,NL,MON,28
1997,HernandezLivan,22,1050000,3.18,81,34,72,5,9,3,289,405,0,245,74,NL,FLO,17
1997,HershiserOrel,39,3100000,4.47,199,97,107,26,14,6,586,826,0,190,75,AL,CLE,32
1997,HillKen,32,4850000,5.19,129,64,68,11,5,8,333,499,0,200,76,AL,TEX,19
1997,HitchcockSterling,26,1200000,5.2,172,93,106,24,10,11,483,693,1,200,73,NL,SDN,28
1997,HoltChris,26,150000,3.52,211,82,95,17,8,12,629,883,0,205,76,NL,HOU,32
1997,IrabuHideki,28,2325000,7.09,69,42,56,15,5,4,160,246,0,240,76,AL,NYA,9
1997,IsringhausenJason,25,212000,7.58,40,25,25,3,2,2,89,145,0,235,75,NL,NYN,6
1997,JacksonDanny,35,4600000,7.71,26,16,13,3,1,2,56,88,0,205,72,NL,SLN,4
1997,JohnsonRandy,34,6325000,2.28,147,54,291,20,20,4,639,850,0,225,82,AL,SEA,29
1997,JonesBobby,27,1925000,3.63,177,78,125,24,15,9,580,806,0,210,76,NL,NYN,30
1997,JudenJeff,26,185000,4.22,125,61,107,17,11,5,390,565,0,245,79,NL,MON,22
1997,KamienieckiScott,33,1535000,4.01,179,80,109,20,10,6,538,764,0,195,72,AL,BAL,30
1997,KarlScott,26,250000,4.47,212,96,119,23,10,13,580,839,0,195,74,AL,ML4,32
1997,KarsaySteve,25,160000,5.77,166,85,92,20,3,12,398,609,0,210,75,AL,OAK,24
1997,KeagleGreg,26,170000,6.55,58,33,33,9,3,5,136,214,0,185,73,AL,DET,10
1997,KeyJimmy,36,2340000,3.43,210,81,141,24,16,10,637,902,0,185,73,AL,BAL,34
1997,KileDarryl,29,1700000,2.57,208,73,205,19,19,7,767,1056,0,185,77,NL,HOU,34
1997,KrivdaRick,27,150000,6.3,67,35,29,7,4,2,150,225,0,180,73,AL,BAL,10
1997,LangstonMark,37,4000000,5.85,61,31,30,8,2,4,143,226,0,177,74,AL,ANA,9
1997,LeiterAl,32,2900000,4.34,133,73,132,13,11,9,454,668,0,200,74,NL,FLO,27
1997,LeiterMark,34,1900000,5.67,216,115,148,25,10,17,548,832,0,200,75,NL,PHI,31
1997,LieberJon,27,335000,4.49,193,94,160,23,11,14,565,799,0,220,75,NL,PIT,32
1997,LiraFelipe,25,285000,5.77,101,59,64,15,5,7,276,415,1,170,72,AL,DET,15
1997,LoaizaEsteban,26,200000,4.13,214,90,122,17,11,11,589,851,0,230,74,NL,PIT,32
1997,LopezAlbie,26,176000,6.93,101,59,63,11,3,7,230,364,10,240,74,AL,CLE,6
1997,LorraineAndrew,25,154000,6.37,45,21,18,2,3,1,89,146,1,195,75,AL,OAK,6
1997,MadduxGreg,31,6775000,2.2,200,57,177,9,19,4,698,893,0,170,72,NL,ATL,33
1997,MaduroCalvin,23,150000,7.23,83,57,31,12,3,7,213,331,0,175,72,NL,PHI,13
1997,MartinezPedro,26,3615000,1.9,158,51,305,16,17,8,724,947,0,170,71,NL,MON,31
1997,MartinezRamon,29,4800000,3.64,123,54,120,14,10,5,401,590,0,165,76,NL,LAN,22
1997,McDonaldBen,30,5000000,4.06,120,60,110,13,8,7,399,551,0,212,79,AL,ML4,21
1997,McDowellJack,31,4800000,5.09,44,23,38,6,3,3,122,181,0,180,77,AL,CLE,6
1997,MendozaRamiro,25,157000,4.24,157,63,82,15,8,6,401,578,9,154,74,AL,NYA,15
1997,MenhartPaul,28,175000,4.7,42,23,22,6,2,3,132,180,0,190,74,NL,SDN,8
1997,MercedesJose,26,153000,3.79,146,67,80,24,7,10,477,653,1,180,73,AL,ML4,23
1997,MerckerKent,29,1700000,3.92,135,63,75,16,8,11,434,616,0,175,73,NL,CIN,25
1997,MillerTravis,25,150000,7.63,64,41,26,8,1,5,145,227,1,205,75,AL,MIN,7
1997,MlickiDave,29,610000,4.0,194,86,157,21,8,12,581,838,0,185,76,NL,NYN,32
1997,MoehlerBrian,26,150000,4.67,198,91,97,22,11,12,526,770,0,195,75,AL,DET,31
1997,MohlerMike,29,250000,5.13,116,58,66,11,1,10,305,462,16,195,74,AL,OAK,10
1997,MorganMike,38,500000,4.78,165,86,103,13,9,12,486,688,0,195,75,NL,CIN,30
1997,MorrisMatt,23,150000,3.19,208,77,149,12,12,9,651,900,0,210,77,NL,SLN,33
1997,MoyerJamie,35,1700000,3.86,187,81,113,21,17,5,566,787,0,170,72,AL,SEA,30
1997,MulhollandTerry,34,2400000,4.07,162,71,74,20,6,12,471,668,0,200,75,NL,CHN,25
1997,MussinaMike,29,6825000,3.2,197,80,218,27,15,8,674,905,0,185,74,AL,BAL,33
1997,NagyCharles,30,3437500,4.28,253,108,149,27,15,11,681,991,0,200,75,AL,CLE,34
1997,NavarroJaime,30,5000000,5.79,267,135,142,22,9,14,629,957,0,210,76,AL,CHA,33
1997,NeagleDenny,29,3610000,2.97,204,77,172,18,20,5,700,947,0,200,76,NL,ATL,34
1997,NomoHideo,29,900000,4.25,193,98,233,23,14,12,622,904,0,210,74,NL,LAN,33
1997,OgeaChad,27,533333,4.99,139,70,80,13,8,9,379,552,0,200,74,AL,CLE,21
1997,OlivaresOmar,30,1125000,4.7,110,60,74,8,5,6,345,502,0,185,73,AL,DET,19
1997,OliverDarren,27,1075000,4.2,213,94,104,29,13,12,604,887,0,250,75,AL,TEX,32
1997,OquistMike,29,195000,5.02,111,60,72,15,4,6,323,473,0,170,74,AL,OAK,17
1997,OsborneDonovan,28,2750000,4.93,84,44,51,10,3,7,241,337,0,195,74,NL,SLN,14
1997,ParkChan Ho,24,270000,3.38,149,72,166,24,14,8,576,792,1,210,74,NL,LAN,29
1997,PavlikRoger,30,2850000,4.37,59,28,35,7,3,5,173,256,0,220,75,AL,TEX,11
1997,PerezCarlos,26,210000,3.88,206,89,110,21,12,13,620,857,0,195,75,NL,MON,32
1997,PersonRobert,28,185000,5.61,125,80,99,19,5,10,385,566,0,180,72,AL,TOR,22
1997,PettitteAndy,25,600000,2.88,233,77,166,7,18,7,721,986,0,235,77,AL,NYA,35
1997,PortugalMark,35,2350000,4.61,17,7,2,0,0,2,41,60,0,170,72,NL,PHI,3
1997,PrietoAriel,28,194000,5.04,155,70,90,16,6,8,375,588,0,220,75,AL,OAK,22
1997,RadkeBrad,25,450000,3.87,238,103,174,28,20,10,719,989,0,180,74,AL,MIN,35
1997,RappPat,30,1125000,4.47,121,54,64,11,4,6,326,484,0,195,75,NL,FLO,19
1997,ReedRick,33,212000,2.89,186,67,113,19,13,9,625,824,0,195,72,NL,NYN,31
1997,RemlingerMike,31,155000,4.14,100,57,145,11,8,8,372,525,10,195,72,NL,CIN,12
1997,ReyesCarlos,28,200000,5.82,101,50,43,13,3,4,232,352,9,190,73,AL,OAK,6
1997,ReynosoArmando,31,1000000,4.53,95,46,47,7,6,3,274,388,0,186,72,NL,NYN,16
1997,ReynoldsShane,29,2050000,4.23,189,85,152,19,9,10,543,773,0,210,75,NL,HOU,30
1997,RigbyBrad,24,150000,4.87,92,42,34,14,1,7,233,339,0,203,78,AL,OAK,14
1997,RitzKevin,32,2500000,5.87,142,70,56,16,6,8,322,486,0,195,76,NL,COL,18
1997,RoaJoe,26,150000,5.21,86,38,34,8,2,5,197,289,4,195,73,NL,SFN,3
1997,RobertsonRich,29,205000,5.69,169,93,69,19,8,12,441,666,2,175,76,AL,MIN,26
1997,RodriguezFrankie,25,220000,4.62,147,73,65,12,3,6,427,613,5,193,72,AL,MIN,15
1997,RogersKenny,33,5000000,5.65,161,91,78,18,6,7,435,651,4,200,73,AL,NYA,22
1997,RosadoJose,23,200000,4.69,208,106,129,26,9,12,610,881,0,175,72,AL,KCA,33
1997,RueterKirk,27,260000,3.45,194,73,115,17,13,6,572,802,0,190,75,NL,SFN,32
1997,RuffcornScott,28,158500,7.71,42,34,33,4,0,3,119,202,3,215,76,NL,PHI,4
1997,RuschGlendon,23,150000,5.5,206,104,116,28,6,9,511,758,0,170,74,AL,KCA,27
1997,SaberhagenBret,33,500000,6.58,30,19,14,5,0,1,78,120,0,160,73,AL,BOS,6
1997,SandersScott,28,1300000,6.47,73,47,62,16,3,6,196,309,15,210,76,AL,SEA,6
1997,SantanaJulio,24,150000,6.75,141,78,64,16,4,6,312,496,3,175,72,AL,TEX,14
1997,SaundersTony,23,150000,4.61,99,57,102,12,4,6,334,483,0,205,74,NL,FLO,21
1997,SchillingCurt,31,3500000,2.97,208,84,319,25,17,11,763,1009,0,205,77,NL,PHI,35
1997,SchmidtJason,24,210000,4.6,193,96,136,16,10,9,563,825,0,185,77,NL,PIT,32
1997,SchourekPete,28,2640000,5.42,78,51,59,18,5,8,254,371,0,195,77,NL,CIN,17
1997,SeleAaron,27,1126000,5.38,196,106,122,25,13,12,532,810,0,205,77,AL,BOS,33
1997,SirotkaMike,26,165000,2.25,36,8,24,4,3,0,96,130,1,190,73,AL,CHA,4
1997,SmileyJohn,32,3750000,5.23,139,68,94,17,9,10,351,514,0,180,76,NL,CIN,20
1997,SmithPete,31,435000,4.81,120,63,68,16,7,6,354,511,7,185,74,NL,SDN,15
1997,SmoltzJohn,30,7000000,3.02,234,86,241,21,15,12,768,1043,0,210,75,NL,ATL,35
1997,SpringerDennis,32,195000,5.18,199,112,75,32,9,9,584,846,0,185,70,AL,ANA,28
1997,StephensonGarrett,25,150000,3.15,104,41,81,11,8,6,351,474,0,195,76,NL,PHI,18
1997,StottlemyreTodd,32,4100000,3.88,155,78,160,16,12,9,543,761,0,195,75,NL,SLN,28
1997,SwiftBill,36,4608333,6.34,85,46,29,11,4,6,196,304,1,170,72,NL,COL,13
1997,TapaniKevin,33,3750000,3.39,77,32,55,7,9,3,255,352,0,180,72,NL,CHN,13
1997,TelghederDave,31,165000,6.06,134,68,55,15,4,6,303,458,0,212,75,AL,OAK,19
1997,TewksburyBob,37,2000000,4.22,200,79,92,12,8,13,506,721,0,200,76,AL,MIN,26
1997,ThompsonJustin,24,198000,3.02,188,75,151,20,15,11,670,891,0,215,76,AL,DET,32
1997,ThomsonJohn,24,150000,4.71,193,87,106,15,7,9,499,721,0,175,75,NL,COL,27
1997,TomkoBrett,24,150000,3.43,106,48,95,14,11,7,378,519,1,220,76,NL,CIN,19
1997,TrachselSteve,27,2100000,4.51,225,101,160,32,8,12,604,878,0,185,75,NL,CHN,34
