ERA,Hits,Earned Runs,Strike Outs,Home Runs,Wins,Losses,Outs Pitched,Batters Faced by Pitcher,Games Finished,Weight,Height,Games Started,salBin_low,salBin_mid,salBin_high,salBin_top
3.84,194,81,107,13,13,9,569,799,0,175,74,32,1,0,0,0
3.84,97,44,55,8,3,5,309,433,9,186,74,10,1,0,0,0
4.25,104,49,73,12,4,8,311,471,9,210,75,11,0,1,0,0
5.12,66,37,38,4,2,3,195,297,6,225,74,5,1,0,0,0
3.0,177,68,152,13,11,15,611,839,1,205,75,30,0,1,0,0
3.46,179,79,135,19,10,11,616,856,0,180,73,33,1,0,0,0
3.55,25,10,13,2,0,4,76,102,0,190,74,4,1,0,0,0
4.45,117,56,44,12,3,10,340,488,0,225,77,20,1,0,0,0
2.41,203,66,208,11,18,11,740,989,0,205,76,32,0,1,0,0
2.88,162,63,214,12,13,7,590,831,0,180,73,27,0,1,0,0
3.82,156,67,96,29,5,7,474,669,1,185,75,25,1,0,0,0
3.68,194,76,117,15,10,10,558,772,1,185,70,30,1,0,0,0
5.4,46,23,30,3,2,2,115,178,0,235,76,7,0,1,0,0
3.66,198,84,99,15,15,10,619,866,0,195,75,33,0,1,0,0
3.96,159,71,124,11,9,9,484,688,21,185,75,15,0,1,0,0
7.18,42,29,19,6,1,3,109,176,4,180,75,6,0,1,0,0
4.57,95,52,72,7,2,7,307,443,3,210,75,15,0,1,0,0
3.0,16,5,7,0,0,1,45,63,0,210,75,3,1,0,0,0
5.49,100,51,66,13,3,6,251,382,6,185,72,11,1,0,0,0
3.88,131,50,37,4,7,4,348,491,9,190,76,11,1,0,0,0
4.08,159,64,55,17,7,11,424,598,0,205,76,25,1,0,0,0
3.47,65,24,33,4,1,2,187,272,5,195,76,7,0,1,0,0
2.77,218,79,177,17,15,11,770,1021,0,185,73,34,0,1,0,0
5.67,33,17,10,1,0,2,81,120,0,210,75,7,1,0,0,0
7.0,19,14,12,3,0,2,54,81,0,185,74,4,1,0,0,0
3.4,197,80,101,18,13,12,636,888,0,220,76,32,1,0,0,0
4.27,199,89,95,21,8,11,563,804,0,200,74,29,1,0,0,0
2.73,162,65,193,12,14,11,644,865,0,220,73,32,0,1,0,0
3.96,212,90,124,24,7,12,613,885,0,220,78,31,0,1,0,0
3.39,225,86,112,13,17,10,685,946,0,200,75,33,1,0,0,0
4.75,126,69,79,12,4,10,392,566,3,185,72,18,1,0,0,0
4.36,179,87,132,15,12,10,539,778,1,190,73,30,1,0,0,0
2.76,197,69,129,6,20,8,675,919,0,175,72,33,0,1,0,0
3.67,197,84,145,11,10,13,618,863,0,190,74,31,0,0,1,0
4.59,116,60,98,9,6,10,353,516,13,160,69,11,0,1,0,0
3.52,85,37,39,5,5,6,284,399,31,196,73,7,1,0,0,0
5.32,75,38,39,5,3,3,193,298,0,225,77,12,1,0,0,0
3.17,182,72,158,11,8,13,614,856,0,203,77,30,0,1,0,0
3.72,110,46,81,8,7,6,334,470,0,215,78,18,0,1,0,0
4.34,228,107,64,35,14,13,665,919,0,200,75,34,0,1,0,0
3.66,229,91,179,17,16,11,672,947,0,160,74,33,0,1,0,0
2.64,135,53,165,6,16,5,542,733,0,190,71,28,1,0,0,0
4.21,149,69,79,13,7,10,442,627,1,190,73,26,1,0,0,0
5.45,40,23,27,6,2,3,114,165,2,185,75,6,1,0,0,0
4.82,209,100,112,14,8,17,560,809,0,210,78,30,0,1,0,0
1.89,34,8,21,4,4,0,114,159,0,220,77,7,1,0,0,0
3.7,182,85,164,18,9,10,620,859,0,195,73,34,1,0,0,0
4.12,113,54,66,13,4,8,354,496,0,190,75,20,0,1,0,0
4.02,185,74,96,16,6,9,497,710,0,195,73,28,1,0,0,0
5.4,32,18,15,3,2,3,90,132,3,190,73,4,1,0,0,0
3.67,209,86,130,15,10,15,632,910,0,190,75,33,0,1,0,0
4.36,162,72,104,15,8,9,446,659,1,170,74,25,0,1,0,0
4.4,187,86,69,17,10,7,528,755,2,180,72,28,1,0,0,0
2.68,187,65,150,13,16,9,654,908,0,200,76,33,0,1,0,0
3.93,160,77,76,19,7,12,529,751,0,190,74,27,0,1,0,0
3.85,223,93,131,22,14,9,652,902,0,200,76,32,0,1,0,0
5.51,18,10,4,1,1,1,49,72,0,175,75,3,1,0,0,0
4.22,117,53,51,5,4,9,339,501,0,205,72,19,0,1,0,0
6.66,71,39,14,4,2,3,158,245,3,200,75,8,1,0,0,0
3.77,154,88,241,13,12,14,631,922,0,225,82,31,0,1,0,0
4.07,135,63,69,13,10,6,418,579,1,175,74,23,0,1,0,0
4.36,193,91,88,13,6,14,564,804,0,195,72,28,1,0,0,0
3.53,205,85,117,24,13,13,650,900,0,185,73,33,0,1,0,0
3.95,124,55,90,8,5,10,376,554,0,185,77,22,1,0,0,0
5.22,90,46,45,12,4,6,238,348,2,180,74,14,0,1,0,0
4.3,166,77,86,18,10,6,484,684,0,205,77,27,0,1,0,0
3.66,206,93,174,14,13,14,687,941,0,177,74,32,0,1,0,0
5.57,84,60,34,9,5,6,291,414,2,205,75,15,0,1,0,0
3.69,180,67,81,16,13,9,490,684,0,180,73,27,0,1,0,0
3.36,191,72,104,9,15,7,579,799,0,195,75,31,0,1,0,0
4.18,116,52,75,9,8,5,336,475,7,200,75,14,1,0,0,0
2.18,201,65,199,7,20,11,804,1061,0,170,72,35,0,1,0,0
4.94,115,49,31,5,4,9,268,403,11,180,73,12,1,0,0,0
4.02,34,14,20,2,1,2,94,143,0,225,78,5,0,1,0,0
5.04,73,39,44,5,3,4,209,302,1,175,73,13,1,0,0,0
2.47,172,62,147,12,16,11,679,900,0,160,73,32,0,1,0,0
4.0,141,67,101,11,8,11,452,662,0,165,76,25,0,1,0,0
5.16,54,30,27,7,2,3,157,228,1,180,74,7,1,0,0,0
4.18,193,97,109,11,12,13,627,911,0,190,73,34,0,1,0,0
4.24,213,107,158,32,13,13,681,958,0,212,79,35,0,1,0,0
3.18,247,92,178,21,20,10,782,1079,0,180,77,34,0,1,0,0
2.92,82,29,82,9,6,7,268,363,18,175,74,3,1,0,0,0
4.16,92,43,40,5,4,4,279,400,0,170,75,15,1,0,0,0
5.84,140,75,51,16,6,8,347,525,1,220,76,20,0,1,0,0
2.61,78,30,60,5,10,4,310,428,12,190,73,3,1,0,0,0
4.12,229,102,117,20,17,12,669,982,0,205,76,36,0,1,0,0
2.55,203,68,123,14,16,8,720,966,0,195,75,34,0,1,0,0
4.04,222,108,132,18,21,6,722,1005,0,195,75,34,0,1,0,0
3.81,227,97,125,14,13,11,687,937,0,200,75,32,0,1,0,0
2.54,212,68,130,16,18,5,723,957,0,185,74,32,1,0,0,0
3.32,176,72,130,11,11,12,585,812,0,210,77,32,1,0,0,0
2.96,245,83,169,11,17,10,756,1018,0,200,75,33,1,0,0,0
3.33,224,91,100,14,17,11,738,1004,0,210,76,34,1,0,0,0
4.48,81,43,77,9,4,6,259,380,8,200,76,6,1,0,0,0
4.53,114,53,56,13,4,3,316,456,5,190,74,9,1,0,0,0
3.63,169,67,94,8,6,9,499,731,0,185,73,29,0,1,0,0
3.84,189,84,124,20,9,9,591,818,1,185,73,30,1,0,0,0
7.06,110,63,32,12,5,9,241,368,0,210,79,16,1,0,0,0
4.25,56,25,33,1,3,2,159,232,4,165,75,8,1,0,0,0
2.87,212,79,218,16,13,16,743,1013,0,180,76,33,0,1,0,0
2.96,64,26,54,5,5,4,237,330,13,205,77,4,0,1,0,0
2.66,76,30,62,7,6,3,304,405,0,170,72,16,0,1,0,0
3.63,87,38,77,6,7,5,283,394,0,220,74,15,1,0,0,0
5.06,79,44,47,4,2,7,235,340,23,195,76,4,0,1,0,0
2.56,185,60,171,15,15,10,633,836,0,200,73,33,0,1,0,0
5.6,88,50,57,4,2,5,241,368,4,195,76,11,1,0,0,0
2.2,19,4,9,1,1,0,49,69,0,225,76,3,0,1,0,0
3.0,76,26,46,5,4,3,234,335,12,195,76,5,0,1,0,0
5.72,50,29,18,6,4,4,137,203,2,210,78,4,1,0,0,0
5.86,51,23,12,3,1,4,106,171,0,235,76,8,0,1,0,0
6.67,66,43,45,7,1,6,174,272,6,205,74,6,0,1,0,0
3.72,138,65,157,9,5,9,472,675,0,170,74,27,0,1,0,0
3.5,84,38,81,6,3,5,293,397,0,160,73,15,0,1,0,0
4.93,220,106,104,28,12,11,580,851,0,195,77,33,0,1,0,0
3.64,137,55,60,9,6,8,408,578,0,195,77,21,1,0,0,0
5.28,134,64,66,10,6,10,327,509,0,180,74,22,1,0,0,0
5.45,85,46,38,15,5,5,228,338,1,195,76,14,1,0,0,0
3.21,205,86,163,17,16,9,723,970,0,180,76,34,0,1,0,0
2.05,63,18,43,3,7,0,237,323,0,185,74,11,1,0,0,0
3.06,138,48,56,8,8,8,423,566,0,185,74,22,0,1,0,0
2.85,206,78,215,17,15,12,740,1021,0,210,75,35,0,1,0,0
3.66,175,81,130,25,12,10,598,838,0,200,74,31,0,1,0,0
5.04,98,54,45,9,4,6,289,415,3,185,72,14,0,1,0,0
4.5,175,87,98,20,12,11,522,755,0,195,75,27,0,1,0,0
4.47,251,118,109,20,16,15,712,1018,0,215,79,36,0,1,0,0
4.74,104,55,45,8,3,10,313,457,26,210,76,9,1,0,0,0
2.08,144,38,77,6,10,4,494,655,2,170,72,22,0,1,0,0
2.7,210,64,138,14,12,8,641,867,0,225,74,30,0,1,0,0
4.39,188,91,91,22,13,11,560,818,0,180,74,31,0,1,0,0
3.97,226,97,138,17,16,11,660,911,0,180,72,34,1,0,0,0
5.2,163,79,61,14,7,10,410,611,7,205,74,14,1,0,0,0
2.16,217,56,91,15,16,5,699,915,1,200,76,32,0,1,0,0
3.41,226,79,90,11,14,9,626,866,0,179,71,33,1,0,0,0
3.73,188,78,113,15,8,11,564,792,0,185,74,28,1,0,0,0
3.44,214,91,121,13,13,12,714,999,0,200,76,35,0,1,0,0
3.2,132,48,60,10,10,6,405,567,7,185,75,19,0,1,0,0
3.2,251,93,127,28,13,14,785,1079,0,200,77,35,0,1,0,0
3.27,114,45,47,13,11,7,371,513,0,190,75,20,0,1,0,0
5.4,138,72,62,16,7,9,360,529,14,187,75,14,0,1,0,0
3.62,99,39,70,4,3,9,291,421,7,180,75,11,1,0,0,0
4.11,51,23,21,2,6,1,151,213,0,207,73,8,1,0,0,0
4.46,152,80,100,14,9,13,484,708,0,190,74,25,0,1,0,0
4.17,134,56,64,8,2,14,363,517,26,200,74,13,1,0,0,0
4.58,69,36,57,7,0,4,212,321,4,205,75,8,0,1,0,0
4.37,221,104,95,22,11,14,642,906,0,200,75,32,0,1,0,0
2.95,168,68,155,14,15,8,623,877,0,175,73,31,1,0,0,0
2.56,183,68,186,8,18,8,716,953,0,180,74,34,0,1,0,0
3.42,115,42,67,6,6,8,332,471,5,155,72,13,0,1,0,0
4.49,210,98,118,29,9,17,589,879,2,220,77,33,0,1,0,0
3.78,197,79,96,20,11,8,564,774,0,180,72,29,1,0,0,0
8.5,89,51,33,5,0,4,162,277,3,180,73,9,1,0,0,0
3.57,165,74,122,14,14,9,559,777,0,174,74,31,1,0,0,0
2.94,216,73,125,14,18,6,670,891,0,180,76,35,0,1,0,0
5.6,106,61,65,16,7,10,294,450,8,190,74,9,1,0,0,0
4.04,186,77,138,17,11,12,514,754,1,190,73,30,1,0,0,0
4.41,105,49,60,9,2,6,300,442,8,170,69,8,1,0,0,0
2.82,105,35,63,11,10,3,335,459,14,177,73,7,1,0,0,0
4.47,134,68,101,11,9,6,411,590,0,210,75,22,0,1,0,0
3.78,200,97,179,23,15,15,692,968,0,235,78,34,0,1,0,0
3.47,109,55,129,12,12,5,428,610,0,185,75,24,1,0,0,0
5.67,47,25,19,6,1,4,119,189,1,205,76,6,1,0,0,0
5.9,90,45,38,8,4,5,206,317,0,195,75,13,0,1,0,0
3.56,89,37,45,13,8,2,281,394,0,180,74,16,0,1,0,0
4.75,184,77,84,20,6,10,438,664,5,185,73,18,1,0,0,0
4.76,107,49,45,8,4,4,278,418,4,210,74,8,1,0,0,0
7.44,55,35,17,4,2,6,127,197,0,190,74,8,1,0,0,0
4.47,113,51,66,5,6,6,308,462,9,172,74,8,1,0,0,0
4.86,222,110,63,28,11,11,611,883,1,200,70,31,1,0,0,0
3.45,138,63,119,14,9,9,493,678,2,220,75,24,0,1,0,0
4.12,93,38,33,11,2,5,249,373,2,225,75,11,1,0,0,0
4.42,156,77,98,11,8,12,470,693,0,185,72,27,1,0,0,0
4.28,112,54,76,19,5,6,341,496,9,180,71,12,0,1,0,0
4.56,143,65,70,16,4,13,385,571,0,220,77,24,1,0,0,0
3.59,228,93,142,14,15,12,699,1001,0,195,76,34,0,1,0,0
4.74,159,60,53,15,7,7,342,505,0,190,73,20,0,1,0,0
6.0,19,12,7,2,1,1,54,83,1,200,75,3,1,0,0,0
4.7,53,24,20,9,2,3,138,196,0,185,72,8,1,0,0,0
4.25,95,45,88,14,10,3,286,408,9,220,76,5,1,0,0,0
3.65,224,94,145,18,22,7,695,942,0,175,74,34,0,1,0,0
4.57,63,33,35,6,0,4,195,288,8,186,74,5,0,1,0,0
3.12,192,74,155,12,8,10,641,898,0,205,75,32,0,1,0,0
4.84,162,76,84,20,5,8,424,614,0,180,73,25,1,0,0,0
4.28,119,52,57,18,7,5,328,454,1,225,77,15,1,0,0,0
4.46,175,95,160,17,11,14,575,808,0,205,76,29,0,1,0,0
3.33,205,94,191,20,11,14,762,1060,0,180,73,34,0,0,1,0
5.31,23,12,10,0,1,3,61,93,0,180,69,4,1,0,0,0
5.67,62,34,34,9,5,5,162,233,2,185,75,6,0,1,0,0
3.89,207,91,132,22,10,10,632,882,0,225,78,32,1,0,0,0
4.33,163,70,75,18,7,6,436,619,4,185,70,21,1,0,0,0
6.02,59,31,19,6,0,6,139,207,0,200,75,8,1,0,0,0
5.16,198,102,95,22,5,9,534,793,1,195,75,29,0,1,0,0
3.26,196,83,130,31,15,11,688,919,0,185,75,34,0,1,0,0
6.18,68,43,37,5,2,6,188,284,2,207,76,8,0,1,0,0
3.26,39,17,34,5,3,0,141,207,6,210,75,3,1,0,0,0
4.41,159,82,80,24,11,13,502,693,0,222,76,27,0,1,0,0
4.44,205,91,63,19,14,11,554,780,1,190,76,31,1,0,0,0
4.97,170,86,89,16,7,11,467,681,3,205,76,28,0,1,0,0
5.64,135,75,66,14,5,10,359,539,12,195,76,12,0,1,0,0
3.79,242,100,157,18,9,18,713,991,0,185,73,34,0,1,0,0
5.21,58,28,14,5,0,3,145,217,0,210,75,9,1,0,0,0
4.01,232,115,180,32,16,16,774,1087,0,215,76,36,1,0,0,0
5.19,266,126,116,17,8,19,656,976,0,220,76,34,0,1,0,0
7.35,110,74,45,22,3,12,272,420,1,210,76,17,1,0,0,0
2.29,119,38,140,7,12,5,449,616,10,180,73,15,1,0,0,0
3.13,221,86,169,27,18,9,742,1004,0,200,74,34,0,1,0,0
2.93,82,39,81,17,5,6,359,469,0,220,73,18,0,1,0,0
3.15,243,88,187,22,16,14,754,1065,0,220,78,35,0,0,1,0
4.36,189,81,75,15,12,5,502,737,0,200,75,26,1,0,0,0
6.19,92,63,54,17,4,6,275,387,0,190,73,16,0,1,0,0
3.2,236,85,120,16,22,6,718,1014,0,175,72,36,0,1,0,0
3.45,188,80,149,16,12,15,626,866,0,190,74,29,0,0,1,0
3.58,125,62,143,11,12,6,467,651,18,160,69,14,0,1,0,0
3.42,175,76,167,12,16,4,600,834,0,225,77,30,1,0,0,0
5.31,52,25,27,3,3,4,127,194,1,180,75,6,1,0,0,0
6.14,48,25,15,4,0,2,110,170,8,200,74,3,1,0,0,0
4.14,224,93,150,15,13,13,607,892,1,203,77,32,0,1,0,0
6.18,123,65,46,13,3,8,284,426,2,195,72,16,1,0,0,0
4.66,128,54,80,2,5,8,313,474,12,215,78,6,0,1,0,0
5.37,186,95,70,28,13,9,478,699,0,200,75,28,0,1,0,0
4.34,188,92,163,25,12,10,573,819,0,160,74,30,0,1,0,0
3.99,211,98,194,17,14,3,663,963,0,190,71,33,0,1,0,0
4.66,207,99,108,18,11,12,573,826,0,190,73,32,1,0,0,0
9.53,28,18,8,3,1,3,51,95,2,185,70,3,1,0,0,0
6.02,141,83,65,13,9,9,372,556,0,185,75,23,1,0,0,0
3.47,215,83,163,17,11,12,645,898,0,210,78,30,0,1,0,0
5.26,187,92,67,17,10,10,472,676,0,220,77,28,1,0,0,0
2.98,171,72,185,20,16,9,653,896,0,195,73,33,0,1,0,0
3.67,151,62,83,18,10,9,456,639,0,190,75,22,0,1,0,0
6.59,117,62,39,14,2,8,254,390,1,195,73,15,1,0,0,0
3.87,215,93,122,27,19,9,649,926,0,210,74,32,1,0,0,0
3.92,66,25,40,4,4,2,172,246,2,190,73,9,1,0,0,0
3.59,201,86,141,17,12,14,647,913,0,190,75,33,0,1,0,0
5.06,62,30,34,4,3,4,160,246,8,170,74,5,0,1,0,0
3.96,209,84,82,19,15,11,573,800,0,180,72,31,0,1,0,0
4.26,137,57,69,14,7,5,361,525,5,195,74,15,1,0,0,0
7.2,43,24,27,4,1,3,90,148,0,178,70,8,0,1,0,0
6.97,78,47,29,8,3,6,182,288,4,205,75,11,1,0,0,0
3.23,163,66,90,7,9,7,551,780,0,200,76,28,0,1,0,0
4.65,32,16,26,4,1,2,93,135,0,200,73,6,1,0,0,0
8.87,34,23,10,2,0,3,70,117,1,165,72,4,1,0,0,0
4.27,202,97,126,20,9,16,613,876,0,190,74,34,0,1,0,0
3.77,214,88,120,12,12,11,631,919,0,205,72,32,0,1,0,0
3.24,185,92,308,22,19,8,766,1043,1,225,82,34,0,1,0,0
3.65,61,25,35,6,2,4,185,265,0,210,76,9,1,0,0,0
6.35,47,28,21,6,4,1,119,175,3,175,74,6,1,0,0,0
4.08,163,70,72,17,10,7,463,659,4,195,72,20,1,0,0,0
4.04,49,22,33,4,3,3,147,210,0,210,75,8,1,0,0,0
3.0,219,79,173,26,18,6,710,948,0,185,73,34,0,1,0,0
3.51,152,67,141,12,15,8,515,733,0,185,77,26,1,0,0,0
4.02,126,54,71,19,7,3,363,535,6,185,72,16,1,0,0,0
3.4,90,31,60,6,6,4,246,356,7,205,77,7,0,1,0,0
3.2,220,91,196,22,16,11,769,1039,0,177,74,35,0,1,0,0
5.05,202,95,68,21,11,9,508,746,6,205,75,27,0,1,0,0
6.05,102,56,58,17,3,9,250,373,9,180,73,8,0,1,0,0
4.55,169,76,89,15,9,10,451,656,0,195,75,26,0,1,0,0
4.11,93,48,66,8,9,6,315,454,4,200,74,12,1,0,0,0
4.73,111,56,70,17,6,6,320,471,4,200,75,13,0,1,0,0
5.37,59,34,30,7,1,5,171,260,1,180,72,8,1,0,0,0
4.22,37,15,10,3,1,2,96,142,2,190,75,4,1,0,0,0
2.36,228,70,197,14,20,10,801,1064,0,170,72,36,0,0,1,0
4.08,37,16,16,3,1,2,106,145,0,180,73,6,1,0,0,0
4.97,127,64,38,15,8,10,348,499,2,225,78,20,0,1,0,0
7.71,47,32,23,8,1,5,112,173,4,175,73,5,1,0,0,0
3.85,211,96,138,27,15,9,674,945,1,160,73,34,0,1,0,0
3.44,202,81,127,15,10,12,635,918,0,165,76,32,0,1,0,0
5.23,144,66,65,12,4,8,341,502,6,190,73,14,0,1,0,0
3.39,185,83,171,17,13,14,661,914,0,212,79,34,0,1,0,0
3.37,261,96,158,20,22,10,770,1067,0,180,77,34,0,1,0,0
2.86,52,21,59,2,3,1,198,283,9,175,73,6,0,1,0,0
4.92,232,114,118,21,10,12,626,897,0,170,75,33,1,0,0,0
3.3,100,44,88,12,4,5,360,502,0,160,73,17,1,0,0,0
3.38,11,5,7,2,0,0,40,58,0,185,76,3,1,0,0,0
5.6,57,40,42,10,1,6,193,290,4,195,74,9,1,0,0,0
5.22,227,124,89,35,13,9,641,942,0,205,76,36,0,1,0,0
4.03,206,93,111,15,10,15,623,883,0,195,75,32,0,1,0,0
6.19,189,105,103,18,7,12,458,702,0,195,75,27,0,0,1,0
3.43,154,58,90,11,12,9,456,630,0,170,72,25,1,0,0,0
3.25,177,69,116,20,12,9,573,786,0,200,75,28,0,1,0,0
4.46,163,83,117,20,14,6,503,693,0,185,74,25,1,0,0,0
5.78,93,52,29,14,3,6,243,364,1,185,74,13,1,0,0,0
4.09,100,53,74,9,9,8,350,505,2,210,77,21,1,0,0,0
6.29,66,34,30,6,2,6,146,223,0,200,75,9,0,1,0,0
5.33,254,127,114,21,11,12,643,955,0,210,76,34,0,1,0,0
5.31,82,48,73,10,3,5,244,360,13,200,76,7,1,0,0,0
6.35,28,16,12,1,1,1,68,113,3,200,76,3,1,0,0,0
5.17,99,50,46,8,5,9,261,394,0,175,74,16,1,0,0,0
4.4,48,21,27,5,2,1,129,194,0,185,73,7,0,1,0,0
4.17,134,55,63,10,5,3,356,537,11,185,73,9,1,0,0,0
3.76,153,65,83,18,10,7,467,657,0,195,74,26,1,0,0,0
5.03,85,38,30,9,3,4,204,306,7,210,79,8,0,1,0,0
6.0,52,26,16,5,2,2,117,166,2,195,73,6,1,0,0,0
5.38,78,44,66,6,3,3,221,341,13,185,76,6,0,1,0,0
3.41,151,63,131,18,12,6,499,712,0,220,75,26,1,0,0,0
5.19,173,94,148,22,6,14,489,718,0,180,76,25,0,1,0,0
4.04,183,74,70,10,7,8,495,720,2,160,73,25,1,0,0,0
2.77,194,64,131,10,18,4,624,876,0,170,72,33,0,1,0,0
5.26,200,96,94,19,10,15,493,738,3,225,78,27,1,0,0,0
3.91,151,60,66,13,6,12,414,594,8,175,73,14,1,0,0,0
4.02,101,42,57,7,4,6,282,412,0,195,75,16,1,0,0,0
7.45,40,24,12,4,1,2,87,138,3,230,79,4,1,0,0,0
4.0,206,84,117,22,12,11,567,830,0,186,72,30,1,0,0,0
6.51,91,62,49,16,5,6,257,387,0,220,74,17,1,0,0,0
2.48,218,71,227,19,14,9,772,1029,0,200,73,36,0,1,0,0
5.02,175,91,123,16,13,9,489,742,1,210,78,28,1,0,0,0
4.1,210,95,140,18,16,10,625,885,0,200,73,33,0,1,0,0
2.73,85,26,31,5,8,0,257,341,0,190,75,14,1,0,0,0
3.87,145,60,126,10,6,5,419,619,8,205,74,12,0,1,0,0
4.88,54,36,46,5,5,5,199,291,0,170,74,13,0,1,0,0
3.29,131,51,93,11,7,7,418,556,0,160,73,19,0,1,0,0
4.46,153,67,66,15,7,11,406,576,0,195,77,21,0,1,0,0
4.13,54,24,37,4,3,3,157,231,0,210,76,9,1,0,0,0
4.02,234,105,186,23,16,7,706,982,0,205,77,34,0,1,0,0
5.96,168,85,72,13,5,12,385,586,6,195,77,18,1,0,0,0
2.74,100,34,93,5,7,2,335,484,0,205,77,18,1,0,0,0
4.47,53,23,22,5,3,3,139,212,0,205,74,7,1,0,0,0
4.14,91,44,50,12,2,7,287,404,13,185,74,8,1,0,0,0
5.62,117,66,60,15,3,9,317,455,0,180,76,18,0,1,0,0
8.49,47,28,9,2,2,4,89,150,2,200,74,5,1,0,0,0
4.37,92,44,53,15,4,8,272,390,2,185,74,14,0,1,0,0
4.55,97,42,32,5,3,7,249,353,0,185,74,14,0,1,0,0
3.62,208,98,208,23,15,11,731,1028,0,210,75,35,0,1,0,0
7.2,73,48,31,11,1,6,180,278,3,195,76,9,1,0,0,0
4.44,146,80,96,23,12,8,486,687,0,200,74,26,0,1,0,0
6.04,27,15,11,1,1,3,67,107,0,185,72,4,1,0,0,0
4.84,204,95,98,11,11,12,530,786,0,195,75,28,0,1,0,0
5.75,212,106,80,23,10,10,498,763,0,215,79,28,0,1,0,0
2.82,195,73,157,18,21,8,698,928,0,170,72,34,0,1,0,0
4.16,215,88,124,24,12,13,571,818,0,225,74,30,0,1,0,0
4.48,198,91,104,26,7,15,549,784,0,180,74,29,0,1,0,0
4.43,243,111,150,21,12,15,677,964,0,180,72,35,0,1,0,0
6.57,53,27,19,7,2,2,111,172,0,165,74,7,1,0,0,0
6.45,72,49,45,5,0,5,205,326,9,200,75,7,1,0,0,0
4.76,82,40,35,10,6,2,227,325,7,212,75,7,1,0,0,0
3.83,258,91,97,15,17,10,641,907,0,200,76,32,0,1,0,0
4.85,109,53,44,11,4,8,295,411,0,179,71,18,1,0,0,0
4.58,16,10,14,4,0,2,59,78,0,185,75,3,1,0,0,0
4.88,131,62,85,15,6,6,343,506,8,200,74,10,1,0,0,0
4.65,73,32,33,4,1,3,186,283,2,190,73,9,1,0,0,0
4.94,179,98,78,18,8,10,536,768,0,180,71,31,0,1,0,0
6.62,77,39,28,8,3,6,159,246,8,185,74,5,1,0,0,0
5.04,76,47,47,10,6,6,252,380,0,210,77,16,1,0,0,0
3.14,180,64,91,12,11,8,551,787,0,200,76,29,0,1,0,0
4.27,143,67,114,15,8,8,424,599,9,205,75,17,1,0,0,0
5.61,145,80,59,14,6,11,385,595,1,210,74,20,1,0,0,0
5.68,214,118,80,23,13,14,561,822,0,185,75,32,0,1,0,0
4.6,90,44,49,11,6,7,258,373,1,195,75,15,1,0,0,0
5.12,57,26,34,3,2,3,137,202,2,205,75,6,1,0,0,0
4.48,135,60,50,13,4,14,362,514,0,200,77,18,0,1,0,0
5.29,208,98,63,25,9,11,500,746,0,190,75,28,0,1,0,0
4.19,183,87,139,26,11,9,561,776,0,187,75,30,0,1,0,0
3.83,109,45,57,11,4,7,317,441,1,180,75,19,1,0,0,0
4.63,156,72,70,13,14,4,420,629,9,207,73,19,1,0,0,0
4.83,76,44,56,7,4,4,246,357,12,205,75,5,1,0,0,0
5.29,50,30,33,5,1,3,153,221,2,190,74,4,1,0,0,0
3.6,110,44,57,8,7,5,330,455,1,190,72,18,0,1,0,0
4.21,226,103,131,16,14,13,660,950,0,190,74,33,0,1,0,0
5.27,39,24,30,7,3,2,123,183,0,185,79,9,0,1,0,0
4.92,104,55,52,11,2,7,302,443,1,210,76,16,1,0,0,0
3.77,103,42,62,8,1,16,301,445,19,200,74,10,1,0,0,0
4.62,74,31,31,9,3,3,181,271,3,200,76,7,1,0,0,0
4.3,14,7,4,5,1,1,44,64,0,175,73,3,1,0,0,0
4.55,167,81,90,24,9,8,481,692,0,200,75,24,0,1,0,0
3.45,147,62,108,16,12,8,485,682,0,175,73,24,1,0,0,0
5.22,120,59,47,13,7,5,305,441,0,190,73,18,1,0,0,0
3.83,137,66,145,11,7,6,465,653,0,180,74,23,0,1,0,0
4.01,94,37,62,9,4,4,249,360,25,180,72,7,1,0,0,0
3.4,145,62,121,16,6,11,493,682,0,180,73,24,1,0,0,0
4.29,142,71,108,18,6,8,447,625,0,174,74,23,1,0,0,0
4.04,127,68,122,15,8,3,455,628,0,180,76,24,0,1,0,0
5.4,139,83,91,16,8,12,415,598,0,190,73,23,1,0,0,0
5.89,192,106,76,21,7,15,486,750,0,210,75,25,0,1,0,0
3.86,155,74,189,20,6,14,517,717,0,235,78,25,0,1,0,0
3.81,119,60,127,17,12,2,425,608,0,185,75,24,1,0,0,0
5.6,22,11,12,2,2,1,53,82,0,205,76,3,1,0,0,0
4.47,50,27,28,9,4,2,163,227,0,180,74,10,0,1,0,0
7.23,51,30,26,7,2,2,112,169,1,210,74,5,1,0,0,0
3.43,166,65,57,17,10,9,512,708,0,200,70,24,1,0,0,0
4.32,137,60,67,15,4,10,375,546,0,220,75,19,0,1,0,0
4.94,50,26,32,9,1,5,142,208,0,185,72,8,1,0,0,0
4.82,218,91,123,18,7,9,510,760,1,195,76,25,0,1,0,0
4.2,34,19,22,8,3,1,122,169,0,190,73,7,0,1,0,0
3.6,87,40,72,6,6,2,300,412,10,185,74,10,1,0,0,0
3.62,176,64,85,14,6,8,478,676,0,175,74,25,0,1,0,0
4.12,149,70,102,9,7,7,459,652,0,205,75,22,0,1,0,0
4.3,25,11,19,3,2,1,69,96,0,180,73,4,1,0,0,0
