ID,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
2012hernali01,hernali01,2012,1,ATL,NL,1,1,18,0,0,0,1,93,40,17,5,8,19,0.331,4.94,4.0,0,0.0,0,136.0,8,17,5.0,2.0,3.0
2012hernali01,hernali01,2012,2,MIL,NL,3,0,26,0,0,0,0,109,44,31,10,8,29,0.306,7.68,0.0,2,1.0,0,156.0,9,31,2.0,1.0,5.0
2012hernape02,hernape02,2012,1,CHA,AL,0,1,1,1,0,0,0,12,12,8,3,1,2,0.5,18.0,0.0,0,0.0,0,25.0,0,8,0.0,0.0,0.0
2012herndda01,herndda01,2012,1,PHI,NL,0,1,5,0,0,0,0,23,10,4,1,1,8,0.333,4.7,0.0,0,0.0,0,33.0,2,4,2.0,0.0,1.0
2012herreke01,herreke01,2012,1,KCA,AL,4,3,76,0,0,0,3,253,79,22,4,21,77,0.25,2.35,6.0,3,2.0,1,344.0,10,24,5.0,0.0,8.0
2012herrmfr01,herrmfr01,2012,1,CLE,AL,0,0,15,0,0,0,0,58,12,5,1,4,14,0.179,2.33,0.0,0,0.0,0,71.0,7,5,0.0,0.0,2.0
2012hillri01,hillri01,2012,1,BOS,AL,1,0,25,0,0,0,0,59,17,4,0,11,21,0.236,1.83,1.0,0,0.0,0,83.0,3,4,0.0,0.0,3.0
2012hillsh01,hillsh01,2012,1,TOR,AL,1,0,1,0,0,0,0,9,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0,11.0,0,0,0.0,0.0,1.0
2012hinshal01,hinshal01,2012,1,SDN,NL,1,1,31,0,0,0,0,84,23,14,5,20,36,0.217,4.5,2.0,1,2.0,0,129.0,7,14,1.0,0.0,0.0
2012hinshal01,hinshal01,2012,2,CHN,NL,0,0,2,0,0,0,0,1,4,5,3,1,0,0.8,135.0,0.0,0,0.0,0,6.0,0,5,0.0,0.0,0.0
2012hochelu01,hochelu01,2012,1,KCA,AL,8,16,32,32,2,1,0,556,202,118,27,61,144,0.281,5.73,3.0,8,13.0,0,800.0,0,127,4.0,3.0,17.0
2012hollade01,hollade01,2012,1,TEX,AL,12,7,29,27,0,0,0,526,162,91,32,52,145,0.243,4.67,0.0,1,3.0,0,730.0,1,100,5.0,4.0,9.0
2012hollagr01,hollagr01,2012,1,KCA,AL,7,4,67,0,0,0,16,201,58,22,2,34,91,0.234,2.96,7.0,3,0.0,1,289.0,36,22,4.0,3.0,6.0
2012hoovejj01,hoovejj01,2012,1,CIN,NL,1,0,28,0,0,0,1,92,17,7,2,13,31,0.16,2.05,1.0,0,0.0,0,123.0,6,7,2.0,2.0,2.0
2012horstje01,horstje01,2012,1,PHI,NL,2,0,32,0,0,0,0,94,21,4,1,14,40,0.193,1.15,1.0,1,1.0,0,125.0,9,8,1.0,0.0,4.0
2012hottoto01,hottoto01,2012,1,KCA,AL,0,0,9,0,0,0,0,28,11,3,2,5,6,0.306,2.89,0.0,0,1.0,0,42.0,4,3,0.0,0.0,2.0
2012howeljp01,howeljp01,2012,1,TBA,AL,1,0,55,0,0,0,0,151,39,17,7,22,42,0.223,3.04,2.0,1,4.0,0,203.0,10,17,2.0,0.0,5.0
2012hudsoda01,hudsoda01,2012,1,ARI,NL,3,2,9,9,0,0,0,136,62,37,9,12,37,0.332,7.35,0.0,2,0.0,0,202.0,0,37,2.0,1.0,6.0
2012hudsoti01,hudsoti01,2012,1,ATL,NL,16,7,28,28,1,1,0,537,168,72,12,48,102,0.248,3.62,2.0,3,9.0,0,749.0,0,77,10.0,4.0,9.0
2012huffda01,huffda01,2012,1,CLE,AL,3,1,6,4,0,0,0,80,30,10,5,5,19,0.28,3.38,0.0,0,1.0,0,114.0,0,14,0.0,1.0,1.0
2012hugheja02,hugheja02,2012,1,PIT,NL,2,2,66,0,0,0,2,227,65,24,7,22,50,0.226,2.85,4.0,5,5.0,0,316.0,20,30,1.0,0.0,10.0
2012hugheph01,hugheph01,2012,1,NYA,AL,16,13,32,32,1,0,0,574,196,89,35,46,165,0.259,4.19,0.0,3,6.0,0,815.0,0,101,1.0,4.0,10.0
2012humbeph01,humbeph01,2012,1,CHA,AL,5,5,26,16,1,1,0,306,113,73,23,44,85,0.276,6.44,1.0,9,4.0,0,462.0,6,74,1.0,4.0,6.0
2012hunteto02,hunteto02,2012,1,BAL,AL,7,8,33,20,0,0,0,401,161,81,32,27,77,0.302,5.45,2.0,0,4.0,1,573.0,5,85,3.0,6.0,21.0
2012hutchdr01,hutchdr01,2012,1,TOR,AL,5,3,11,11,0,0,0,176,59,30,8,20,49,0.257,4.6,0.0,1,5.0,0,257.0,0,31,1.0,1.0,3.0
2012igarary01,igarary01,2012,1,TOR,AL,0,0,2,0,0,0,0,3,5,4,0,2,2,0.625,36.0,0.0,0,0.0,0,10.0,0,4,0.0,0.0,0.0
2012igarary01,igarary01,2012,2,NYA,AL,0,0,2,0,0,0,0,9,4,4,0,3,3,0.308,12.0,0.0,0,0.0,0,16.0,1,4,0.0,0.0,0.0
2012isrinja01,isrinja01,2012,1,LAA,AL,3,2,50,0,0,0,0,137,44,21,7,19,31,0.251,4.14,3.0,3,0.0,0,198.0,17,22,1.0,3.0,2.0
2012iwakuhi01,iwakuhi01,2012,1,SEA,AL,9,5,30,16,0,0,2,376,117,44,17,43,101,0.248,3.16,3.0,5,3.0,0,519.0,6,49,1.0,1.0,19.0
2012jacksed01,jacksed01,2012,1,WAS,NL,10,11,31,31,1,0,0,569,173,85,23,58,168,0.243,4.03,5.0,3,2.0,0,790.0,0,90,9.0,8.0,11.0
2012janseke01,janseke01,2012,1,LAN,NL,5,3,65,0,0,0,25,195,33,17,6,22,99,0.146,2.35,1.0,3,3.0,0,252.0,40,18,0.0,1.0,1.0
2012janssca01,janssca01,2012,1,TOR,AL,1,1,62,0,0,0,22,191,44,18,7,11,67,0.195,2.54,1.0,2,3.0,1,242.0,47,18,1.0,1.0,3.0
2012jeffrje01,jeffrje01,2012,1,KCA,AL,0,0,13,0,0,0,0,40,19,10,0,13,13,0.317,6.75,0.0,1,0.0,0,73.0,6,14,0.0,0.0,1.0
2012jenkich01,jenkich01,2012,1,TOR,AL,1,3,13,3,0,0,0,96,32,16,5,11,16,0.26,4.5,1.0,0,1.0,0,136.0,6,16,1.0,0.0,4.0
2012jennida01,jennida01,2012,1,MIA,NL,1,0,22,0,0,0,0,57,18,4,2,11,8,0.247,1.89,1.0,0,2.0,0,86.0,4,5,0.0,0.0,3.0
2012jepseke01,jepseke01,2012,1,LAA,AL,3,2,49,0,0,0,2,134,39,15,3,12,38,0.244,3.02,1.0,1,2.0,0,178.0,11,17,3.0,1.0,6.0
2012jimenub01,jimenub01,2012,1,CLE,AL,9,17,31,31,0,0,0,530,190,106,25,95,143,0.273,5.4,3.0,16,8.0,1,805.0,0,116,2.0,3.0,11.0
2012johnsji04,johnsji04,2012,1,BAL,AL,2,1,71,0,0,0,51,206,55,19,3,15,41,0.22,2.49,1.0,1,3.0,0,269.0,63,21,1.0,0.0,8.0
2012johnsjo09,johnsjo09,2012,1,MIA,NL,8,14,31,31,0,0,0,574,180,81,14,65,165,0.252,3.81,7.0,5,4.0,0,798.0,0,84,8.0,8.0,16.0
2012johnsro07,johnsro07,2012,1,NYN,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0
2012johnsst02,johnsst02,2012,1,BAL,AL,4,0,12,4,0,0,0,115,23,9,4,18,46,0.174,2.11,1.0,1,0.0,0,151.0,3,9,1.0,0.0,1.0
2012jonesna01,jonesna01,2012,1,CHA,AL,8,0,65,0,0,0,0,215,67,19,4,32,65,0.256,2.39,3.0,5,1.0,0,301.0,11,19,2.0,4.0,11.0
2012jurrjja01,jurrjja01,2012,1,ATL,NL,3,4,11,10,0,0,0,145,72,37,8,18,19,0.35,6.89,0.0,1,1.0,0,227.0,1,40,2.0,0.0,5.0
2012karstje01,karstje01,2012,1,PIT,NL,5,4,19,15,0,0,0,272,89,40,8,15,66,0.256,3.97,0.0,3,1.0,1,372.0,0,41,7.0,1.0,6.0
2012kellesh01,kellesh01,2012,1,SEA,AL,2,4,47,0,0,0,0,133,43,16,5,15,45,0.256,3.25,6.0,2,0.0,1,190.0,10,20,4.0,3.0,1.0
2012kellyca01,kellyca01,2012,1,SDN,NL,2,3,6,6,0,0,0,87,39,20,5,10,26,0.322,6.21,1.0,0,2.0,0,136.0,0,23,3.0,0.0,1.0
2012kellyjo05,kellyjo05,2012,1,SLN,NL,5,7,24,16,0,0,0,321,112,42,10,36,75,0.271,3.53,2.0,4,3.0,0,457.0,4,50,4.0,1.0,10.0
2012kendrky01,kendrky01,2012,1,PHI,NL,11,12,37,25,1,1,0,478,154,69,20,49,116,0.254,3.9,4.0,1,7.0,0,674.0,2,76,8.0,4.0,12.0
2012kenneia01,kenneia01,2012,1,ARI,NL,15,12,33,33,1,0,0,625,216,93,28,55,187,0.266,4.02,4.0,5,14.0,4,899.0,0,101,13.0,5.0,9.0
2012kershcl01,kershcl01,2012,1,LAN,NL,14,9,33,33,2,2,0,683,170,64,16,63,229,0.21,2.53,5.0,6,5.0,2,901.0,0,70,18.0,4.0,17.0
2012keuchda01,keuchda01,2012,1,HOU,NL,3,8,16,16,1,0,0,256,93,50,14,39,38,0.286,5.27,1.0,2,1.0,0,377.0,0,56,9.0,3.0,10.0
2012kimbrcr01,kimbrcr01,2012,1,ATL,NL,3,1,63,0,0,0,42,188,27,7,3,14,116,0.126,1.01,0.0,5,2.0,0,231.0,56,7,0.0,0.0,3.0
2012kinnejo01,kinnejo01,2012,1,SEA,AL,0,3,35,0,0,0,1,96,24,14,3,15,36,0.209,3.94,3.0,2,3.0,0,136.0,8,14,1.0,2.0,1.0
2012kintzbr01,kintzbr01,2012,1,MIL,NL,3,0,14,0,0,0,0,50,18,7,1,7,14,0.277,3.78,1.0,1,0.0,0,72.0,1,7,0.0,0.0,2.0
2012kirkmmi01,kirkmmi01,2012,1,TEX,AL,1,2,28,0,0,0,0,106,24,15,5,17,38,0.182,3.82,1.0,2,1.0,0,151.0,9,16,0.0,1.0,2.0
2012klubeco01,klubeco01,2012,1,CLE,AL,2,5,12,12,0,0,0,189,76,36,9,18,54,0.295,5.14,0.0,2,4.0,0,281.0,0,44,1.0,0.0,7.0
2012koehlto01,koehlto01,2012,1,MIA,NL,0,1,8,1,0,0,0,40,15,8,4,2,13,0.278,5.4,1.0,0,0.0,0,56.0,0,8,0.0,0.0,1.0
2012kontoge01,kontoge01,2012,1,SFN,NL,2,1,44,0,0,0,0,131,34,12,3,12,44,0.209,2.47,0.0,1,0.0,0,177.0,9,15,0.0,2.0,3.0
2012korecbo01,korecbo01,2012,1,TOR,AL,0,0,1,0,0,0,0,3,1,2,1,1,0,0.25,18.0,0.0,0,0.0,0,5.0,1,2,0.0,0.0,0.0
2012kurodhi01,kurodhi01,2012,1,NYA,AL,16,11,33,33,3,2,0,659,205,81,25,51,167,0.249,3.32,2.0,13,8.0,0,891.0,0,86,7.0,3.0,23.0
2012laffeaa01,laffeaa01,2012,1,TOR,AL,4,6,22,16,0,0,0,302,100,51,17,37,48,0.26,4.56,1.0,2,5.0,0,429.0,1,56,2.0,0.0,10.0
2012lannajo01,lannajo01,2012,1,WAS,NL,4,1,6,6,0,0,0,98,33,15,0,14,17,0.27,4.13,1.0,1,4.0,0,144.0,0,15,4.0,0.0,6.0
2012latosma01,latosma01,2012,1,CIN,NL,14,4,33,33,2,0,0,628,179,81,25,64,185,0.23,3.48,9.0,3,4.0,1,858.0,0,87,9.0,3.0,16.0
2012layneto01,layneto01,2012,1,SDN,NL,2,0,26,0,0,0,2,50,9,6,0,3,25,0.148,3.24,0.0,0,3.0,0,68.0,5,6,1.0,0.0,0.0
2012leagubr01,leagubr01,2012,1,SEA,AL,0,5,46,0,0,0,9,134,48,18,1,19,27,0.281,3.63,3.0,3,0.0,0,193.0,24,20,3.0,0.0,5.0
2012leagubr01,leagubr01,2012,2,LAN,NL,2,1,28,0,0,0,6,82,17,7,0,14,27,0.183,2.3,4.0,1,1.0,0,108.0,15,7,0.0,0.0,4.0
2012leakemi01,leakemi01,2012,1,CIN,NL,8,9,30,30,2,0,0,537,201,91,26,41,116,0.287,4.58,3.0,3,3.0,0,757.0,0,97,6.0,7.0,16.0
2012leblawa01,leblawa01,2012,1,MIA,NL,2,5,25,9,0,0,0,206,71,28,7,19,43,0.275,3.67,1.0,1,1.0,0,284.0,1,30,5.0,1.0,7.0
2012lecursa01,lecursa01,2012,1,CIN,NL,3,3,48,0,0,0,0,172,46,20,3,23,61,0.221,3.14,2.0,2,1.0,0,237.0,12,22,4.0,1.0,6.0
2012leecl02,leecl02,2012,1,PHI,NL,6,9,30,30,0,0,0,633,207,74,26,28,207,0.255,3.16,0.0,4,0.0,0,847.0,0,79,3.0,4.0,21.0
2012lerouch01,lerouch01,2012,1,PIT,NL,0,0,10,0,0,0,0,34,11,7,1,2,12,0.25,5.56,0.0,1,1.0,0,48.0,3,9,1.0,0.0,1.0
2012lestejo01,lestejo01,2012,1,BOS,AL,9,14,33,33,3,0,0,616,216,110,25,68,166,0.273,4.82,2.0,6,4.0,0,876.0,0,117,5.0,7.0,27.0
2012lewisco01,lewisco01,2012,1,TEX,AL,6,6,16,16,2,0,0,315,99,40,16,14,93,0.245,3.43,0.0,2,6.0,0,427.0,0,48,1.0,2.0,5.0
2012lidgebr01,lidgebr01,2012,1,WAS,NL,0,1,11,0,0,0,2,28,12,10,1,11,10,0.308,9.64,5.0,0,0.0,0,51.0,4,10,1.0,0.0,0.0
2012lillyte01,lillyte01,2012,1,LAN,NL,5,1,8,8,0,0,0,146,36,17,3,19,31,0.203,3.14,1.0,3,2.0,0,202.0,0,23,2.0,2.0,3.0
2012linceti01,linceti01,2012,1,SFN,NL,10,15,33,33,0,0,0,558,183,107,23,90,190,0.257,5.18,3.0,17,4.0,2,825.0,0,111,11.0,6.0,8.0
2012lincobr01,lincobr01,2012,1,PIT,NL,4,2,28,5,0,0,1,178,51,18,8,14,60,0.23,2.73,1.0,0,1.0,0,239.0,6,19,2.0,0.0,3.0
2012lincobr01,lincobr01,2012,2,TOR,AL,1,0,24,0,0,0,0,86,29,18,6,10,28,0.264,5.65,1.0,1,0.0,0,123.0,4,18,2.0,1.0,1.0
2012lindbjo01,lindbjo01,2012,1,LAN,NL,2,2,48,0,0,0,0,143,42,16,9,18,43,0.241,3.02,0.0,1,3.0,0,197.0,12,16,2.0,0.0,5.0
2012lindbjo01,lindbjo01,2012,2,PHI,NL,1,3,26,0,0,0,1,70,19,12,4,17,27,0.213,4.63,2.0,1,1.0,0,107.0,6,15,0.0,0.0,0.0
2012lindsma01,lindsma01,2012,1,BAL,AL,1,0,34,0,0,0,0,109,35,11,2,12,30,0.254,2.72,2.0,1,4.0,1,155.0,3,14,0.0,1.0,3.0
2012lindsma01,lindsma01,2012,2,ARI,NL,0,0,12,0,0,0,0,32,10,3,0,2,10,0.238,2.53,0.0,0,1.0,0,45.0,3,3,0.0,0.0,1.0
2012liriafr01,liriafr01,2012,1,MIN,AL,3,10,22,17,0,0,0,300,89,59,12,55,109,0.239,5.31,4.0,6,4.0,1,440.0,2,63,2.0,7.0,7.0
2012liriafr01,liriafr01,2012,2,CHA,AL,3,2,12,11,0,0,0,170,54,34,7,32,58,0.251,5.4,1.0,5,3.0,0,253.0,0,34,2.0,1.0,4.0
2012lockeje01,lockeje01,2012,1,PIT,NL,1,3,8,6,0,0,0,103,36,21,6,11,34,0.267,5.5,0.0,0,1.0,0,148.0,1,21,1.0,0.0,3.0
2012loeka01,loeka01,2012,1,MIL,NL,6,5,70,0,0,0,2,205,78,35,9,20,55,0.284,4.61,3.0,4,3.0,0,303.0,20,41,5.0,0.0,5.0
2012loganbo02,loganbo02,2012,1,NYA,AL,7,2,80,0,0,0,1,166,48,23,6,28,68,0.234,3.74,6.0,3,2.0,0,239.0,8,23,1.0,3.0,1.0
2012lohseky01,lohseky01,2012,1,SLN,NL,16,3,33,33,0,0,0,633,192,67,19,38,143,0.239,2.86,1.0,1,4.0,0,864.0,0,74,11.0,7.0,12.0
2012lopezja02,lopezja02,2012,1,SFN,NL,3,0,70,0,0,0,7,108,37,10,1,14,28,0.27,2.5,3.0,2,0.0,0,153.0,19,13,1.0,1.0,9.0
2012lopezro01,lopezro01,2012,1,CHN,NL,0,1,4,0,0,0,0,19,8,4,0,5,2,0.32,5.68,0.0,0,1.0,0,34.0,2,6,2.0,1.0,0.0
2012lopezwi01,lopezwi01,2012,1,HOU,NL,6,3,64,0,0,0,10,199,61,16,4,8,54,0.25,2.17,2.0,1,2.0,0,260.0,28,18,4.0,2.0,8.0
2012loupaa01,loupaa01,2012,1,TOR,AL,0,2,33,0,0,0,0,92,26,9,0,2,21,0.232,2.64,0.0,1,0.0,1,117.0,3,10,2.0,1.0,0.0
2012louxsh01,louxsh01,2012,1,SFN,NL,1,0,19,0,0,0,0,76,32,14,3,9,9,0.314,4.97,1.0,1,0.0,0,112.0,6,15,0.0,0.0,3.0
2012lowede01,lowede01,2012,1,CLE,AL,8,10,21,21,1,1,0,357,156,73,8,45,41,0.321,5.52,3.0,5,3.0,1,542.0,0,79,3.0,5.0,21.0
2012lowede01,lowede01,2012,2,NYA,AL,1,1,17,0,0,0,1,71,24,8,2,6,14,0.261,3.04,2.0,2,0.0,0,98.0,10,9,0.0,0.0,2.0
2012lowema01,lowema01,2012,1,TEX,AL,0,2,36,0,0,0,0,118,35,15,5,13,28,0.24,3.43,0.0,4,0.0,2,162.0,12,15,0.0,3.0,2.0
2012luebkco01,luebkco01,2012,1,SDN,NL,3,1,5,5,0,0,0,93,28,9,1,8,23,0.233,2.61,0.0,0,0.0,0,130.0,0,10,2.0,0.0,1.0
2012luekejo01,luekejo01,2012,1,TBA,AL,0,0,3,0,0,0,0,10,9,7,0,3,2,0.563,18.9,0.0,0,0.0,0,21.0,2,7,0.0,2.0,0.0
2012luetglu01,luetglu01,2012,1,SEA,AL,2,2,63,0,0,0,2,122,37,18,3,24,38,0.248,3.98,6.0,5,1.0,0,178.0,16,20,1.0,3.0,5.0
2012lylesjo01,lylesjo01,2012,1,HOU,NL,5,12,25,25,1,1,0,424,159,80,20,42,99,0.279,5.09,4.0,2,5.0,0,628.0,0,97,6.0,4.0,11.0
2012lynnla01,lynnla01,2012,1,SLN,NL,18,7,35,29,0,0,0,528,168,74,16,64,180,0.253,3.78,3.0,3,10.0,0,744.0,2,76,4.0,3.0,16.0
2012lyonbr01,lyonbr01,2012,1,HOU,NL,0,2,37,0,0,0,0,108,37,13,3,11,35,0.262,3.25,2.0,5,2.0,0,154.0,11,13,0.0,0.0,1.0
2012lyonbr01,lyonbr01,2012,2,TOR,AL,4,0,30,0,0,0,1,75,19,8,2,9,28,0.207,2.88,1.0,1,1.0,0,104.0,10,8,1.0,1.0,0.0
2012macdomi01,macdomi01,2012,1,LAN,NL,0,0,7,0,0,0,0,17,9,5,0,6,4,0.346,7.94,0.0,0,0.0,0,32.0,1,5,0.0,0.0,0.0
2012machije01,machije01,2012,1,SFN,NL,0,0,8,0,0,0,0,20,7,5,2,1,4,0.259,6.75,0.0,0,0.0,0,28.0,5,5,0.0,0.0,0.0
2012maholpa01,maholpa01,2012,1,CHN,NL,9,6,21,20,0,0,0,361,115,50,12,34,81,0.256,3.74,2.0,4,10.0,0,503.0,0,51,5.0,4.0,15.0
2012maholpa01,maholpa01,2012,2,ATL,NL,4,5,11,11,1,1,0,206,63,27,8,19,59,0.241,3.54,1.0,1,1.0,0,283.0,0,29,2.0,0.0,4.0
2012maiermi01,maiermi01,2012,1,KCA,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.333,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,1.0
2012mainesc01,mainesc01,2012,1,CHN,NL,1,1,21,0,0,0,0,62,17,11,2,12,26,0.23,4.79,0.0,2,4.0,0,94.0,5,11,1.0,3.0,1.0
2012mainesc01,mainesc01,2012,2,CLE,AL,1,2,9,0,0,0,0,18,13,7,1,3,6,0.464,10.5,0.0,1,1.0,0,33.0,4,7,0.0,1.0,1.0
2012malonma02,malonma02,2012,1,MIN,AL,1,0,9,0,0,0,0,33,17,10,2,1,5,0.347,8.18,0.0,0,1.0,0,52.0,2,10,0.0,1.0,0.0
2012manshje01,manshje01,2012,1,MIN,AL,0,0,12,0,0,0,0,65,29,19,4,7,12,0.326,7.89,1.0,0,1.0,0,98.0,2,19,1.0,0.0,2.0
2012marcush01,marcush01,2012,1,MIL,NL,7,4,21,21,0,0,0,372,116,51,16,41,109,0.245,3.7,2.0,3,4.0,2,527.0,0,57,6.0,2.0,4.0
2012marinjh01,marinjh01,2012,1,CHA,AL,0,0,2,0,0,0,0,8,2,0,0,2,1,0.25,0.0,1.0,0,0.0,0,11.0,1,0,1.0,0.0,0.0
2012marmoca01,marmoca01,2012,1,CHN,NL,3,3,61,0,0,0,20,166,40,21,4,45,72,0.2,3.42,0.0,2,2.0,0,247.0,47,24,0.0,0.0,7.0
2012maronni01,maronni01,2012,1,LAA,AL,0,0,12,0,0,0,0,18,6,1,0,3,7,0.261,1.5,0.0,0,0.0,0,27.0,1,1,0.0,1.0,0.0
2012marquja01,marquja01,2012,1,MIN,AL,2,4,7,7,0,0,0,102,52,32,9,14,12,0.371,8.47,0.0,1,3.0,0,160.0,0,33,1.0,2.0,9.0
2012marquja01,marquja01,2012,2,SDN,NL,6,7,15,15,1,1,0,281,94,42,14,28,79,0.258,4.04,3.0,5,1.0,0,401.0,0,53,5.0,2.0,4.0
2012marshse01,marshse01,2012,1,CIN,NL,5,5,73,0,0,0,9,183,55,17,3,16,74,0.232,2.51,2.0,1,3.0,1,256.0,22,18,0.0,0.0,1.0
2012martelu01,martelu01,2012,1,DET,AL,1,0,13,0,0,0,0,67,19,7,4,9,19,0.229,2.82,0.0,1,1.0,0,93.0,4,7,0.0,0.0,3.0
2012martevi01,martevi01,2012,1,SLN,NL,3,2,48,0,0,0,0,121,51,22,6,14,36,0.305,4.91,2.0,1,2.0,0,185.0,5,22,1.0,1.0,3.0
2012marticr01,marticr01,2012,1,ATL,NL,5,4,54,0,0,0,1,221,80,32,6,19,65,0.277,3.91,4.0,2,0.0,1,313.0,26,33,3.0,2.0,9.0
2012martijo07,martijo07,2012,1,ARI,NL,0,0,1,0,0,0,0,3,2,1,0,0,1,0.4,9.0,0.0,0,0.0,0,5.0,1,1,0.0,0.0,0.0
2012masteju01,masteju01,2012,1,CLE,AL,11,15,34,34,1,0,0,619,212,113,18,88,159,0.269,4.93,1.0,14,13.0,0,906.0,0,122,6.0,11.0,26.0
2012mathejo02,mathejo02,2012,1,CHN,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0,0.0,0,2.0,1,0,0.0,0.0,0.0
2012mathije01,mathije01,2012,1,TOR,AL,0,0,2,0,0,0,0,6,4,2,0,1,0,0.4,9.0,0.0,0,0.0,0,11.0,2,2,0.0,0.0,0.0
2012matsuda01,matsuda01,2012,1,BOS,AL,1,7,11,11,0,0,0,137,58,42,11,20,41,0.307,8.28,0.0,3,3.0,0,215.0,0,43,0.0,3.0,1.0
2012matthry01,matthry01,2012,1,WAS,NL,5,3,66,0,0,0,0,199,57,21,8,19,41,0.241,2.85,5.0,3,3.0,0,265.0,11,22,2.0,4.0,12.0
2012matusbr01,matusbr01,2012,1,BAL,AL,6,10,34,16,0,0,0,294,112,53,15,41,81,0.284,4.87,4.0,0,0.0,0,441.0,2,61,2.0,3.0,9.0
2012mazzavi01,mazzavi01,2012,1,KCA,AL,4,3,18,6,0,0,0,132,55,28,3,19,26,0.318,5.73,2.0,1,3.0,0,198.0,4,29,1.0,2.0,6.0
2012mcallza01,mcallza01,2012,1,CLE,AL,6,8,22,22,0,0,0,376,133,59,19,38,110,0.268,4.24,0.0,0,1.0,2,543.0,0,78,2.0,5.0,6.0
2012mccarbr01,mccarbr01,2012,1,OAK,AL,8,6,18,18,0,0,0,333,115,40,10,24,73,0.267,3.24,2.0,0,6.0,0,469.0,0,44,5.0,4.0,8.0
2012mccleky01,mccleky01,2012,1,SLN,NL,0,1,16,0,0,0,0,56,16,11,2,9,11,0.222,5.3,0.0,1,2.0,0,83.0,6,11,0.0,0.0,1.0
2012mcclemi01,mcclemi01,2012,1,MIL,NL,0,0,9,0,0,0,0,42,20,10,1,5,4,0.345,6.43,0.0,1,3.0,0,69.0,3,11,3.0,0.0,0.0
2012mcdonda02,mcdonda02,2012,1,BOS,AL,0,1,1,0,0,0,0,3,2,3,1,2,0,0.5,27.0,0.0,0,0.0,0,6.0,1,3,0.0,0.0,0.0
2012mcdonja03,mcdonja03,2012,1,PIT,NL,12,8,30,29,1,0,0,513,147,80,21,69,151,0.233,4.21,6.0,3,4.0,0,713.0,0,85,5.0,4.0,15.0
2012mcgeeja01,mcgeeja01,2012,1,TBA,AL,5,2,69,0,0,0,0,166,33,12,3,11,73,0.168,1.95,4.0,3,1.0,0,212.0,13,13,0.0,2.0,3.0
2012mchugco01,mchugco01,2012,1,NYN,NL,0,4,8,4,0,0,0,64,27,18,5,8,17,0.314,7.59,2.0,0,2.0,0,99.0,1,21,2.0,1.0,1.0
2012mcpheky01,mcpheky01,2012,1,PIT,NL,0,2,10,3,0,0,0,79,24,8,3,7,21,0.247,2.73,0.0,0,2.0,1,107.0,2,8,1.0,0.0,3.0
2012medlekr01,medlekr01,2012,1,ATL,NL,10,1,50,12,2,1,1,414,103,24,6,23,120,0.208,1.57,0.0,3,0.0,0,520.0,7,26,1.0,0.0,13.0
2012meekev01,meekev01,2012,1,PIT,NL,0,0,12,0,0,0,0,36,14,9,1,6,8,0.286,6.75,0.0,1,1.0,0,57.0,5,9,1.0,0.0,0.0
2012mejiaje01,mejiaje01,2012,1,NYN,NL,1,2,5,3,0,0,0,48,20,10,2,9,8,0.313,5.63,0.0,1,0.0,0,74.0,1,10,1.0,0.0,2.0
2012melanma01,melanma01,2012,1,BOS,AL,0,2,41,0,0,0,1,135,45,31,8,12,41,0.256,6.2,1.0,2,3.0,0,194.0,17,31,1.0,2.0,1.0
2012mendolu01,mendolu01,2012,1,KCA,AL,8,10,30,25,0,0,0,498,176,78,15,59,104,0.278,4.23,3.0,6,11.0,2,709.0,0,84,2.0,5.0,22.0
2012mijarjo01,mijarjo01,2012,1,KCA,AL,2,2,51,0,0,0,0,116,36,11,3,13,37,0.248,2.56,1.0,1,4.0,0,168.0,8,13,3.0,3.0,1.0
2012mijarjo01,mijarjo01,2012,2,SFN,NL,1,0,27,0,0,0,0,53,14,5,0,8,20,0.215,2.55,2.0,2,0.0,0,74.0,3,5,1.0,0.0,1.0
2012mikolmi01,mikolmi01,2012,1,SDN,NL,2,1,25,0,0,0,0,97,32,13,4,15,23,0.256,3.62,0.0,2,2.0,0,144.0,9,15,2.0,0.0,1.0
2012mileywa01,mileywa01,2012,1,ARI,NL,16,11,32,29,0,0,0,584,193,72,14,37,144,0.255,3.33,0.0,6,2.0,1,807.0,0,79,8.0,3.0,15.0
2012millean01,millean01,2012,1,BOS,AL,3,2,53,0,0,0,0,121,28,15,3,20,51,0.194,3.35,1.0,1,2.0,0,169.0,4,15,0.0,3.0,1.0
2012milleji02,milleji02,2012,1,OAK,AL,2,1,33,0,0,0,0,146,39,14,6,27,44,0.217,2.59,2.0,1,3.0,0,211.0,18,15,0.0,1.0,2.0
2012millesh01,millesh01,2012,1,SLN,NL,1,0,6,1,0,0,0,41,9,2,0,4,16,0.184,1.32,0.0,0,1.0,0,54.0,1,2,0.0,0.0,1.0
